funds_account,stat_time_day,total_deposit_amount,total_withdraw_amount,assets_start,assets_end,in,out,rate,pro_in,pro_ot
61841598,2018-06-22,7630.0,38450.0,27819.78,0.0,35449.78,38450.0,1.084632965282154,0.0,0.0
61841688,2018-06-12,4600.0,27831.0,23730.28,3651.98,28330.28,31482.98,1.111283757167243,0.0,0.0
61841698,2018-05-21,0.0,25169.0,21871.52,12653.11,21871.52,37822.11,1.7292858475314015,0.0,0.0
61841788,2018-05-25,0.0,1100.0,11481.56,12806.56,11481.56,13906.56,1.2112082330275677,0.0,0.0
61841798,2018-05-24,0.0,25295.0,16241.94,7148.96,16241.94,32443.96,1.9975421655294872,0.0,0.0
61841818,2018-05-29,2000.0,4120.0,6141.05,6126.55,8141.05,10246.55,1.2586275726104126,0.0,0.0
61841828,2018-05-25,0.0,13801.0,17257.47,7829.78,17257.47,21630.78,1.2534154774714947,0.0,0.0
61841868,2018-06-04,19900.0,18066.0,0.0,0.0,19900.0,18066.0,0.9078391959798995,0.0,0.0
61841988,2018-05-23,0.0,9986.0,10691.75,10711.47,10691.75,20697.47,1.935835574157645,0.0,0.0
61842198,2018-05-23,0.0,15853.0,20005.81,17027.11,20005.81,32880.11,1.6435280550999933,0.0,0.0
61842208,2018-06-04,0.0,16239.0,21508.16,11107.15,21508.16,27346.15,1.2714314009194652,0.0,0.0
61842268,2018-09-07,33159.0,66318.0,33156.92,0.0,66315.92,66318.0,1.0000313650176307,0.0,0.0
61842278,2018-05-24,100.0,22700.0,17913.41,193.89,18013.41,22893.89,1.2709359305095482,0.0,0.0
61842288,2018-05-21,0.0,22988.0,29392.75,23837.28,29392.75,46825.28,1.5930894523309318,0.0,0.0
61842398,2018-05-23,0.0,21579.0,24121.02,10720.2,24121.02,32299.2,1.3390478512102721,0.0,0.0
61842428,2018-09-13,0.0,18567.0,13682.83,7916.03,13682.83,26483.03,1.9354936076820364,0.0,0.0
61842518,2018-05-31,32000.0,52000.0,19615.8,15383.87,51615.8,67383.87,1.3054892106680511,0.0,0.0
61842528,2018-05-21,0.0,6080.0,19911.8,21497.89,19911.8,27577.89,1.3850023604094055,0.0,0.0
61842578,2018-05-25,0.0,12061.0,11603.09,0.0,11603.09,12061.0,1.0394644874770427,0.0,0.0
61842618,2018-05-28,16000.0,8406.0,1921.12,7101.22,17921.12,15507.220000000001,0.865304177417483,0.0,0.0
61842658,2018-05-25,19129.0,40476.0,17249.75,0.0,36378.75,40476.0,1.1126275641686425,0.0,0.0
61842728,2018-06-26,0.0,15569.0,14866.11,9663.49,14866.11,25232.489999999998,1.6973162448010943,0.0,0.0
61842828,2018-05-21,20000.0,82235.0,40363.35,15336.86,60363.35,97571.86,1.6164089633858956,0.0,0.0
61842908,2018-05-24,0.0,9485.0,15086.73,14128.32,15086.73,23613.32,1.5651715116529559,0.0,0.0
61843098,2018-06-27,0.0,6000.0,4151.09,4690.81,4151.09,10690.810000000001,2.5754223589466867,0.0,0.0
61843268,2018-05-25,0.0,15741.0,11690.69,3693.31,11690.69,19434.31,1.6623749325317838,0.0,0.0
61843298,2018-05-28,0.0,28250.0,49586.37,35484.74,49586.37,63734.74,1.2853278027812884,0.0,0.0
61843328,2018-08-02,0.0,31821.0,27524.12,0.0,27524.12,31821.0,1.1561132563002923,0.0,0.0
61843358,2018-06-05,0.0,22498.0,22393.43,0.0,22393.43,22498.0,1.0046696732032565,0.0,0.0
61843488,2018-05-25,0.0,20501.0,18703.81,0.0,18703.81,20501.0,1.0960868400609287,0.0,0.0
61843508,2018-05-23,0.0,15801.0,19356.99,21318.6,19356.99,37119.6,1.9176328551081545,0.0,0.0
61843518,2018-05-24,0.0,19410.0,17202.9,8770.56,17202.9,28180.559999999998,1.6381284550860609,0.0,0.0
61843718,2018-05-29,0.0,17336.0,17929.48,0.0,17929.48,17336.0,0.9668992073389747,0.0,0.0
61843898,2018-05-23,0.0,16486.0,22167.99,7361.21,22167.99,23847.21,1.0757497635103588,0.0,0.0
61843918,2018-06-04,44263.0,66052.0,13973.87,7832.23,58236.87,73884.23,1.2686847696313348,0.0,0.0
61843968,2018-06-26,45000.0,43776.0,0.0,0.0,45000.0,43776.0,0.9728,0.0,0.0
61844098,2018-05-23,1000.0,7107.0,14939.18,19886.18,15939.18,26993.18,1.693511209485055,0.0,0.0
61844318,2018-05-30,23000.0,21574.0,21371.06,28260.14,44371.06,49834.14,1.12312259387087,0.0,0.0
61844508,2018-05-25,0.0,48738.0,20889.87,0.0,20889.87,48738.0,2.3330925467702768,0.0,0.0
61844578,2019-01-04,0.0,5271.0,15296.45,4013.0,15296.45,9284.0,0.6069382111535683,0.0,0.0
61844618,2018-05-29,0.0,10000.0,22574.6,25852.45,22574.6,35852.45,1.5881765346894297,0.0,0.0
61844628,2018-05-30,0.0,12000.0,13110.58,8232.27,13110.58,20232.27,1.543201750036993,0.0,0.0
61844668,2018-08-03,4372.0,4372.0,3964.77,9183.09,8336.77,13555.09,1.6259402622358539,0.0,0.0
61844718,2019-01-24,0.0,43480.0,26379.57,13449.97,26379.57,56929.97,2.1581083391427534,0.0,0.0
61844758,2018-07-19,0.0,5331.0,4225.72,0.0,4225.72,5331.0,1.2615601601620552,0.0,0.0
61844778,2018-05-30,0.0,12000.0,19289.47,13681.98,19289.47,25681.98,1.331398944605528,0.0,0.0
61844868,2018-06-05,1284809.0,709541.0,13811.81,0.0,1298620.81,709541.0,0.5463804326376073,0.0,0.0
61844898,2018-05-24,10000.0,26514.0,0.0,18121.61,10000.0,44635.61,4.463561,0.0,0.0
61844958,2018-05-25,0.0,28200.0,30068.84,0.0,30068.84,28200.0,0.9378479515671373,0.0,0.0
61845178,2018-08-06,20000.0,30000.0,2121.18,8528.82,22121.18,38528.82,1.7417163098894362,0.0,0.0
61845218,2018-06-05,46000.0,56000.0,30708.29,20704.12,76708.29000000001,76704.12,0.9999456382093772,0.0,0.0
61845228,2018-05-28,106200.0,45187.0,141525.41,11216.39,247725.41,56403.39,0.227685121199315,0.0,0.0
61845608,2018-05-31,1.0,15000.0,11450.93,22962.59,11451.93,37962.59,3.314951278954726,0.0,0.0
61845778,2018-07-11,437000.0,101559.0,37076.39,399.2,474076.39,101958.2,0.21506702748896647,0.0,0.0
61845868,2018-05-31,390000.0,227514.0,130559.98,397001.0,520559.98,624515.0,1.199698447813833,0.0,0.0
61845958,2018-05-31,0.0,24099.0,23976.84,0.0,23976.84,24099.0,1.0050949165945138,0.0,0.0
61845988,2018-05-30,64296.0,40000.0,86686.3,234187.91,150982.3,274187.91000000003,1.8160268455309003,0.0,0.0
61846058,2018-09-03,0.0,24500.0,24250.4,5751.98,24250.4,30251.98,1.2474837528453138,0.0,0.0
61846088,2018-06-04,31600.0,40111.0,16215.19,11831.15,47815.19,51942.15,1.0863106473068496,0.0,0.0
61846518,2018-06-19,0.0,13168.0,13929.61,0.0,13929.61,13168.0,0.9453243845305073,0.0,0.0
61846568,2018-06-05,145000.0,70180.0,0.0,82455.52,145000.0,152635.52000000002,1.0526587586206897,0.0,0.0
61846588,2018-06-15,0.0,3013.0,4498.45,0.0,4498.45,3013.0,0.6697862597116785,0.0,0.0
61846608,2018-06-01,0.0,16189.0,15445.59,0.0,15445.59,16189.0,1.048130890435393,0.0,0.0
61846618,2018-06-04,0.0,17000.0,20906.87,13606.87,20906.87,30606.870000000003,1.4639623243460167,0.0,0.0
61846658,2018-06-01,76528.0,31329.0,28063.97,76773.67,104591.97,108102.67,1.0335656743055897,0.0,0.0
61846688,2018-06-05,0.0,19969.0,13634.72,0.0,13634.72,19969.0,1.4645698628207988,0.0,0.0
61846898,2018-06-27,16303.0,39204.0,27027.78,15114.88,43330.78,54318.88,1.253586480557239,0.0,0.0
61846958,2018-06-11,18000.0,17461.0,4924.08,4481.46,22924.08,21942.46,0.9571795247617352,0.0,0.0
61846968,2018-06-01,2000.0,31000.0,12562.53,14326.06,14562.53,45326.06,3.1125127295875097,0.0,0.0
61846978,2018-06-11,0.0,11018.0,22135.53,10883.2,22135.53,21901.2,0.9894138518481375,0.0,0.0
61847008,2018-06-04,23000.0,19851.0,17913.7,23267.61,40913.7,43118.61,1.053891728198623,0.0,0.0
61847088,2018-05-31,10000.0,10000.0,0.0,10605.01,10000.0,20605.010000000002,2.0605010000000004,0.0,0.0
61847118,2018-12-31,0.0,13864.0,19990.18,9892.15,19990.18,23756.15,1.1883909999809907,0.0,0.0
61847168,2018-05-31,176724.0,226407.0,62645.97,9943.13,239369.97,236350.13,0.9873842153215794,0.0,0.0
61847208,2018-06-04,3101.0,1001.0,10782.67,16421.76,13883.67,17422.76,1.2549102650812067,0.0,0.0
61847288,2018-05-31,13900.0,6811.0,10650.63,13553.88,24550.629999999997,20364.879999999997,0.8295053935479456,0.0,0.0
61847328,2018-06-06,0.0,10696.0,10159.15,0.0,10159.15,10696.0,1.0528439879320612,0.0,0.0
61847358,2018-06-04,0.0,17710.0,19258.45,2319.91,19258.45,20029.91,1.0400582601403539,0.0,0.0
61847368,2018-05-31,90000.0,50000.0,0.0,88456.55,90000.0,138456.55,1.538406111111111,0.0,0.0
61847388,2018-05-31,20000.0,23695.0,0.0,0.0,20000.0,23695.0,1.18475,0.0,0.0
61847398,2018-05-31,6921.0,15353.0,8610.26,9471.92,15531.26,24824.92,1.5983841620061732,0.0,0.0
61847428,2018-06-05,426700.0,121353.0,20142.97,7851.48,446842.97,129204.48,0.28914963124517773,0.0,0.0
61847498,2018-05-31,10740.0,37600.0,30795.09,9399.18,41535.09,46999.18,1.131553585173404,0.0,0.0
61847678,2019-05-08,15755.0,15000.0,0.0,14594.4,15755.0,29594.4,1.878413202158045,0.0,0.0
61847768,2018-06-05,7500.0,13342.0,7431.42,0.0,14931.42,13342.0,0.8935519863482508,0.0,0.0
61847778,2018-06-06,0.0,11000.0,10568.18,10274.5,10568.18,21274.5,2.013071314076785,0.0,0.0
61847798,2018-06-06,72000.0,74000.0,17032.97,21952.36,89032.97,95952.36,1.0777171647761499,0.0,0.0
61847878,2019-05-02,15015.0,15010.0,0.0,0.0,15015.0,15010.0,0.9996669996669997,0.0,0.0
61848098,2018-08-27,0.0,9897.0,22183.0,16897.79,22183.0,26794.79,1.2078974890682055,0.0,0.0
61848168,2018-07-13,0.0,368042.0,856854.41,491239.55,856854.41,859281.55,1.0028326165701826,0.0,0.0
61848308,2018-06-15,0.0,5749.0,5084.0,0.0,5084.0,5749.0,1.1308025177025964,0.0,0.0
61848398,2018-06-04,31501.0,43407.0,29581.74,20423.95,61082.740000000005,63830.95,1.0449915966441583,0.0,0.0
61848478,2018-06-05,100.0,17100.0,13894.89,11128.53,13994.89,28228.53,2.0170597982549343,0.0,0.0
61848528,2018-06-05,0.0,51931.0,51520.81,0.0,51520.81,51931.0,1.0079616372491038,0.0,0.0
61848688,2018-06-05,10000.0,47050.0,40025.2,15059.21,50025.2,62109.21,1.2415584545389124,0.0,0.0
61848698,2019-07-04,10000.0,1756.0,0.0,12743.97,10000.0,14499.97,1.449997,0.0,0.0
61848708,2018-06-11,62000.0,83000.0,27963.17,17027.32,89963.17,100027.32,1.1118696684432086,0.0,0.0
61848718,2018-06-04,11800.0,14481.0,10138.0,5882.83,21938.0,20363.83,0.9282445984137114,0.0,0.0
61848788,2018-06-27,29580.0,15500.0,13804.33,31224.78,43384.33,46724.78,1.0769966944286105,0.0,0.0
61848858,2018-06-05,8000.0,10000.0,12509.45,14116.44,20509.45,24116.440000000002,1.1758696600835226,0.0,0.0
61848978,2018-06-25,169170.0,165547.0,0.0,10855.85,169170.0,176402.85,1.0427549210852989,0.0,0.0
61848988,2018-09-10,4528.0,3000.0,2205.33,5829.19,6733.33,8829.189999999999,1.3112664907259852,0.0,0.0
61849028,2018-06-05,10000.0,10000.0,12340.25,26329.01,22340.25,36329.009999999995,1.626168462752207,0.0,0.0
61849058,2018-11-26,0.0,11000.0,12497.31,6914.98,12497.31,17914.98,1.433506890682875,0.0,0.0
61849118,2018-06-04,200400.0,20000.0,18956.56,310858.08,219356.56,330858.08,1.5083117641888624,0.0,0.0
61849178,2018-06-07,778169.0,852804.0,321693.22,299148.51,1099862.22,1151952.51,1.0473607412390253,0.0,0.0
61849188,2018-06-08,25792.0,42796.0,26670.24,21326.23,52462.240000000005,102522.23,1.9542099231752206,0.0,38400.0
61849278,2018-06-29,370000.0,359363.0,30188.31,74799.94,400188.31,434162.94,1.0848966077994633,0.0,0.0
61849308,2018-07-03,23000.0,23000.0,14879.7,18556.47,37879.7,41556.47,1.0970643906894724,0.0,0.0
61849368,2018-06-07,110000.0,102944.0,10206.26,22353.09,120206.26,125297.09,1.0423507893848456,0.0,0.0
61849378,2018-06-07,30000.0,20000.0,16726.17,45361.39,46726.17,65361.39,1.3988176219022446,0.0,0.0
61849388,2018-08-23,6244.0,14700.0,0.0,1540.28,6244.0,16240.28,2.6009417040358747,0.0,0.0
61849518,2018-06-15,218.0,37048.0,38352.83,32.34,38570.83,37080.34,0.961357066985595,0.0,0.0
61849578,2018-06-05,0.0,13290.0,12236.7,0.0,12236.7,13290.0,1.0860771286376227,0.0,0.0
61849588,2018-06-05,65500.0,249000.0,265504.74,89571.69,331004.74,338571.69,1.022860548764347,0.0,0.0
61849688,2018-06-13,23500.0,23340.0,13082.91,16667.56,36582.91,40007.56,1.09361338395442,0.0,0.0
61849698,2018-06-05,0.0,25609.0,33682.17,17164.0,33682.17,42773.0,1.26990036568309,0.0,0.0
61849768,2018-06-12,10.0,20000.0,33856.27,24440.76,33866.27,44440.759999999995,1.312242535124181,0.0,0.0
61849858,2018-06-20,22940.0,29673.0,16873.41,19463.52,39813.41,49136.520000000004,1.23417009495042,0.0,0.0
61849918,2018-06-27,11000.0,9000.0,7977.28,20725.88,18977.28,29725.88,1.5663930763523541,0.0,0.0
61849968,2018-06-22,0.0,8800.0,19937.14,18061.27,19937.14,26861.27,1.3472980577956517,0.0,0.0
61850098,2018-06-20,20.0,3039.0,13366.48,4701.96,13386.48,7740.96,0.5782670276278753,0.0,0.0
61850158,2018-08-27,0.0,14026.0,14682.42,8249.28,14682.42,22275.28,1.5171395451158596,0.0,0.0
61850178,2018-06-05,43269.0,59830.0,14344.84,8109.24,57613.84,67939.24,1.1792173547189357,0.0,0.0
61850188,2018-06-06,5000.0,12003.0,5167.04,0.0,10167.04,12003.0,1.1805795983885181,0.0,0.0
61850258,2018-08-15,0.0,29576.0,29489.08,0.0,29489.08,29576.0,1.0029475317643004,0.0,0.0
61850278,2018-06-27,20000.0,10000.0,0.18,8673.02,20000.18,18673.02,0.933642597216625,0.0,0.0
61850328,2018-06-05,6000.0,27713.0,14806.64,5043.85,20806.64,32756.85,1.5743459780147107,0.0,0.0
61850358,2018-07-24,0.0,7000.0,11300.55,6917.52,11300.55,13917.52,1.2315789939427728,0.0,0.0
61850508,2018-06-11,0.0,10000.0,36618.08,44034.39,36618.08,54034.39,1.4756205131454188,0.0,0.0
61850578,2018-06-08,0.0,12406.0,18609.19,6635.98,18609.19,19041.98,1.023256788715683,0.0,0.0
61850608,2018-06-08,0.0,3200.0,16027.24,22119.8,16027.24,25319.8,1.5797978940853197,0.0,0.0
61850628,2018-06-25,45500.0,22130.0,36397.7,6879.97,81897.7,29009.97,0.35422203553945963,0.0,0.0
61850668,2018-06-22,24550.0,20456.0,8156.41,24097.54,32706.41,44553.54,1.3622265482515508,0.0,0.0
61850678,2018-06-11,22686.0,15152.0,28719.67,19853.47,51405.67,35005.47,0.6809651542329864,0.0,0.0
61850788,2018-06-08,0.0,33000.0,24217.23,13935.64,24217.23,46935.64,1.9381093543728989,0.0,0.0
61851028,2018-08-08,1431800.0,2198395.0,302083.47,150450.22,1733883.47,2348845.22,1.3546730565462974,0.0,0.0
61851128,2018-06-06,0.0,2800.0,6238.94,0.0,6238.94,2800.0,0.4487941861918852,0.0,0.0
61851188,2018-06-20,10.0,25000.0,33100.79,15989.58,33110.79,40989.58,1.2379523412156581,0.0,0.0
61851298,2018-06-07,4050.0,15708.0,11022.98,0.0,15072.98,15708.0,1.0421296916734448,0.0,0.0
61851328,2018-06-12,4000.0,9870.0,9995.0,11364.45,13995.0,21234.45,1.5172883172561629,0.0,0.0
61851358,2018-06-26,0.0,5560.0,9728.05,0.0,9728.05,5560.0,0.5715431150127724,0.0,0.0
61851398,2018-06-11,0.0,5000.0,17706.33,15804.83,17706.33,20804.83,1.1749939146056805,0.0,0.0
61851408,2018-06-28,0.0,25000.0,38261.14,19024.89,38261.14,44024.89,1.1506424011412102,0.0,0.0
61851478,2018-06-08,0.0,20320.0,30457.22,16220.43,30457.22,36540.43,1.19972965359281,0.0,0.0
61851528,2018-06-12,5000.0,1400.0,3881.43,6294.73,8881.43,7694.73,0.866384129582736,0.0,0.0
61851588,2018-06-14,100.0,59383.0,54629.34,0.0,54729.34,59383.0,1.0850304425377686,0.0,0.0
61851728,2018-06-06,0.0,29215.0,38449.99,19305.99,38449.99,48520.990000000005,1.2619246454940563,0.0,0.0
61851778,2018-06-11,3000.0,24200.0,21174.31,16533.02,24174.31,40733.020000000004,1.6849713600925942,0.0,0.0
61851798,2018-06-06,4000.0,10960.0,17316.37,13516.81,21316.37,24476.809999999998,1.1482635176627165,0.0,0.0
61852068,2018-06-08,7400.0,20000.0,23182.68,12819.51,30582.68,32819.51,1.073140418040538,0.0,0.0
61852098,2018-06-14,0.0,23094.0,30610.42,30505.39,30610.42,53599.39,1.7510177906738948,0.0,0.0
61852108,2018-07-24,0.0,11942.0,14801.86,1010.0,14801.86,12952.0,0.8750251657561955,0.0,0.0
61852318,2018-06-25,0.0,1001.0,19805.14,20609.21,19805.14,21610.21,1.091141491552193,0.0,0.0
61852358,2018-06-08,18503.0,42016.0,22978.62,0.0,41481.619999999995,42016.0,1.012882331982213,0.0,0.0
61852378,2018-06-15,5000.0,1600.0,5269.97,10004.58,10269.970000000001,11604.58,1.129952667826683,0.0,0.0
61852408,2018-06-13,0.0,22171.0,19576.26,0.0,19576.26,22171.0,1.132545235913295,0.0,0.0
61852418,2018-06-08,7100.0,27026.0,13782.29,0.0,20882.29,27026.0,1.2942067177498253,0.0,0.0
61852568,2019-02-04,60000.0,44994.0,0.0,23878.43,60000.0,82532.43,1.3755404999999998,0.0,13660.0
61852588,2018-09-13,20000.0,30002.0,30000.28,21685.27,50000.28,51687.270000000004,1.0337396110581782,0.0,0.0
61852628,2018-08-22,43000.0,61988.0,20389.34,8890.05,63389.34,70878.05,1.118138317893829,0.0,0.0
61852658,2018-06-11,28924.0,48628.0,17461.99,0.0,46385.990000000005,48628.0,1.0483337749178145,0.0,0.0
61852688,2018-06-15,0.0,29000.0,38119.48,15491.56,38119.48,44491.56,1.1671607272712008,0.0,0.0
61852788,2018-06-12,10000.0,8621.0,5359.14,-4.03,15359.14,8616.97,0.5610320629931103,0.0,0.0
61852888,2018-06-11,10000.0,29000.0,19699.57,11584.94,29699.57,40584.94,1.3665160808725514,0.0,0.0
61852928,2018-06-12,0.0,23000.0,21517.29,14655.86,21517.29,37655.86,1.7500280007380111,0.0,0.0
61853058,2018-06-08,0.0,50000.0,64052.57,11994.51,64052.57,61994.51,0.9678692049358831,0.0,0.0
61853108,2019-04-04,25510.0,18010.0,0.0,12933.33,51010.0,30943.33,0.6066130170554793,25500.0,0.0
61853258,2018-06-11,22603.0,30300.0,18187.98,17890.77,40790.979999999996,48190.770000000004,1.1814075072479262,0.0,0.0
61853268,2018-06-22,19200.0,30300.0,20269.41,14239.37,39469.41,44539.37,1.1284528955461963,0.0,0.0
61853278,2018-06-19,769.0,20207.0,42093.6,0.0,42862.6,20207.0,0.4714366370682133,0.0,0.0
61853288,2018-06-11,19002.0,31000.0,23475.38,13592.6,42477.380000000005,44592.6,1.049796385746955,0.0,0.0
61853558,2018-06-20,31300.0,70612.0,28884.7,13016.72,60184.7,83628.72,1.389534549478522,0.0,0.0
61853718,2018-06-13,101734.0,177317.0,75540.03,0.0,177274.03,177317.0,1.0002423930905164,0.0,0.0
61853858,2018-06-20,30000.0,30289.0,15289.32,15555.69,45289.32,45844.69,1.0122627144766139,0.0,0.0
61853898,2018-06-14,6900.0,5808.0,9124.95,9589.31,16024.95,15397.31,0.9608335751437601,0.0,0.0
61853908,2019-07-11,20001.0,12089.0,0.0,12405.22,20001.0,24494.22,1.2246497675116246,0.0,0.0
61853918,2019-07-10,30000.0,16369.0,0.0,21721.56,30000.0,38090.56,1.2696853333333333,0.0,0.0
61853978,2018-06-22,1000.0,14600.0,21571.27,19920.99,22571.27,34520.990000000005,1.5294216940384837,0.0,0.0
61854188,2018-06-15,93000.0,84978.0,2139.75,13539.55,95139.75,98517.55,1.0355035618655715,0.0,0.0
61854198,2018-08-08,20000.0,29266.0,29279.26,21422.09,49279.259999999995,50688.09,1.0285887003985044,0.0,0.0
61854228,2018-06-21,41583.0,23000.0,9887.09,36413.52,51470.09,59413.52,1.1543309910668507,0.0,0.0
61854318,2018-07-10,26500.0,30798.0,19050.14,18129.48,45550.14,48927.479999999996,1.0741455459851494,0.0,0.0
61854378,2018-06-11,42000.0,362500.0,315389.07,66745.55,357389.07,429245.55,1.2010595343612493,0.0,0.0
61854508,2018-06-21,32000.0,23000.0,8478.12,21354.15,40478.12,44354.15,1.0957561764232133,0.0,0.0
61854668,2018-06-28,0.0,25374.0,47754.06,0.0,47754.06,25374.0,0.5313474917106524,0.0,0.0
61854688,2018-06-19,4050.0,15346.0,11023.1,0.0,15073.1,15346.0,1.0181051011404423,0.0,0.0
61854758,2018-06-13,19000.0,14295.0,16747.22,18995.08,35747.22,33290.08,0.9312634660821177,0.0,0.0
61854898,2018-06-13,21101.0,55210.0,14806.33,5679.19,35907.33,60889.19,1.6957314843515237,0.0,0.0
61855288,2018-06-19,7750.0,15675.0,10990.52,3695.0,18740.52,19370.0,1.0335892493911587,0.0,0.0
61855468,2018-06-19,0.0,24223.0,20775.79,0.24,20775.79,24223.24,1.1659359283088633,0.0,0.0
61855498,2018-06-13,46916.0,176800.0,266090.24,158350.38,313006.24,335150.38,1.070746640705949,0.0,0.0
61855508,2018-08-14,20000.0,27667.0,27873.62,25427.12,47873.619999999995,53094.119999999995,1.1090475297251388,0.0,0.0
61855578,2018-06-13,0.0,12000.0,17501.26,8696.9,17501.26,20696.9,1.182594853170572,0.0,0.0
61855688,2018-08-02,22020.0,33070.0,10289.85,9858.88,32309.85,42928.88,1.328662311957499,0.0,0.0
61855718,2018-06-20,20200.0,10500.0,11152.77,29914.25,31352.77,40414.25,1.2890168875030819,0.0,0.0
61855788,2018-06-26,90200.0,29600.0,15465.19,86571.45,105665.19,116171.45,1.0994297175824885,0.0,0.0
61855878,2018-06-12,38000.0,10000.0,24172.02,58878.4,62172.020000000004,68878.4,1.107868137467626,0.0,0.0
61856028,2018-06-13,0.0,391860.0,349549.46,394993.23,349549.46,786853.23,2.251049765603986,0.0,0.0
61856228,2019-10-17,18000.0,2000.0,0.0,18252.66,18000.0,20252.66,1.1251477777777779,0.0,0.0
61856368,2018-06-22,0.0,10000.0,9612.69,17902.66,9612.69,27902.66,2.9026900898707853,0.0,0.0
61856488,2018-06-15,13300.0,14100.0,21065.02,19262.64,34365.020000000004,33362.64,0.970831386101332,0.0,0.0
61856698,2018-06-14,0.0,29850.0,23575.41,0.0,23575.41,29850.0,1.2661497721566666,0.0,0.0
61856828,2018-07-31,0.0,30000.0,19892.83,16598.37,19892.83,46598.369999999995,2.3424706288647714,0.0,0.0
61857008,2018-06-14,0.0,16279.0,12326.13,0.0,12326.13,16279.0,1.3206902734272639,0.0,0.0
61857018,2018-06-20,0.0,9691.0,8421.73,0.0,8421.73,9691.0,1.1507136894676036,0.0,0.0
61857078,2018-06-21,0.0,25200.0,38919.22,21697.51,38919.22,46897.509999999995,1.2049961432937246,0.0,0.0
61857088,2018-06-15,3000.0,24000.0,14940.92,15622.68,17940.92,39622.68,2.2085088167161997,0.0,0.0
61857098,2018-06-25,4149.0,3800.0,24972.66,30197.33,29121.66,33997.33,1.167424178429389,0.0,0.0
61857178,2018-06-26,21385.0,13223.0,13586.0,14629.49,34971.0,27852.489999999998,0.7964453404249234,0.0,0.0
61857218,2018-06-20,100.0,12000.0,16097.97,11625.56,16197.97,23625.559999999998,1.4585506702383075,0.0,0.0
61857328,2018-06-14,81320.0,70925.0,28353.23,55390.53,109673.23,126315.53,1.1517444138373603,0.0,0.0
61857388,2018-06-25,23000.0,23010.0,23157.52,42600.2,46157.520000000004,65610.2,1.4214411866148786,0.0,0.0
61857758,2018-11-01,0.0,3627.0,7232.5,555.0,7232.5,4182.0,0.5782232976149326,0.0,0.0
61857808,2018-06-22,0.0,7000.0,16539.4,25223.83,16539.4,32223.83,1.9483070728079614,0.0,0.0
61857818,2018-07-17,0.0,33779.0,36059.19,0.0,36059.19,33779.0,0.9367653571807908,0.0,0.0
61857878,2018-06-29,5000.0,4345.0,0.0,0.0,5000.0,4345.0,0.869,0.0,0.0
61857918,2018-08-07,20000.0,28590.0,28676.28,21358.52,48676.28,49948.520000000004,1.0261367549040314,0.0,0.0
61857928,2018-06-19,197871.0,80000.0,94083.6,193934.09,291954.6,273934.08999999997,0.9382763278948165,0.0,0.0
61858008,2018-06-22,10000.0,17486.0,6150.8,0.0,16150.8,17486.0,1.0826708274512717,0.0,0.0
61858018,2018-07-09,15619.0,16658.0,19265.0,15602.93,34884.0,32260.93,0.9248059282192409,0.0,0.0
61858068,2018-07-19,0.0,32982.0,32017.72,0.0,32017.72,32982.0,1.0301170726710085,0.0,0.0
61858088,2018-07-10,0.0,7876.0,9275.68,1540.0,9275.68,9416.0,1.0151277318751832,0.0,0.0
61858118,2018-06-22,4000.0,20204.0,17755.84,0.0,21755.84,20204.0,0.9286701869475047,0.0,0.0
61858278,2019-02-15,21470.0,14446.0,0.0,8943.82,21470.0,23389.82,1.089418723800652,0.0,0.0
61858358,2018-07-17,10.0,1028.0,22367.61,41331.97,22377.61,42359.97,1.8929622064197205,0.0,0.0
61858598,2018-06-25,0.0,672334.0,925236.6,305549.63,925236.6,977883.63,1.0569011537157091,0.0,0.0
61858678,2018-07-20,0.0,24857.0,33004.03,4804.87,33004.03,29661.87,0.8987347908725086,0.0,0.0
61858718,2018-09-12,21940.0,32200.0,21627.23,43293.44,43567.229999999996,75493.44,1.7328033019312912,0.0,0.0
61858758,2018-06-20,5000.0,7163.0,2738.44,0.0,7738.4400000000005,7163.0,0.925638759233127,0.0,0.0
61858968,2018-07-13,0.0,2000.0,15792.49,15174.85,15792.49,17174.85,1.0875327449946144,0.0,0.0
61859158,2018-06-22,9900.0,26000.0,26034.12,12807.65,35934.119999999995,38807.65,1.079966616686314,0.0,0.0
61859198,2018-06-22,13900.0,3000.0,10051.18,22547.14,23951.18,25547.14,1.0666338777463156,0.0,0.0
61859318,2018-07-24,12900.0,620.0,13882.23,33851.4,26782.23,34471.4,1.2870996925946794,0.0,0.0
61859408,2018-07-23,0.0,4000.0,19284.2,25971.25,19284.2,29971.25,1.554186847263563,0.0,0.0
61859528,2018-06-20,33605.0,15000.0,4371.12,24958.96,37976.12,39958.96,1.0522128116300453,0.0,0.0
61859558,2018-06-21,51269.0,55710.0,9036.77,17317.47,60305.770000000004,73027.47,1.2109532802582572,0.0,0.0
61859578,2018-06-26,37996.0,75584.0,27148.44,833.3,65144.44,76417.3,1.1730440848060095,0.0,0.0
61859588,2018-06-20,0.0,33000.0,39302.92,17174.56,39302.92,50174.56,1.2766115087632166,0.0,0.0
61859808,2018-07-03,0.0,19000.0,19452.02,13465.33,19452.02,32465.33,1.6689953022873718,0.0,0.0
61859888,2018-06-20,0.0,4100.0,13778.39,14830.18,13778.39,18930.18,1.3739036273468817,0.0,0.0
61860068,2018-07-25,0.0,22389.0,22396.03,0.0,22396.03,22389.0,0.9996861050820168,0.0,0.0
