funds_account,stat_time_day,total_deposit_amount,total_withdraw_amount,assets_start,assets_end,in,out,rate,pro_in,pro_ot
62099518,2019-02-21,45000.0,27000.0,0.0,27277.33,45000.0,54277.33,1.206162888888889,0.0,0.0
62099528,2019-02-22,21300.0,15402.0,0.0,18939.38,21300.0,34341.380000000005,1.6122713615023476,0.0,0.0
62099568,2019-06-21,769985.0,565000.0,0.0,2946.59,1009985.0,567946.59,0.5623317078966519,240000.0,0.0
62099588,2019-02-28,23485.0,18998.0,0.0,0.0,23485.0,18998.0,0.8089418777943368,0.0,0.0
62099628,2019-02-25,45000.0,26000.0,0.0,20255.67,45000.0,46255.67,1.0279037777777777,0.0,0.0
62099718,2019-02-21,471450.0,259018.0,0.0,248216.29,471450.0,507234.29000000004,1.075902619577898,0.0,0.0
62099798,2019-02-25,20000.0,4568.0,0.0,0.0,20000.0,4568.0,0.2284,0.0,0.0
62099898,2019-02-28,38300.0,12000.0,0.0,30326.12,38300.0,42326.119999999995,1.1051206266318536,0.0,0.0
62837298,2018-11-19,0.0,6381.0,12245.51,17350.24,12245.51,23731.24,1.9379544012458445,0.0,0.0
62840178,2018-09-11,32400.0,57200.0,26335.2,9982.69,58735.2,67182.69,1.143823295059862,0.0,0.0
62846388,2018-10-02,4320.0,10500.0,15145.79,48275.12,19465.79,58775.12,3.0194058396807937,0.0,0.0
62846668,2019-09-20,109985.0,50000.0,0.0,74450.18,109985.0,124450.18,1.1315195708505705,0.0,0.0
62880868,2019-03-11,39860.0,42456.0,0.0,0.0,39860.0,56952.0,1.4288008028098345,0.0,14496.0
62887428,2018-09-12,56000.0,79000.0,18028.68,6467.98,74028.68,85467.98,1.1545252461613527,0.0,0.0
62888188,2018-09-10,30983.0,34324.0,4199.25,7643.9,35182.25,41967.9,1.1928714053251286,0.0,0.0
62890808,2018-09-21,0.0,12000.0,9177.74,1919.29,9177.74,13919.29,1.5166359038281756,0.0,0.0
62890928,2018-10-02,0.0,10500.0,19929.52,27363.0,19929.52,37863.0,1.899845053970191,0.0,0.0
63000088,2019-02-25,35000.0,27308.0,0.0,20712.42,35000.0,48020.42,1.372012,0.0,0.0
63000118,2019-02-22,518620.0,128713.0,0.0,345617.87,518620.0,474330.87,0.9146019629015464,0.0,0.0
63000158,2019-02-22,58938.0,46327.0,0.0,10157.18,58938.0,56484.18,0.9583660796090807,0.0,0.0
63000188,2019-02-22,25000.0,15000.0,0.0,33213.07,25000.0,48213.07,1.9285228,0.0,0.0
63000258,2019-02-26,20075.0,10000.0,0.0,11485.85,20075.0,21485.85,1.0702789539227895,0.0,0.0
63000268,2019-11-07,20000.0,10010.0,0.0,10681.96,20000.0,20691.96,1.034598,0.0,0.0
63000568,2019-02-25,180000.0,70000.0,0.0,98335.92,180000.0,168335.91999999998,0.9351995555555555,0.0,0.0
63000598,2019-02-22,20038.0,11000.0,0.0,8336.72,20038.0,19336.72,0.9650024952590079,0.0,0.0
63000638,2019-02-28,21500.0,14100.0,0.0,16455.28,21500.0,30555.28,1.4211758139534882,0.0,0.0
63000668,2019-02-25,27640.0,23034.0,0.0,19000.13,27640.0,42034.130000000005,1.5207717076700435,0.0,0.0
63000898,2019-03-06,35428.0,19158.0,0.0,22408.78,35428.0,41566.78,1.1732748108840465,0.0,0.0
63000958,2019-02-26,145798.0,24065.0,0.0,112382.05,145798.0,136447.05,0.9358636606812164,0.0,0.0
63001018,2019-02-27,26941.0,21609.0,0.0,4767.77,26941.0,26376.77,0.9790568278831521,0.0,0.0
63001178,2019-03-06,29875.0,36241.0,0.0,0.0,29875.0,36241.0,1.2130878661087867,0.0,0.0
63001288,2019-10-02,24119.0,15373.0,0.0,12485.84,24119.0,27858.84,1.1550578382188317,0.0,0.0
63001638,2019-03-14,19064.0,7300.0,0.0,10810.67,19064.0,18110.67,0.9499931808644565,0.0,0.0
63001958,2019-03-01,30100.0,25000.0,0.0,15055.07,30100.0,40055.07,1.3307332225913622,0.0,0.0
63002168,2019-02-27,30000.0,30157.0,0.0,0.0,30000.0,30157.0,1.0052333333333334,0.0,0.0
63002508,2019-02-28,10000.0,1010.0,0.0,77.25,10000.0,1087.25,0.108725,0.0,0.0
63002558,2019-03-01,20000.0,22000.0,0.0,11886.21,20000.0,33886.21,1.6943105,0.0,0.0
63002588,2019-02-27,40270.0,35291.0,0.0,7139.14,40270.0,42430.14,1.0536414204122175,0.0,0.0
63002618,2019-03-11,40000.0,1100.0,0.0,48696.72,40000.0,49796.72,1.244918,0.0,0.0
63002758,2019-03-04,194000.0,40000.0,0.0,156789.35,194000.0,196789.35,1.014378092783505,0.0,0.0
63005268,2019-03-05,380464.0,265488.0,0.0,99690.1,380464.0,365178.1,0.9598230055931704,0.0,0.0
63007728,2019-02-27,21000.0,10000.0,0.0,16332.08,21000.0,26332.08,1.2539085714285716,0.0,0.0
63007888,2019-02-27,30000.0,24460.0,0.0,0.04,30000.0,24460.04,0.8153346666666667,0.0,0.0
63008078,2019-11-06,23900.0,10500.0,0.0,14576.72,23900.0,25076.72,1.0492351464435148,0.0,0.0
63008558,2019-03-06,127100.0,119000.0,0.0,920.14,127100.0,119920.14,0.9435101494885917,0.0,0.0
63008888,2019-03-05,37014.0,5000.0,0.0,37786.19,37014.0,42786.19,1.1559461284919221,0.0,0.0
63008978,2019-02-28,22985.0,21994.0,0.0,0.0,22985.0,21994.0,0.956884924951055,0.0,0.0
63009528,2019-03-01,39400.0,29000.0,0.0,23505.83,39400.0,52505.83,1.3326352791878173,0.0,0.0
63009538,2019-02-28,68150.0,12689.0,0.0,61829.97,68150.0,74518.97,1.093455172413793,0.0,0.0
63009628,2019-03-04,122085.0,32706.0,0.0,90809.75,122085.0,123515.75,1.0117192939345538,0.0,0.0
63009638,2019-02-27,650503.0,652109.0,0.0,0.97,650503.0,652109.97,1.0024703498677177,0.0,0.0
63010038,2019-06-28,37000.0,10000.0,0.0,28824.44,37000.0,38824.44,1.0493091891891893,0.0,0.0
63011038,2019-02-28,2100000.0,2146746.0,0.0,0.0,2100000.0,2146746.0,1.02226,0.0,0.0
63012508,2019-03-11,56000.0,27000.0,0.0,27339.25,56000.0,54339.25,0.97034375,0.0,0.0
63012718,2019-05-15,41019.0,26019.0,0.0,14153.35,41019.0,40172.35,0.9793595650795972,0.0,0.0
63012838,2019-03-01,20785.0,18597.0,0.0,-0.22,20785.0,18596.78,0.89472119316815,0.0,0.0
63012868,2019-02-28,20100.0,12627.0,0.0,0.0,20100.0,12627.0,0.6282089552238806,0.0,0.0
63012908,2019-03-11,41835.0,34000.0,0.0,11014.16,41835.0,45014.16,1.0759928289709575,0.0,0.0
63015028,2019-03-05,20000.0,16300.0,0.0,10243.25,20000.0,26543.25,1.3271625,0.0,0.0
63015078,2019-07-17,31569.0,25363.0,0.0,14125.75,31569.0,39488.75,1.250871107732269,0.0,0.0
63015128,2019-02-28,310000.0,29406.0,0.0,295557.44,310000.0,324963.44,1.0482691612903225,0.0,0.0
63015138,2019-03-20,94000.0,50000.0,0.0,40133.27,94000.0,90133.26999999999,0.958864574468085,0.0,0.0
63015168,2019-03-15,24935.0,15508.0,0.0,18324.31,24935.0,33832.31,1.3568201323440945,0.0,0.0
63015228,2019-03-04,40000.0,43197.0,0.0,0.0,40000.0,43197.0,1.079925,0.0,0.0
63015618,2019-03-08,31000.0,21000.0,0.0,22439.07,31000.0,43439.07,1.4012603225806453,0.0,0.0
63016188,2019-02-28,20200.0,22738.0,0.0,0.0,20200.0,22738.0,1.1256435643564355,0.0,0.0
63017078,2019-03-11,61190.0,18450.0,0.0,45170.82,61190.0,63620.82,1.0397257721849975,0.0,0.0
63017728,2019-03-11,20046.0,25693.0,0.0,0.0,20046.0,25693.0,1.2817020852040308,0.0,0.0
63018598,2019-03-01,21000.0,2010.0,0.0,20529.14,21000.0,22539.14,1.0732923809523809,0.0,0.0
63018698,2019-03-06,20000.0,18065.0,0.0,0.0,20000.0,18065.0,0.90325,0.0,0.0
63018798,2019-03-04,267600.0,103600.0,0.0,54934.81,267600.0,158534.81,0.5924320254110613,0.0,0.0
63018858,2019-03-01,1070015.0,890431.0,0.0,183766.0,1070015.0,1074197.0,1.0039083564249098,0.0,0.0
63018918,2019-05-15,24946.0,23474.0,0.0,0.0,24946.0,23474.0,0.9409925438948128,0.0,0.0
63018928,2019-03-25,23600.0,25226.0,0.0,4599.01,23600.0,29825.010000000002,1.2637716101694916,0.0,0.0
63018938,2019-03-04,32400.0,32000.0,0.0,8604.68,32400.0,40604.68,1.253230864197531,0.0,0.0
63018958,2019-03-08,60000.0,58625.0,0.0,64.87,60000.0,58689.87,0.9781645,0.0,0.0
63018988,2019-03-04,47506.0,13838.0,0.0,27245.24,47506.0,41083.240000000005,0.864801077758599,0.0,0.0
63019008,2019-03-19,10920.0,13030.0,0.0,0.0,10920.0,13030.0,1.1932234432234432,0.0,0.0
63019028,2019-03-06,22000.0,15867.0,0.0,0.0,22000.0,15867.0,0.7212272727272727,0.0,0.0
63019118,2019-03-13,23000.0,17451.0,0.0,10832.86,23000.0,28283.86,1.229733043478261,0.0,0.0
63019178,2019-03-11,55498.0,22146.0,0.0,32990.66,55498.0,55136.66,0.9934891347435945,0.0,0.0
63019198,2019-03-05,30000.0,20000.0,0.0,17695.76,30000.0,37695.759999999995,1.256525333333333,0.0,0.0
63019518,2019-03-05,21000.0,20571.0,0.0,0.0,21000.0,20571.0,0.9795714285714285,0.0,0.0
63019588,2019-03-07,47360.0,44095.0,0.0,12023.73,47360.0,56118.729999999996,1.1849394003378377,0.0,0.0
63020578,2019-05-22,28000.0,15000.0,0.0,31844.17,28000.0,46844.17,1.6730060714285713,0.0,0.0
63020908,2019-03-04,20002.0,2000.0,0.0,26473.39,20002.0,28473.39,1.4235271472852715,0.0,0.0
63020998,2019-03-07,22975.0,2975.0,0.0,20573.15,22975.0,23548.15,1.0249466811751904,0.0,0.0
63021278,2019-04-09,45000.0,13000.0,0.0,27331.78,45000.0,40331.78,0.8962617777777777,0.0,0.0
63021658,2019-03-11,52181.0,29000.0,0.0,21976.65,52181.0,50976.65,0.9769197600659244,0.0,0.0
63021688,2019-03-05,20100.0,13800.0,0.0,15002.95,20100.0,28802.95,1.4329825870646766,0.0,0.0
63021788,2019-04-02,6000.0,4801.0,0.0,0.0,6000.0,4801.0,0.8001666666666667,0.0,0.0
63021868,2019-03-05,75560.0,86393.0,0.0,0.0,75560.0,86393.0,1.143369507676019,0.0,0.0
63022028,2019-03-05,21000.0,12000.0,0.0,18251.61,21000.0,30251.61,1.4405528571428572,0.0,0.0
63022118,2019-03-14,39650.0,31527.0,0.0,10207.54,39650.0,41734.54,1.0525735182849938,0.0,0.0
63022618,2019-03-05,147305.0,64000.0,0.0,271099.72,147305.0,335099.72,2.274869963680798,0.0,0.0
63022698,2019-03-05,25164.0,18164.0,0.0,11020.77,25164.0,29184.77,1.159782625973613,0.0,0.0
63022928,2019-03-12,26000.0,8000.0,0.0,26253.54,26000.0,34253.54,1.3174438461538462,0.0,0.0
63022988,2019-03-07,55485.0,56300.0,0.0,2583.37,55485.0,58883.37,1.0612484455258178,0.0,0.0
63025018,2019-03-18,44547.0,34547.0,0.0,14244.42,44547.0,48791.42,1.095279592340674,0.0,0.0
63025038,2019-03-14,40876.0,28000.0,0.0,24174.43,40876.0,52174.43,1.2764074273412271,0.0,0.0
63025198,2019-03-07,99589.0,85086.0,0.0,29290.33,99589.0,114376.33,1.14848356746227,0.0,0.0
63025208,2019-03-07,48435.0,38040.0,0.0,14362.69,48435.0,52402.69,1.08191782801693,0.0,0.0
63025278,2019-03-07,24137.0,4800.0,0.0,14370.63,24137.0,19170.629999999997,0.7942424493516177,0.0,0.0
63025288,2019-03-07,197665.0,80000.0,0.0,114260.6,197665.0,194260.6,0.9827769205473909,0.0,0.0
63025528,2019-03-06,437000.0,396239.0,0.0,30160.02,437000.0,426399.02,0.9757414645308925,0.0,0.0
63025628,2019-03-07,33733.0,24696.0,0.0,0.0,33733.0,24696.0,0.7321020958705126,0.0,0.0
63026018,2019-03-07,22475.0,3000.0,0.0,23159.97,22475.0,26159.97,1.1639586206896553,0.0,0.0
63027038,2019-03-05,25500.0,26000.0,0.0,22296.6,25500.0,48296.6,1.8939843137254901,0.0,0.0
63027098,2019-03-07,21000.0,10000.0,0.0,15632.12,21000.0,25632.120000000003,1.220577142857143,0.0,0.0
63027678,2019-03-08,20000.0,14000.0,0.0,12924.69,20000.0,26924.690000000002,1.3462345000000002,0.0,0.0
63029718,2019-03-12,30835.0,21410.0,0.0,12692.26,30835.0,40512.26,1.313840116750446,0.0,6409.999999999999
63029778,2019-03-15,40005.0,29000.0,0.0,15208.99,40005.0,44208.99,1.1050866141732283,0.0,0.0
63050618,2019-04-08,40612.0,19650.0,0.0,38299.24,40612.0,57949.24,1.4268994385895795,0.0,0.0
63052838,2019-03-11,31956.0,34642.0,0.0,0.0,31956.0,34642.0,1.084053072975341,0.0,0.0
63055038,2019-03-06,53700.0,32653.0,0.0,30543.34,53700.0,63196.34,1.1768405959031656,0.0,0.0
63055098,2019-03-07,20000.0,8301.0,0.0,10040.38,20000.0,18341.379999999997,0.9170689999999999,0.0,0.0
63056258,2019-03-11,44802.0,33480.0,0.0,22091.9,44802.0,55571.9,1.2403888219275925,0.0,0.0
63056538,2019-03-11,30000.0,21000.0,0.0,10158.89,30000.0,31158.89,1.0386296666666666,0.0,0.0
63057018,2019-03-18,20000.0,19521.0,0.0,0.0,20000.0,31121.0,1.55605,0.0,11600.0
63057058,2019-03-13,176641.0,24381.0,0.0,167408.16,176641.0,204449.16,1.1574275507951155,0.0,12660.0
63057288,2019-03-07,35480.0,32649.0,0.0,3695.0,35480.0,36344.0,1.0243517474633597,0.0,0.0
63057808,2019-03-07,39100.0,33000.0,0.0,16054.53,39100.0,49054.53,1.2545915601023017,0.0,0.0
63058208,2019-03-14,20100.0,6000.0,0.0,18971.69,20100.0,24971.69,1.2423726368159203,0.0,0.0
63058688,2019-03-12,20000.0,14503.0,0.0,0.0,20000.0,14503.0,0.72515,0.0,0.0
63059058,2019-03-08,21030.0,13500.0,0.0,982.74,21030.0,14482.74,0.6886704707560628,0.0,0.0
63059108,2019-03-08,118000.0,58000.0,0.0,35.45,118000.0,58035.45,0.4918258474576271,0.0,0.0
63059158,2019-03-08,20561.0,6500.0,0.0,22424.1,20561.0,28924.1,1.406745780847235,0.0,0.0
63059858,2019-03-12,178493.0,55000.0,0.0,12682.5,178493.0,67682.5,0.3791885396065952,0.0,0.0
63060078,2019-03-14,20002.0,9353.0,0.0,9213.28,20002.0,18566.28,0.9282211778822117,0.0,0.0
63060108,2019-03-11,30000.0,16300.0,0.0,14549.08,30000.0,30849.08,1.0283026666666668,0.0,0.0
63060138,2019-05-06,19451.0,11000.0,0.0,13544.76,19451.0,24544.760000000002,1.261876510205131,0.0,0.0
63060268,2019-03-15,20000.0,20625.0,0.0,21869.79,20000.0,42494.79,2.1247395,0.0,0.0
63060538,2019-03-12,25200.0,14200.0,0.0,12830.77,25200.0,27030.77,1.0726496031746031,0.0,0.0
63060688,2019-03-13,20460.0,6000.0,0.0,20336.01,20460.0,26336.01,1.2871950146627564,0.0,0.0
63060878,2019-04-17,87490.0,78338.0,0.0,26092.35,87490.0,104430.35,1.193626128700423,0.0,0.0
63060898,2019-05-08,26738.0,22512.0,0.0,10000.0,26738.0,32512.0,1.215947340863191,0.0,0.0
63060958,2019-03-14,29876.0,20000.0,0.0,17083.53,29876.0,37083.53,1.2412481590574374,0.0,0.0
63061138,2019-03-12,21360.0,6000.0,0.0,20720.01,21360.0,26720.01,1.250936797752809,0.0,0.0
63061208,2019-04-04,25001.0,21580.0,0.0,1.51,25001.0,21581.51,0.8632258709651613,0.0,0.0
63061558,2019-03-27,31075.0,10700.0,0.0,27199.51,31075.0,37899.509999999995,1.2196141592920353,0.0,0.0
63061828,2019-03-14,64187.0,28452.0,0.0,31960.09,64187.0,60412.09,0.9411888700204091,0.0,0.0
63061878,2019-03-14,36375.0,30500.0,0.0,7713.57,36375.0,38213.57,1.0505448797250858,0.0,0.0
63062038,2019-03-14,24065.0,9065.0,0.0,25495.14,24065.0,34560.14,1.4361163515478912,0.0,0.0
63062288,2019-03-13,30088.0,28997.0,0.0,0.0,30088.0,28997.0,0.9637396968891252,0.0,0.0
63062808,2019-03-14,25000.0,15000.0,0.0,15422.82,25000.0,30422.82,1.2169128,0.0,0.0
63062868,2019-03-14,80000.0,64000.0,0.0,27707.95,80000.0,91707.95,1.146349375,0.0,0.0
63065068,2019-03-13,42000.0,41550.0,0.0,24463.29,42000.0,87563.29000000001,2.0848402380952384,0.0,21550.0
63065598,2019-05-15,12100.0,9773.0,0.0,4320.0,12100.0,14093.0,1.1647107438016528,0.0,0.0
63065608,2019-03-12,119900.0,50400.0,0.0,71458.01,119900.0,121858.01,1.0163303586321935,0.0,0.0
63065618,2019-03-14,54684.0,66763.0,0.0,841.97,54684.0,67604.97,1.236284287908712,0.0,0.0
63065838,2019-05-15,31725.0,23917.0,0.0,11564.51,31725.0,35481.51,1.118408510638298,0.0,0.0
63066008,2019-04-03,43000.0,18010.0,0.0,32399.09,43000.0,50409.09,1.1723044186046512,0.0,0.0
63066168,2019-03-12,20002.0,21554.0,0.0,0.0,20002.0,21554.0,1.0775922407759224,0.0,0.0
63066258,2019-03-26,34200.0,8500.0,0.0,27173.21,34200.0,35673.21,1.0430763157894736,0.0,0.0
63066268,2019-03-28,80830.0,58671.0,0.0,19479.16,80830.0,78150.16,0.9668459730298157,0.0,0.0
63066598,2019-03-14,41690.0,40642.0,0.0,0.0,41690.0,40642.0,0.9748620772367474,0.0,0.0
63066638,2019-03-15,30000.0,34422.0,0.0,0.0,30000.0,34422.0,1.1474,0.0,0.0
63066718,2019-05-10,20000.0,20000.0,0.0,12635.89,20000.0,32635.89,1.6317945,0.0,0.0
63066728,2019-03-15,20285.0,20075.0,0.0,172.2,20285.0,20247.2,0.9981365541040178,0.0,0.0
63066758,2019-04-04,23100.0,7000.0,0.0,16124.44,23100.0,23124.440000000002,1.0010580086580088,0.0,0.0
63066788,2019-03-12,654000.0,574000.0,0.0,129081.22,654000.0,703081.22,1.075047737003058,0.0,0.0
63066908,2019-03-14,23242.0,10008.0,0.0,24918.76,23242.0,34926.759999999995,1.5027433095258582,0.0,0.0
63066978,2019-03-13,16300.0,3125.0,0.0,11304.23,16300.0,14429.23,0.8852288343558282,0.0,0.0
63066988,2019-03-14,43500.0,15000.0,0.0,25022.45,43500.0,40022.45,0.9200563218390804,0.0,0.0
63067028,2019-11-14,6050.0,2500.0,0.0,9429.53,6050.0,11929.53,1.971823140495868,0.0,0.0
63067508,2019-03-13,27150.0,18813.0,0.0,8086.37,27150.0,26899.37,0.9907686924493554,0.0,0.0
63067518,2019-03-13,38800.0,32000.0,0.0,17237.07,38800.0,49237.07,1.2689966494845362,0.0,0.0
63067598,2019-04-09,40807.0,36949.0,0.0,11067.36,40807.0,48016.36,1.176669689023942,0.0,0.0
63067608,2019-03-20,65745.0,17535.0,0.0,45280.0,65745.0,62815.0,0.9554338732983497,0.0,0.0
63067628,2019-03-19,54939.0,20000.0,0.0,53197.38,54939.0,73197.38,1.3323391397732032,0.0,0.0
63067768,2019-03-13,34100.0,30000.0,0.0,5557.06,34100.0,35557.06,1.0427290322580645,0.0,0.0
63067828,2019-03-14,30150.0,22746.0,0.0,10872.59,30150.0,33618.59,1.1150444444444443,0.0,0.0
63067958,2019-03-14,40015.0,45739.0,0.0,0.0,40015.0,45739.0,1.143046357615894,0.0,0.0
63067968,2019-03-14,94124.0,103909.0,0.0,0.0,94124.0,103909.0,1.1039586077939738,0.0,0.0
63068028,2019-03-14,27583.0,6328.0,0.0,8748.42,27583.0,15076.42,0.5465837653627235,0.0,0.0
63068038,2019-03-14,75819.0,50000.0,0.0,26703.47,75819.0,76703.47,1.0116655455756474,0.0,0.0
63068228,2019-03-19,45350.0,58100.0,0.0,5238.54,45350.0,63338.54,1.39666019845645,0.0,0.0
63068608,2019-03-15,43461.0,19305.0,0.0,26135.84,43461.0,45440.84,1.0455544050988241,0.0,0.0
63068658,2019-03-14,20000.0,14100.0,0.0,8598.54,20000.0,22698.54,1.134927,0.0,0.0
63068678,2019-04-17,66000.0,61313.0,0.0,0.0,66000.0,61313.0,0.9289848484848485,0.0,0.0
63068778,2019-04-30,15000.0,15000.0,0.0,0.0,15000.0,15000.0,1.0,0.0,0.0
63068798,2019-11-25,11000.0,11010.0,0.0,0.0,11000.0,11010.0,1.000909090909091,0.0,0.0
63068828,2019-03-15,1114806.0,2000.0,0.0,1033397.36,1392806.0,1035397.36,0.7433895029171328,278000.0,0.0
63068918,2019-05-14,17751.0,36050.0,0.0,47258.52,17751.0,83308.51999999999,4.69317334234691,0.0,0.0
63068958,2019-03-15,147800.0,126614.0,0.0,0.0,147800.0,126614.0,0.8566576454668471,0.0,0.0
63069108,2019-03-15,22201.0,20000.0,0.0,19428.39,22201.0,39428.39,1.775973604792577,0.0,0.0
63069118,2019-03-15,21000.0,23234.0,0.0,53.19,21000.0,23287.19,1.1089138095238094,0.0,0.0
63069258,2019-03-15,86890.0,32390.0,0.0,87029.02,86890.0,119419.02,1.3743701231442054,0.0,0.0
63069278,2019-03-21,32965.0,22397.0,0.0,18591.84,32965.0,40988.84,1.2434048232974366,0.0,0.0
63069628,2019-03-15,198472.0,117595.0,0.0,88288.39,198472.0,205883.39,1.0373422447498892,0.0,0.0
63069638,2019-08-09,20120.0,9648.0,0.0,20194.09,20120.0,29842.09,1.483205268389662,0.0,0.0
63069768,2019-03-15,48000.0,47827.0,0.0,0.0,48000.0,47827.0,0.9963958333333334,0.0,0.0
63069938,2019-03-28,295238.0,235336.0,0.0,70861.98,295238.0,306197.98,1.0371225248782339,0.0,0.0
63069978,2019-04-29,20050.0,13181.0,0.0,13564.22,20050.0,26745.22,1.3339261845386534,0.0,0.0
63070178,2019-03-20,30040.0,10000.0,0.0,32203.97,30040.0,42203.97,1.4049257656458056,0.0,0.0
63070538,2019-12-13,120000.0,100000.0,0.0,19907.14,120000.0,119907.14,0.9992261666666666,0.0,0.0
63070618,2019-03-15,22001.0,15000.0,0.0,23660.43,22001.0,38660.43,1.7572123994363893,0.0,0.0
63071138,2019-03-18,35000.0,35000.0,0.0,19920.83,35000.0,54920.83,1.5691665714285714,0.0,0.0
63071168,2019-03-18,20000.0,10000.0,0.0,23888.45,20000.0,33888.45,1.6944225,0.0,0.0
63071178,2019-10-25,394000.0,354500.0,0.0,17373.81,394000.0,371873.81,0.9438421573604061,0.0,0.0
63071228,2019-04-08,43795.0,30300.0,0.0,13584.45,43795.0,43884.45,1.0020424706016668,0.0,0.0
63071298,2019-03-29,75987.0,37599.0,0.0,47258.16,75987.0,84857.16,1.116732598997197,0.0,0.0
63071608,2019-03-25,60200.0,35800.0,0.0,33816.44,60200.0,69616.44,1.15641926910299,0.0,0.0
63071638,2019-04-08,93901.0,9001.0,0.0,99211.89,93901.0,108212.89,1.1524146707702794,0.0,0.0
63071738,2019-04-02,113884.0,82106.0,0.0,30082.22,113884.0,163088.22,1.432055600435531,0.0,50900.0
63071768,2019-05-10,24000.0,39458.0,0.0,6324.73,24000.0,45782.729999999996,1.9076137499999999,0.0,0.0
63071918,2019-05-02,227574.0,109877.0,0.0,17900.49,227574.0,127777.49,0.5614766625361421,0.0,0.0
63072108,2019-03-26,25885.0,11010.0,0.0,22604.42,25885.0,33614.42,1.2986061425536024,0.0,0.0
63072568,2019-04-02,26217.0,23644.0,0.0,0.0,26217.0,23644.0,0.9018575733302818,0.0,0.0
63072668,2019-03-22,75000.0,50000.0,0.0,41998.33,75000.0,91998.33,1.2266444,0.0,0.0
63072678,2019-04-29,69000.0,7000.0,0.0,63645.66,69000.0,70645.66,1.0238501449275363,0.0,0.0
63072708,2019-04-01,35608.0,14000.0,0.0,22376.32,35608.0,36376.32,1.0215771736688384,0.0,0.0
63072798,2019-03-25,10000.0,8243.0,0.0,0.76,10000.0,8243.76,0.824376,0.0,0.0
63072988,2019-03-22,31200.0,10000.0,0.0,32636.61,31200.0,42636.61,1.3665580128205128,0.0,0.0
63075198,2019-05-14,22750.0,7100.0,0.0,32090.41,22750.0,39190.41,1.7226553846153847,0.0,0.0
63075278,2019-03-29,30000.0,5000.0,0.0,28468.69,30000.0,33468.69,1.115623,0.0,0.0
63075578,2019-03-25,136000.0,86000.0,0.0,39749.71,136000.0,125749.70999999999,0.9246302205882352,0.0,0.0
63075598,2019-03-25,20000.0,9200.0,0.0,14364.66,20000.0,23564.66,1.178233,0.0,0.0
63075858,2019-05-31,15340.0,5340.0,0.0,3910.82,15340.0,9250.82,0.6030521512385919,0.0,0.0
63076178,2019-04-02,10000.0,6400.0,0.0,1067.54,10000.0,7467.54,0.746754,0.0,0.0
63076618,2019-03-27,11000.0,10991.0,0.0,0.0,11000.0,10991.0,0.9991818181818182,0.0,0.0
63076688,2019-03-26,550000.0,365000.0,0.0,273580.94,550000.0,638580.94,1.1610562545454544,0.0,0.0
63076718,2019-03-27,33000.0,11987.0,0.0,25822.66,33000.0,37809.66,1.1457472727272728,0.0,0.0
63076738,2019-06-17,22900.0,5000.0,0.0,22310.34,22900.0,27310.34,1.1925912663755458,0.0,0.0
63076868,2019-03-29,94751.0,23057.0,0.0,81797.72,94751.0,104854.72,1.1066344418528564,0.0,0.0
63076978,2019-05-08,23000.0,10000.0,0.0,21092.81,23000.0,31092.81,1.3518613043478263,0.0,0.0
63077038,2019-04-02,15075.0,21199.0,0.0,5509.57,15075.0,36188.57,2.4005684908789386,0.0,9480.0
63077058,2019-03-29,21736.0,1800.0,0.0,25608.43,21736.0,27408.43,1.2609693595877807,0.0,0.0
63077138,2019-04-03,12900.0,8000.0,0.0,7437.99,12900.0,15437.99,1.196743410852713,0.0,0.0
63077178,2019-04-29,16000.0,14028.0,0.0,0.0,16000.0,14028.0,0.87675,0.0,0.0
63077188,2019-04-01,10000.0,7000.0,0.0,9226.11,10000.0,16226.11,1.622611,0.0,0.0
63077698,2019-07-08,65000.0,9000.0,0.0,67849.32,65000.0,76849.32,1.1822972307692308,0.0,0.0
63077828,2019-04-08,25000.0,16415.0,0.0,9867.57,25000.0,26282.57,1.0513028,0.0,0.0
63077858,2019-04-01,30240.0,22300.0,0.0,9841.94,30240.0,32141.940000000002,1.0628948412698414,0.0,0.0
63078178,2019-04-24,16275.0,16433.0,0.0,0.0,16275.0,16433.0,1.0097081413210445,0.0,0.0
63078208,2019-09-25,30000.0,5000.0,0.0,21748.39,30000.0,26748.39,0.891613,0.0,0.0
63078708,2019-04-03,29876.0,30415.0,0.0,15828.25,29876.0,46243.25,1.547839402865176,0.0,0.0
63078728,2019-03-28,15000.0,14154.0,0.0,0.0,15000.0,14154.0,0.9436,0.0,0.0
63078788,2019-05-08,27020.0,18400.0,0.0,17335.07,27020.0,35735.07,1.322541450777202,0.0,0.0
63078868,2019-04-04,176000.0,144393.0,0.0,37690.18,176000.0,182083.18,1.0345635227272727,0.0,0.0
63079178,2019-05-31,31178.0,12813.0,0.0,22011.9,31178.0,34824.9,1.1169702995702098,0.0,0.0
63079628,2019-04-03,10000.0,9995.0,0.0,3216000.0,10000.0,3225995.0,322.5995,0.0,0.0
63079688,2019-06-26,17500.0,13557.0,0.0,3025.0,17500.0,16582.0,0.9475428571428571,0.0,0.0
63079808,2019-04-09,24366.0,15000.0,0.0,15142.07,24366.0,30142.07,1.237054502175162,0.0,0.0
63079818,2019-05-14,28835.0,9000.0,0.0,28722.21,28835.0,37722.21,1.308209120860066,0.0,0.0
63079838,2019-05-30,19900.0,10000.0,0.0,20102.23,19900.0,30102.23,1.5126748743718592,0.0,0.0
