,account,is_real_out
354,61800088,True
355,61870558,False
356,66079918,True
357,63095198,True
358,61835728,False
359,65055538,False
360,65026998,False
361,61896298,True
362,65009958,True
363,65016228,True
364,63002168,False
365,63086218,False
366,61870618,True
367,66085038,False
368,61825818,True
369,66061878,False
370,63088918,True
371,61831398,True
372,69893178,True
373,63081998,False
374,63085788,False
375,66070518,False
376,61804368,True
377,61847428,False
378,60802128,False
379,67000778,False
380,66076838,False
381,69892828,False
382,69869198,True
383,61806718,True
384,61807728,True
385,61874978,True
386,66077738,True
387,61804508,True
388,61806678,True
389,61846088,False
390,66019518,False
391,60000138,True
392,60821588,False
393,66078518,False
394,60826128,False
395,61873198,False
396,63019028,True
397,61845778,True
398,68844418,True
399,65089028,True
400,61853278,True
401,69873778,False
402,66092578,True
403,62018198,False
404,68840788,True
405,60005098,False
406,66099178,True
407,66066588,False
408,61886218,True
409,63001018,False
410,65009258,True
411,66097128,True
412,60826908,True
413,60815458,True
414,69822618,False
415,69824658,True
416,66020008,True
417,62080038,True
418,60801588,False
419,61861168,True
420,62097568,True
421,61857818,True
422,61867988,True
423,62086818,True
424,66092018,True
425,60012758,False
426,61834968,True
427,61851528,False
428,69811528,True
429,61834978,True
430,63087828,True
431,61836168,True
432,65011608,True
433,61803218,True
434,60818678,True
435,65019128,True
436,61803978,True
437,65027138,False
438,61807978,False
439,63019008,True
440,61846958,False
441,60825298,False
442,61871578,True
443,63071918,False
444,60825288,False
445,69838678,False
446,67818108,False
447,66077698,True
448,65028508,True
449,61812578,True
450,65029778,True
451,60824158,False
452,61842578,True
453,61826568,True
454,69813468,False
455,60000558,False
456,61889908,True
457,66068158,False
458,62072008,False
459,61849688,False
460,66096508,True
461,61834228,False
462,65026828,True
463,66068908,False
464,66077058,True
465,61862618,True
466,60820818,False
467,61849578,True
468,62091928,False
469,60827978,False
470,60815318,True
471,61873908,True
472,60818828,False
473,61857918,False
474,61874708,False
475,65026728,False
476,61840568,True
477,61854198,False
478,61843358,True
479,61894758,False
480,61820118,False
481,61821098,False
482,61800908,True
483,61870468,True
484,69836908,False
485,69828188,True
486,66066598,False
487,60822668,False
488,63095268,False
489,61801828,False
490,61810618,False
491,65025298,True
492,61847008,False
493,61860368,False
494,68840868,True
495,67845058,False
496,61874058,True
497,61850188,True
498,69898568,False
499,61872678,True
500,65089158,False
501,60005578,True
502,63067828,False
503,61881058,True
504,68842798,False
505,60089968,False
506,62095818,False
507,69869428,True
508,61851358,True
509,63092808,True
510,63097708,True
511,63025208,False
512,61843328,True
513,61850258,True
514,61852588,False
515,60821368,True
516,61876328,True
517,65016928,False
518,62099798,True
519,66088708,True
520,66025558,False
521,66068168,True
522,91499798,False
523,66027688,True
524,69858358,True
525,63071768,False
526,69814428,False
527,66082038,True
528,61884478,True
529,66092978,False
530,63018698,True
531,60820068,False
532,63066638,True
533,63082568,True
534,67812458,False
535,64412238,True
536,66021788,False
537,61827218,False
538,61877288,False
539,61877318,False
540,61847388,True
541,61855508,False
542,61835928,True
543,66069228,True
544,62086878,False
545,61821718,False
546,66066628,False
547,69856068,True
548,61893058,False
549,68843718,True
550,60824478,False
551,68844068,True
552,63025628,True
553,61846898,False
554,66058018,True
555,63096838,True
556,61884368,False
557,66029008,False
558,61842268,True
559,69898218,False
560,67810468,True
561,61832698,True
562,69898728,False
563,65018988,False
564,61828828,False
565,65020138,False
566,61866768,True
567,66072268,False
568,67854358,True
569,60821198,False
570,69853488,False
571,61896008,True
572,60807958,True
573,62099508,False
574,61853908,False
575,61891488,False
576,61853918,True
577,66080228,False
578,61895718,False
579,63000088,False
580,61884528,True
581,62077198,False
582,77661168,False
583,67854528,True
584,63088578,False
585,66026868,True
586,61826558,True
587,66021728,True
588,65015898,False
589,66088098,False
590,69883618,True
591,66020158,True
592,66076708,False
593,69833718,True
594,63018918,True
595,65055088,True
596,63072568,True
597,69863208,True
598,66009858,True
599,66027698,True
600,65055118,True
601,63076618,True
602,62051538,False
603,63088538,False
604,66020128,False
605,61858068,True
606,60818098,True
607,61848398,False
608,61875998,False
609,61821998,True
610,61802578,False
611,60807968,False
612,61836588,True
613,65021138,False
614,60828808,True
615,61832718,True
616,61847288,False
617,69889918,False
618,62089168,False
619,65012988,True
620,69889868,False
621,60818588,True
622,69829008,True
623,63025198,False
624,61843918,False
625,66072808,False
626,65011268,True
627,65025208,False
628,66052718,False
629,69809458,True
630,69849428,False
631,69891678,True
632,61831428,False
633,69828528,False
634,69828858,False
635,69828458,False
636,65021198,False
637,69897138,True
638,69828818,False
639,69836968,False
640,65001138,True
641,69829188,False
642,69828828,False
643,66017638,False
644,60010538,False
645,69828728,False
646,69828788,False
647,69828558,False
648,61844868,True
649,69826368,False
650,61835108,True
651,63086298,False
652,61846608,True
653,66078508,True
654,66069278,False
655,69830918,False
656,67856698,False
657,66029938,False
658,66075818,False
659,66017888,False
660,66026178,True
661,61812108,False
662,61843718,True
663,66069168,False
664,66061728,False
665,62075718,True
666,61832108,False
667,65019978,True
668,61807998,True
669,61879178,False
670,63062288,True
671,60813178,False
672,63092198,True
673,63075858,False
674,66078138,False
675,62068878,False
676,68844598,True
677,69827228,False
678,66051918,True
679,66019728,True
680,69891988,False
681,62070568,True
682,61871728,True
683,61877018,False
684,60806618,False
685,61877368,False
686,63058688,True
687,61877428,False
688,60822718,True
689,60814708,True
690,61846568,False
691,68831328,False
692,61813008,True
693,65008788,True
694,60803608,True
695,61832528,True
696,61880198,False
697,65009728,False
698,61803078,False
699,66066518,True
700,66008058,True
701,66081108,False
702,20429012,False
703,60814858,False
704,60812668,False
705,66009588,False
706,69886618,True
707,61876578,True
708,61882168,True
709,66019698,True
710,61807158,True
711,66070668,False
712,65008968,False
713,65005688,False
714,66050028,True
715,61841278,True
716,60080788,True
717,61822468,False
718,61883428,False
719,65007108,False
720,61858118,False
721,62089588,False
722,62089698,False
723,62089688,False
724,61826868,True
725,66077068,True
726,60843308,True
727,62087708,True
728,62087618,True
729,62070638,False
730,65026188,True
731,69864278,True
732,66066128,False
733,65027698,False
734,61865578,True
735,66026608,False
736,60800018,False
737,62888188,False
738,60845788,False
739,60848968,False
740,66066568,False
741,66070218,True
742,28808057,True
743,66075208,False
744,66894418,False
745,69892228,False
746,62086778,False
747,62087088,False
748,60819068,True
749,65020718,True
750,62069768,False
751,69801028,False
752,69895978,True
753,61857008,True
754,61841428,True
755,69818608,False
756,65075998,False
757,62067008,True
758,61875378,True
759,66072628,False
760,66068198,True
761,66069638,False
762,60817058,True
763,66071938,False
764,61875288,False
765,65021278,False
766,66027008,False
767,62077278,True
768,61826958,True
769,61860658,True
770,61805828,False
771,61815618,True
772,61821788,True
773,65026218,True
774,61880508,True
775,66069698,False
776,61846518,True
777,61879488,True
778,61887068,True
779,66082278,True
780,62096088,False
781,61898278,True
782,60815058,False
783,66075228,False
784,63072798,True
785,62085588,False
786,61835688,True
787,65007028,True
788,66021908,True
789,67810288,True
790,66066158,True
791,66070968,False
792,66008198,True
793,61899778,True
794,63087568,True
795,65011178,True
796,62080658,False
797,66052228,False
798,66080168,False
799,66080628,True
800,65011978,False
801,61821488,True
802,69859828,True
803,63067958,True
804,69844108,False
805,60005078,False
806,69875598,True
807,65021678,True
808,66019818,False
809,61879098,False
810,66076898,True
811,62097978,False
812,62076638,False
813,65052508,False
814,63060878,True
815,65089218,False
816,65010088,False
817,66069068,True
818,60827488,False
819,69890968,True
820,66029628,True
821,61896478,False
822,63011038,False
823,63069768,True
824,69860608,False
825,66020698,False
826,61829078,False
827,62098038,True
828,62099588,True
829,63008978,True
830,61828698,False
831,68844978,True
832,61852418,True
833,66075688,False
834,63078728,True
835,62095778,True
836,65010168,True
837,66076208,True
838,66068178,False
839,69891858,True
840,69830218,False
841,66021668,False
842,61891178,False
843,61879278,False
844,60830358,False
845,61832928,False
846,63057288,False
847,65026068,False
848,61890318,False
849,61827668,True
850,62025038,False
851,66019558,False
852,61823018,False
853,61832398,False
854,69852178,True
855,61860308,False
856,66070068,True
857,61820188,False
858,66075298,True
859,66020928,True
860,66021868,True
861,61860188,False
862,61859578,False
863,63066168,True
864,60005618,False
865,66029608,False
866,65085198,True
867,61822358,False
868,61833928,False
869,61822328,False
870,63065618,False
871,60803578,True
872,66076608,True
873,62082038,False
874,60824908,True
875,61800198,False
876,66071268,False
877,66022528,False
878,60801828,True
879,66077188,True
880,66018078,False
881,66077768,False
882,65010638,False
883,60818708,False
884,60008228,True
885,66068818,False
886,65009978,False
887,65012858,True
888,65009818,False
889,66077938,True
890,66021578,True
891,69870888,False
892,65019138,False
893,65018808,True
894,61813528,True
895,66021118,True
896,60821278,False
897,61800658,False
898,69839168,False
899,61807178,False
900,65059558,True
901,61814328,True
902,65015758,False
903,62089068,True
904,69800988,True
905,67815588,False
906,61843488,True
907,61844508,True
908,62086968,True
909,60012188,True
910,62081588,False
911,65085628,True
912,61827988,True
913,66070698,False
914,61823078,False
915,66022028,False
916,66021058,False
917,66071288,False
918,61848308,True
919,66072788,True
920,66067108,True
921,66069298,True
922,61823588,True
923,69883628,True
924,63018928,False
925,61880568,True
926,61844318,False
927,65028038,True
928,65017628,False
929,65058018,False
930,61862218,True
931,63078178,True
932,65059268,False
933,61820018,True
934,61848528,True
935,61845868,False
936,61881278,True
937,62072808,False
938,65075858,True
939,61894688,True
940,60813658,True
941,60820508,True
942,63000898,False
943,62066158,True
944,61898168,True
945,61851588,True
946,60803068,True
947,65026158,True
948,61880308,True
949,65019538,False
950,62087178,True
951,65017268,True
952,61850178,False
953,61820588,False
954,10881088,True
955,60824988,False
956,65026298,True
957,19880312,True
958,69836318,True
959,63015228,True
960,65000888,False
961,69812058,True
962,69812568,False
963,63066728,True
964,69857778,False
965,60018028,False
966,61820508,True
967,61875118,False
968,65055268,True
969,61820868,True
970,60807428,True
971,61886788,True
972,63092158,True
973,61820498,True
974,65082658,True
975,61879568,False
976,61876888,True
977,61868288,True
978,61835678,False
979,65022758,True
980,69800998,True
981,63091678,False
982,61852788,False
983,68848528,True
984,67856728,True
985,60005118,True
986,63099878,True
987,61853718,False
988,62067108,False
989,61813678,True
990,65029958,True
991,61890798,True
992,65015158,True
993,61890118,True
994,61844958,True
995,67843018,True
996,63087778,True
997,65011128,False
998,61867858,False
999,65010108,True
1000,61808328,True
1001,63021788,True
1002,65026268,True
1003,65026198,False
1004,62081808,False
1005,68844018,True
1006,63068778,True
1007,63012838,True
1008,63088188,True
1009,61866618,False
1010,63012868,True
1011,65020678,True
1012,65020058,False
1013,91223681,True
1014,62008178,False
1015,61854758,False
1016,63088208,False
1017,69855718,True
1018,61840998,False
1019,63017728,True
1020,61845958,True
1021,61813178,True
1022,65019628,False
1023,62096738,False
1024,65026768,True
1025,61854668,True
1026,65018718,True
1027,60800628,True
1028,66893278,False
1029,65028668,True
1030,69878718,False
1031,61820468,True
1032,60822918,True
1033,63099898,True
1034,61852358,False
1035,65017118,True
1036,69871108,True
1037,62067508,False
1038,62098978,False
1039,62089288,True
1040,66894398,False
1041,62086638,True
1042,61847328,True
1043,61860768,True
1044,67821988,False
1045,61870068,False
1046,65060678,False
1047,69850408,True
1048,69885678,True
