account_id,cash_in_first_day,asset_first_in,cash_out_first_day,cash_out_first_day_amount
60820688,2019-11-08,30739.71000000000000000000,2019-03-25,31046.45066500000000000000
60820818,2019-05-09,14910.28000000000000000000,2019-02-11,9742.83000000000000000000
60821178,2019-05-20,3203.00000000000000000000,2019-05-15,0E-20
60821198,2019-06-17,15000.00000000000000000000,2019-08-27,16667.38
60821278,2019-03-01,3329.02355000000000000000,2019-02-26,970.94822000000000000000
60821328,2019-05-20,3219.00000000000000000000,2019-05-15,0E-20
60821458,2019-05-29,22398.00417500000000000000,2019-04-29,32005.89646000000000000000
60821468,2019-05-20,23353.19000000000000000000,2019-05-09,13673.62000000000000000000
60821588,2019-05-30,19946.93000000000000000000,2019-09-26,16710.54
60821608,2019-09-16,18855.50000000000000000000,2019-07-09,24854.98
60821628,2019-03-27,10000.00000000000000000000,2019-04-01,0E-20
60822668,2019-04-12,9698.73000000000000000000,2019-03-28,6249.02000000000000000000
60822728,2019-02-28,3565.56000000000000000000,2019-04-04,1520.00000000000000000000
60822988,2019-05-21,23012.59015500000000000000,2019-02-11,0E-20
60823128,2019-06-28,63573.38000000000000000000,2019-05-08,55100.96000000000000000000
60823698,2019-06-20,14439.49000000000000000000,2019-06-17,18618.760000000002
60824158,2019-02-21,2229.13000000000000000000,2019-02-26,9736.27000000000000000000
60824478,2019-04-15,5622.62000000000000000000,2019-03-06,2004.10000000000000000000
60824628,2019-10-02,10657.19000000000000000000,2019-04-10,12756.38000000000000000000
60824968,2019-05-14,15200.00000000000000000000,2019-06-27,14796.83
60824988,2019-04-16,10327.27000000000000000000,2019-04-01,10000.00000000000000000000
60825288,2019-11-12,10000.00000000000000000000,2019-09-12,29884.46
60825298,2019-11-12,10000.58000000000000000000,2019-09-12,30271.47
60825528,2019-05-20,2288.00000000000000000000,2019-05-15,0E-20
60825788,2019-03-14,10355.76000000000000000000,2019-08-01,137863.48
60826128,2019-07-16,14648.42815500000000000000,2019-02-26,8323.07000000000000000000
60826458,2019-03-12,20000.00000000000000000000,2019-11-11,18692.84
60826558,2019-08-29,42702.05589070138600000000,2019-08-22,171476.42
60826618,2019-07-08,14491.83028000000000000000,2019-07-09,14387.34
60826628,2019-12-16,27661.39000000000000000000,2019-12-16,28661.39
60826708,2019-10-17,6500.00000000000000000000,2019-03-06,0E-20
60826728,2019-10-03,28569.59000000000000000000,2019-03-28,31024.27000000000000000000
60826968,2019-05-09,15065.00000000000000000000,2019-06-17,13943.92
60827108,2019-07-04,13929.46000000000000000000,2019-06-04,10431.29
60827418,2019-10-23,14973.60000000000000000000,2019-03-27,10179.62000000000000000000
60827488,2019-02-25,14109.00000000000000000000,2019-03-18,19595.46000000000000000000
60827768,2019-02-14,1351.47000000000000000000,2019-02-08,0E-20
60827978,2019-03-18,2700.00000000000000000000,2019-05-16,7112.63000000000000000000
60828328,2019-07-02,26850.07000000000000000000,2019-05-21,22548.13000000000000000000
60828418,2019-09-17,8375.92000000000000000000,2019-07-05,15280.439999999999
60828858,2019-09-30,10000.50000000000000000000,2019-12-23,18106.97
60828898,2019-04-16,15000.00000000000000000000,2019-03-14,12799.80000000000000000000
60829258,2019-05-21,31620.74000000000000000000,2019-06-05,30319.08
60829308,2019-02-11,3100.58000000000000000000,2019-04-02,10895.76000000000000000000
60829408,2019-09-30,10000.40000000000000000000,2019-12-23,16788.84
60829528,2019-02-11,3044.43000000000000000000,2019-04-02,11067.61000000000000000000
60829568,2019-04-16,16923.85000000000000000000,2019-03-19,7439.26000000000000000000
60829828,2019-05-20,71856.44781500000000000000,2019-10-02,175589.2
60830098,2019-02-01,9310.82000000000000000000,2019-05-14,39636.20000000000000000000
60830118,2019-12-03,22895.78000000000000000000,2019-03-18,14260.72000000000000000000
60830358,2019-05-06,6110.99000000000000000000,2019-04-23,4031.24000000000000000000
60830498,2019-10-02,31310.33000000000000000000,2019-10-28,31305.33
60830568,2019-03-15,17493.30000000000000000000,2019-05-16,13621.06000000000000000000
60831698,2019-02-14,2526.00000000000000000000,2019-06-06,20276.32
60845788,2019-03-05,3302.42000000000000000000,2019-02-21,3524.55000000000000000000
60848968,2019-03-05,-1924.22000000000000000000,2019-03-27,3100.00000000000000000000
60851968,2019-05-29,11362.69000000000000000000,2019-03-18,11216.38000000000000000000
60852078,2019-10-16,20012.91000000000000000000,2019-12-06,22137.59
60878568,2019-02-25,361024.31562500000000000000,2019-02-01,45614.19776500000000000000
61373066,2019-10-21,6000.00000000000000000000,2019-11-29,6026.67
61800198,2019-07-05,10235.53000000000000000000,2019-07-18,20230.55
61800658,2019-08-07,6800.00000000000000000000,2019-07-05,26080.14
61800858,2019-03-21,2269.61000000000000000000,2019-03-25,23700.00000000000000000000
61801418,2019-02-27,5211.04404000000000000000,2019-12-12,201555.45
61801528,2019-09-16,15034.83000000000000000000,2019-05-17,25035.49000000000000000000
61801658,2019-02-25,2094.12000000000000000000,2019-05-14,96951.44000000000000000000
61801758,2019-05-24,19985.00000000000000000000,2019-07-17,19483.72
61801808,2019-05-10,573363.81633123092400000000,2019-02-21,-493223.74094281862200000000
61801828,2019-02-27,26764.69135500000000000000,2019-02-12,93643.65135500000000000000
61801868,2019-09-16,13143.12000000000000000000,2019-05-17,20478.23000000000000000000
61801918,2019-09-16,13952.70000000000000000000,2019-05-17,21197.02000000000000000000
61802168,2019-02-27,17524.98000000000000000000,2019-07-19,15966.22
61802578,2019-12-03,20000.00000000000000000000,2019-08-12,20338.34
61802688,2019-11-07,3659.57000000000000000000,2019-03-14,4724.38000000000000000000
61802828,2019-03-04,7986.78000000000000000000,2019-02-22,3082.00000000000000000000
61802878,2019-10-02,15400.45000000000000000000,2019-10-18,16033.03
61802898,2019-04-26,5291.52000000000000000000,2019-03-28,5190.23000000000000000000
61803008,2019-05-17,2222.00000000000000000000,2019-05-15,0E-20
61803058,2019-04-17,5505.47000000000000000000,2019-04-18,157.12000000000000000000
61803078,2019-02-01,15001.00000000000000000000,2019-03-11,0E-20
61803298,2019-05-28,10388.29000000000000000000,2019-12-20,28608.16
61803378,2019-07-03,7434.71000000000000000000,2019-06-05,16691.82
61803418,2019-04-09,2000.00000000000000000000,2019-12-18,16018.82
61803488,2019-05-15,26727.42000000000000000000,2019-09-30,34544.48
61803588,2019-09-30,10000.00000000000000000000,2019-11-25,11103.33
61804158,2019-10-17,30208.44000000000000000000,2019-12-24,73217.4
61804308,2019-06-27,15000.00000000000000000000,2019-11-25,13626.15
61804368,2019-03-01,11013.60000000000000000000,2019-07-23,14604.35
61804428,2019-05-21,5865.06000000000000000000,2019-12-20,29577.23
61804498,2019-12-04,13912.21000000000000000000,2019-07-22,17395.66
61804668,2019-07-23,74512.98000000000000000000,2019-09-05,155472.82
61804718,2019-07-30,24881.33000000000000000000,2019-04-23,9453.91000000000000000000
61804758,2019-07-04,9987.98000000000000000000,2019-12-20,21304.98
61804898,2019-07-08,8495.00000000000000000000,2019-11-21,11753.34
61804968,2019-02-15,4500.00000000000000000000,2019-04-29,1427.90000000000000000000
61805318,2019-09-20,10070.45000000000000000000,2019-12-17,17297.85
61805328,2019-09-16,728461.44000000000000000000,2019-10-18,836548.22
61805428,2019-06-04,6748.06000000000000000000,2019-12-09,23161.54
61805518,2019-10-02,25110.20000000000000000000,2019-05-31,15584.23000000000000000000
61805528,2019-07-05,13196.42000000000000000000,2019-12-20,25658.55
61805758,2019-09-30,11266.31000000000000000000,2019-07-23,13847.4
61805818,2019-02-01,3234.69000000000000000000,2019-10-21,30129.75
61805828,2019-07-04,16000.00000000000000000000,2019-08-01,15951.08
61805888,2019-07-09,58200.79000000000000000000,2019-09-30,49855.66
61806228,2019-05-20,4288.00000000000000000000,2019-05-15,0E-20
61806418,2019-10-25,20320.89000000000000000000,2019-02-08,14098.14000000000000000000
61806508,2019-12-04,10073.60291500000000000000,2019-12-23,15362.73
61806518,2019-07-09,15177.89779456243200000000,2019-06-13,50356.68
61806908,2019-04-12,144658.62344977725200000000,2019-10-15,55889.23
61806998,2019-12-04,11048.37000000000000000000,2019-10-28,9092.41
61807098,2019-12-04,35061.20895000000000000000,2019-12-05,34756.520000000004
61807178,2019-04-16,7000.00000000000000000000,2019-06-11,40223.19
61807318,2019-12-04,10010.89000000000000000000,2019-10-28,4110.89
61807328,2019-12-20,12735.99000000000000000000,2019-08-27,13807.43
61807428,2019-02-01,33229.34000000000000000000,2019-02-25,432.15000000000000000000
61807488,2019-05-21,5321.91000000000000000000,2019-10-28,5570.05
61807558,2019-12-05,10755.06000000000000000000,2019-10-28,6403.73
61807598,2019-12-05,10061.33000000000000000000,2019-10-28,8561.33
61807608,2019-05-20,4266.00000000000000000000,2019-03-01,8506.67000000000000000000
61807668,2019-06-04,4000.01000000000000000000,2019-12-09,25314.31
61807688,2019-12-05,10087.15000000000000000000,2019-10-28,5687.77
61807798,2019-12-05,10086.46000000000000000000,2019-10-28,5187.22
61807808,2019-02-18,150637.15000000000000000000,2019-04-03,217506.39000000000000000000
61807908,2019-12-05,10026.61000000000000000000,2019-07-22,15184.22
61807978,2019-07-03,8151.83000000000000000000,2019-07-04,8151.83
61808098,2019-03-19,18482.35156000000000000000,2019-06-28,17088.489999999998
61808168,2019-04-02,160000.00000000000000000000,2019-04-11,154439.93000000000000000000
61808308,2019-11-18,487723.57000000000000000000,2019-08-06,533506.45
61808878,2019-06-24,32646.78000000000000000000,2019-03-11,6268.41000000000000000000
61808898,2019-06-24,34516.64000000000000000000,2019-03-07,4775.61000000000000000000
61810618,2019-09-13,8888.88000000000000000000,2019-09-05,11095.87
61810678,2019-12-02,177047.97000000000000000000,2019-06-24,11162.33
61810988,2019-12-05,10768.19000000000000000000,2019-09-17,17962.620000000003
61811000,2019-11-25,10000.00000000000000000000,2019-12-13,289697.98
61811088,2019-05-20,3188.00000000000000000000,2019-05-15,0E-20
61811188,2019-07-12,7303.59049698982400000000,2019-07-12,7256.47
61811968,2019-04-15,31003.65000000000000000000,2019-03-11,2665.44000000000000000000
61812088,2019-05-20,3302.00000000000000000000,2019-05-15,0E-20
61812108,2019-05-07,1000.00000000000000000000,2019-08-16,1000.0
61812188,2019-05-20,4199.00000000000000000000,2019-05-15,0E-20
61812228,2019-08-30,5454.69000000000000000000,2019-07-08,20595.72
61812258,2019-04-01,3001.41000000000000000000,2019-11-19,6812.72
61812478,2019-07-25,0E-20,2019-07-25,11554.92
61812578,2019-03-04,5259.73000000000000000000,2019-06-21,11277.970000000001
61812618,2019-12-02,28689.07000000000000000000,2019-10-24,28939.37
61812678,2019-03-20,516804.01000000000000000000,2019-03-06,23477.84000000000000000000
61812998,2019-06-24,36382.53000000000000000000,2019-07-02,41066.7
61813178,2019-05-08,1569.25000000000000000000,2019-06-11,135.11
61813188,2019-02-15,5605.16000000000000000000,2019-05-09,7951.52000000000000000000
61813268,2019-03-08,37130.31524500000000000000,2019-03-06,91754.71524500000000000000
61813358,2019-09-19,17650.37000000000000000000,2019-10-04,31374.27
61813558,2019-09-19,15801.20000000000000000000,2019-07-12,12505.94
61813678,2019-02-18,47.50000000000000000000,2019-06-17,10.0
61814188,2019-02-12,-35839.78285500000000000000,2019-03-04,69752.38372580574200000000
61815008,2019-12-23,0E-20,2019-12-23,103545.56
61815618,2019-07-31,26321.91000000000000000000,2019-08-01,26321.91
61816928,2019-02-04,9590.62475000000000000000,2019-11-06,61772.1
61817698,2019-02-22,311155.83000000000000000000,2019-03-07,228215.59000000000000000000
61820018,2019-05-20,5050.00000000000000000000,2019-06-17,5785.83
61820118,2019-02-15,16921.26000000000000000000,2019-02-18,6921.26000000000000000000
61820188,2019-02-04,8701.18000000000000000000,2019-04-03,5903.15000000000000000000
61820298,2019-03-22,2197.44000000000000000000,2019-07-03,5971.05
61820428,2019-06-05,47522.67531000000000000000,2019-02-18,1234.64417500000000000000
61820498,2019-05-03,27962.78000000000000000000,2019-05-06,10000.00000000000000000000
61820508,2019-05-03,30210.64000000000000000000,2019-05-06,10000.00000000000000000000
61820558,2019-06-18,5109.91000000000000000000,2019-08-15,7837.4
61820588,2019-05-03,27653.41000000000000000000,2019-05-06,10000.00000000000000000000
61820828,2019-12-03,780000.07000000000000000000,2019-12-12,794677.66
61820868,2019-05-03,24859.86000000000000000000,2019-05-06,10000.00000000000000000000
61820888,2019-03-20,8872.41000000000000000000,2019-04-04,5252.29000000000000000000
61821098,2019-02-15,17065.97000000000000000000,2019-02-18,6964.77000000000000000000
61821128,2019-09-30,8705.12000000000000000000,2019-04-10,2171.63000000000000000000
61821318,2019-10-08,10390.00000000000000000000,2019-12-23,20865.879999999997
61821368,2019-03-06,4789.89000000000000000000,2019-06-26,5455.13
61821718,2019-08-12,25986.86000000000000000000,2019-08-06,26086.86
61821808,2019-07-05,15147.03000000000000000000,2019-07-16,15137.03
61821968,2019-12-02,23161.47000000000000000000,2019-11-12,12159.54
61821978,2019-07-12,20710.57000000000000000000,2019-08-02,22154.58
61821998,2019-02-22,6788.80000000000000000000,2019-08-21,9171.48
61822308,2019-07-10,530.85000000000000000000,2019-07-23,1092.55
61822328,2019-07-10,1125.50000000000000000000,2019-07-18,1486.57
61822358,2019-09-18,1963.10000000000000000000,2019-06-18,18108.25
61822468,2019-02-21,20000.00000000000000000000,2019-04-02,11418.60000000000000000000
61822628,2019-06-26,11198.30000000000000000000,2019-11-06,18070.629999999997
61823018,2019-02-04,11540.17150000000000000000,2019-04-04,10667.21753000000000000000
61823078,2019-02-04,2202.89752411545000000000,2019-07-10,15.52
61823088,2019-08-26,10016.67000000000000000000,2019-09-16,26657.6
61823268,2019-02-20,25000.00000000000000000000,2019-02-12,0E-20
61823378,2019-04-01,16423.99000000000000000000,2019-03-29,15671.39000000000000000000
61823468,2019-11-18,4000.00000000000000000000,2019-12-12,4090.97
61823528,2019-07-03,2562.27000000000000000000,2019-07-18,4790.469999999999
61824018,2019-02-14,1389.06000000000000000000,2019-03-06,4126.27000000000000000000
61824028,2019-06-27,15000.00000000000000000000,2019-11-25,17023.66
61824318,2019-12-02,14191.27000000000000000000,2019-11-18,12225.26
61824368,2019-03-07,3945.57000000000000000000,2019-11-28,20573.89
61824398,2019-02-18,9705.01000000000000000000,2019-07-19,22418.86
61824478,2019-12-19,13490.99000000000000000000,2019-05-20,17229.49000000000000000000
61824508,2019-02-08,546816.60000000000000000000,2019-06-28,1292366.89
61824658,2019-10-18,11000.00000000000000000000,2019-12-24,13489.61
61824708,2019-03-25,20526.86000000000000000000,2019-07-05,32658.47
61824818,2019-02-14,2421.84000000000000000000,2019-06-04,8451.5
61824908,2019-06-17,17444.11000000000000000000,2019-11-11,27187.33
61824968,2019-09-20,17807.07000000000000000000,2019-07-19,26727.03
61825078,2019-03-19,81570.44000000000000000000,2019-06-24,141972.59
61825088,2019-09-30,17130.70000000000000000000,2019-05-20,11728.89000000000000000000
61825118,2019-03-25,20484.36000000000000000000,2019-04-11,26780.04000000000000000000
61825128,2019-03-25,20521.00000000000000000000,2019-07-05,32853.21
61825218,2019-10-02,6006.89330000000000000000,2019-04-11,1146.66995500000000000000
61825298,2019-09-19,6420.00000000000000000000,2019-05-15,5877.36000000000000000000
61825318,2019-06-03,36906.42000000000000000000,2019-04-01,20969.52000000000000000000
61825508,2019-11-06,32594.80000000000000000000,2019-10-10,41175.72
61825518,2019-12-03,15255.17000000000000000000,2019-10-08,38150.52
61825618,2019-05-02,14493.59000000000000000000,2019-08-30,19624.35
61825688,2019-12-02,12669.54000000000000000000,2019-04-24,2726.36000000000000000000
61825698,2019-07-16,7365.75000000000000000000,2019-06-28,21503.2
61825728,2019-04-04,72854.04000000000000000000,2019-06-28,68600.23000000001
61825808,2019-02-28,37386.71000000000000000000,2019-11-12,51055.29
61825868,2019-10-21,22868.03000000000000000000,2019-03-20,11908.85000000000000000000
61825998,2019-08-20,12532.25000000000000000000,2019-07-26,11168.23
61826068,2019-02-15,10000.00000000000000000000,2019-02-01,6014.21000000000000000000
61826218,2019-11-04,21130.15000000000000000000,2019-07-18,26774.78
61826278,2019-07-15,19440.30546000000000000000,2019-10-30,19595.03
