account_id,cash_in_first_day,asset_first_in,cash_out_first_day,cash_out_first_day_amount
61860368,2019-02-15,951.27000000000000000000,2019-04-01,1825.70000000000000000000
61860658,2019-05-14,15100.00000000000000000000,2019-08-01,16157.83
61860688,2019-06-04,35539.77000000000000000000,2019-06-18,38906.16
61861388,2019-06-19,7500.00000000000000000000,2019-11-15,22506.27
61861808,2019-05-20,2299.00000000000000000000,2019-05-15,0E-20
61861868,2019-03-01,11470.22000000000000000000,2019-04-15,9721.73000000000000000000
61861878,2019-07-16,35910.71000000000000000000,2019-11-04,54660.81
61862128,2019-12-11,9983.95000000000000000000,2019-03-26,11818.58000000000000000000
61863718,2019-03-04,653.15000000000000000000,2019-02-12,0E-20
61864298,2019-08-16,32762.66000000000000000000,2019-08-13,31662.66
61864328,2019-10-17,32095.91506500000000000000,2019-07-05,42751.33
61864688,2019-06-18,19578.33000000000000000000,2019-06-28,25728.26
61865108,2019-03-05,6677.18000000000000000000,2019-06-21,22273.89
61865988,2019-02-18,2400.01000000000000000000,2019-02-27,0E-20
61866078,2019-07-09,15334.55000000000000000000,2019-12-03,23975.260000000002
61866618,2019-03-19,7967.68000000000000000000,2019-03-04,12415.24000000000000000000
61866688,2019-02-28,-3340.76000000000000000000,2019-12-04,18135.68
61867398,2019-04-01,15094.44000000000000000000,2019-03-14,16600.50000000000000000000
61867758,2019-02-08,8500.00000000000000000000,2019-02-11,0E-20
61867858,2019-07-02,41000.00000000000000000000,2019-06-14,4607.74
61867888,2019-02-19,5200.00000000000000000000,2019-03-14,4.99000000000000000000
61867988,2019-07-11,1000.00000000000000000000,2019-09-17,615.04
61868718,2019-03-05,14495.77000000000000000000,2019-12-16,23357.39
61868768,2019-11-15,19500.16000000000000000000,2019-02-28,7543.83000000000000000000
61868788,2019-04-15,3050.00000000000000000000,2019-02-26,602.43000000000000000000
61869058,2019-04-15,33754.97000000000000000000,2019-05-28,71173.57000000000000000000
61869108,2019-06-21,10000.00000000000000000000,2019-11-26,22504.02
61869198,2019-02-21,-13583.17000000000000000000,2019-07-25,113801.82
61870068,2019-06-03,3000.00000000000000000000,2019-06-04,3000.0
61870558,2019-08-28,24000.00000000000000000000,2019-08-27,13657.03
61870668,2019-06-17,18000.00000000000000000000,2019-08-15,27136.98
61870798,2019-06-17,18000.00000000000000000000,2019-07-15,26831.2
61871328,2019-09-17,10018.40000000000000000000,2019-02-21,3761.69000000000000000000
61871478,2019-11-18,37826.95000000000000000000,2019-08-08,34983.97
61871578,2019-07-05,64544.01484555309000000000,2019-09-12,45695.79
61871668,2019-10-17,19333.67000000000000000000,2019-10-17,21387.339999999997
61871798,2019-10-23,13435.09000000000000000000,2019-11-29,12433.62
61871808,2019-09-23,12409.94000000000000000000,2019-09-23,27409.940000000002
61872178,2019-03-04,2804.31000000000000000000,2019-04-29,3157.59585000000000000000
61872468,2019-10-23,10455.76407478200000000000,2019-12-05,35977.729999999996
61872558,2019-04-03,14306.53000000000000000000,2019-03-14,1494.31000000000000000000
61872658,2019-02-12,225.52287000000000000000,2019-11-21,117.87
61872678,2019-03-29,5000.00000000000000000000,2019-04-29,5688.05000000000000000000
61872828,2019-03-29,149646.61000000000000000000,2019-09-12,257578.49
61872958,2019-12-23,13090.20000000000000000000,2019-12-23,15861.37
61873168,2019-08-23,8188.42000000000000000000,2019-07-17,12388.42
61873198,2019-02-22,10714.68000000000000000000,2019-03-19,0E-20
61873258,2019-04-24,7479.94600822123600000000,2019-10-09,5386.25
61874428,2019-05-31,14368.91000000000000000000,2019-05-14,14482.23000000000000000000
61874478,2019-12-20,10463.64473000000000000000,2019-12-24,10463.89
61874558,2019-03-25,18655.30000000000000000000,2019-03-14,22171.35000000000000000000
61874568,2019-06-04,20580.37000000000000000000,2019-06-04,30880.37
61874688,2019-10-15,13678.90000000000000000000,2019-05-03,12090.03000000000000000000
61874708,2019-04-01,20000.00000000000000000000,2019-09-09,60845.47
61874978,2019-09-26,5803.27129500000000000000,2019-09-30,5776.0
61875058,2019-09-27,3130.00000000000000000000,2019-10-30,6415.0
61875118,2019-05-06,15000.00000000000000000000,2019-02-27,0E-20
61875288,2019-03-01,11055.86000000000000000000,2019-03-14,10771.09000000000000000000
61875428,2019-07-17,31156.72000000000000000000,2019-07-18,31156.72
61875968,2019-04-17,20800.00000000000000000000,2019-06-28,24240.04
61875978,2019-02-15,82809.48000000000000000000,2019-04-12,133817.20000000000000000000
61875998,2019-05-30,6737.43000000000000000000,2019-05-16,5237.43000000000000000000
61876268,2019-06-26,14162.78000000000000000000,2019-11-14,23565.97
61876328,2019-06-17,59028.80000000000000000000,2019-09-03,90484.75
61876418,2019-09-04,16894.02000000000000000000,2019-09-09,16334.02
61876498,2019-02-28,-10010.24903500000000000000,2019-03-15,19516.72096500000000000000
61876508,2019-02-15,88922.44963500000000000000,2019-11-22,175370.69
61876888,2019-05-07,14993.82000000000000000000,2019-06-20,16163.19
61877018,2019-09-20,10000.00000000000000000000,2019-08-13,8979.47
61877028,2019-06-19,23932.77000000000000000000,2019-12-24,52259.45
61877288,2019-05-06,15000.00000000000000000000,2019-02-27,0E-20
61877318,2019-05-06,15000.00000000000000000000,2019-02-27,0E-20
61877368,2019-09-20,10000.00000000000000000000,2019-08-13,12282.2
61877428,2019-09-20,10000.00000000000000000000,2019-08-13,12416.75
61878108,2019-02-26,21881.40744000000000000000,2019-06-25,42254.479999999996
61878298,2019-03-15,20000.00000000000000000000,2019-07-17,25450.12
61879098,2019-05-06,15000.86000000000000000000,2019-02-27,0.60000000000000000000
61879178,2019-10-18,10000.00000000000000000000,2019-08-15,22350.18
61879268,2019-03-13,20050.00000000000000000000,2019-04-16,6565.93000000000000000000
61879278,2019-06-24,23034.69000000000000000000,2019-06-25,22971.94
61879418,2019-05-09,21100.64357240394600000000,2019-05-15,17800.42875000000000000000
61879488,2019-07-02,12250.25207500000000000000,2019-08-01,13774.19
61879568,2019-05-06,15000.00000000000000000000,2019-02-27,0E-20
61879618,2019-05-28,52275.68000000000000000000,2019-10-28,51266.45
61879628,2019-06-20,28154.85000000000000000000,2019-06-26,40575.8
61880198,2019-03-22,15000.00000000000000000000,2019-04-24,3939.31000000000000000000
61880468,2019-07-05,18777.82000000000000000000,2019-02-27,13288.25000000000000000000
61880668,2019-11-29,90324.61000000000000000000,2019-04-02,36147.59000000000000000000
61880868,2019-12-19,40827.15000000000000000000,2019-12-23,40790.25
61881688,2019-12-19,11761.05000000000000000000,2019-12-23,11761.05
61881878,2019-02-18,149265.87000000000000000000,2019-05-16,178333.71000000000000000000
61881908,2019-10-11,14439.95000000000000000000,2019-08-05,14702.95
61882008,2019-06-06,20134.65000000000000000000,2019-03-18,19977.08000000000000000000
61882108,2019-10-28,5000.00000000000000000000,2019-10-29,4995.0
61882298,2019-07-10,14204.13000000000000000000,2019-03-18,19976.37000000000000000000
61882908,2019-04-30,10000.00000000000000000000,2019-12-12,258592.69
61883428,2019-02-22,20000.00000000000000000000,2019-04-02,10276.90000000000000000000
61883668,2019-09-20,8901.49000000000000000000,2019-10-21,8345.51
61884008,2019-05-21,42751.10000000000000000000,2019-04-15,43562.62000000000000000000
61884368,2019-11-14,1728.85000000000000000000,2019-08-28,35997.34
61884478,2019-02-25,3691.03000000000000000000,2019-09-02,13923.87
61884608,2019-09-19,9996.82000000000000000000,2019-12-24,15974.57
61884908,2019-06-21,20769.15000000000000000000,2019-10-24,17655.85
61885478,2019-11-05,11938.10386000000000000000,2019-11-05,12938.01
61886298,2019-10-28,44200.62000000000000000000,2019-10-28,45201.62
61886788,2019-02-26,50527.91000000000000000000,2019-06-06,86129.56
61887008,2019-06-26,24325.61000000000000000000,2019-06-27,24325.61
61887408,2019-11-08,84909.23000000000000000000,2019-11-14,37576.55
61887988,2019-11-06,21302.79000000000000000000,2019-12-04,21324.18
61888218,2019-07-05,10010.00000000000000000000,2019-05-08,0E-20
61888278,2019-10-24,34766.26000000000000000000,2019-03-28,23526.68000000000000000000
61888788,2019-02-22,7328.24000000000000000000,2019-04-04,35580.00000000000000000000
61888798,2019-07-29,29419.64000000000000000000,2019-03-07,0E-20
61888988,2019-02-13,10000.88000000000000000000,2019-07-18,32398.64
61889028,2019-06-03,13327.92579000000000000000,2019-05-30,11443.88205500000000000000
61889298,2019-07-02,100045.29000000000000000000,2019-10-22,220104.38
61889758,2019-10-14,133.68000000000000000000,2019-10-14,277.36
61889968,2019-03-13,44607.60000000000000000000,2019-06-24,180339.53
61890018,2019-11-01,38745.02935000000000000000,2019-06-14,47393.810000000005
61890318,2019-04-15,9901.83000000000000000000,2019-03-15,4892.45000000000000000000
61890478,2019-02-04,5001.66000000000000000000,2019-03-05,13842.64000000000000000000
61890798,2019-05-14,15000.00000000000000000000,2019-06-17,14548.0
61891058,2019-11-27,9717.69000000000000000000,2019-11-27,11571.98
61891168,2019-06-03,10429.49000000000000000000,2019-11-18,19190.16
61891178,2019-07-08,4950.00000000000000000000,2019-07-19,5501.86
61891298,2019-07-10,22749.44000000000000000000,2019-11-18,50673.22
61891458,2019-09-30,6681.84000000000000000000,2019-06-17,9128.560000000001
61891488,2019-07-08,8000.10000000000000000000,2019-08-05,7919.35
61891588,2019-03-18,52378.43735050373000000000,2019-04-17,202305.16987644247200000000
61891718,2019-07-18,18332.05000000000000000000,2019-07-19,18332.05
61891768,2019-10-15,33530.87000000000000000000,2019-08-05,56594.84
61891888,2019-04-17,900586.89000000000000000000,2019-07-10,764809.23
61892068,2019-04-23,26644.58705500000000000000,2019-08-27,27943.63
61892358,2019-08-02,38622.79000000000000000000,2019-09-26,34782.56
61892418,2019-02-12,41749.76428000000000000000,2019-07-15,41750.8
61892818,2019-09-17,13321.90000000000000000000,2019-10-15,67321.41
61893058,2019-02-21,8058.00000000000000000000,2019-08-29,8580.83
61893678,2019-05-22,27599.96279500000000000000,2019-10-31,44628.78999999999
61893858,2019-02-25,3820.99000000000000000000,2019-04-01,9485.76000000000000000000
61894758,2019-07-10,8623.65000000000000000000,2019-03-04,5114.86000000000000000000
61895208,2019-12-12,0E-20,2019-12-12,29665.18
61895488,2019-06-18,25099.85000000000000000000,2019-07-18,38691.14
61895608,2019-04-03,14669.03000000000000000000,2019-03-14,6062.75000000000000000000
61895718,2019-02-26,187.57000000000000000000,2019-03-15,0E-20
61895878,2019-06-25,27828.74000000000000000000,2019-06-27,27731.38
61896008,2019-07-24,10000.00000000000000000000,2019-08-27,10000.0
61896018,2019-12-17,15000.00000000000000000000,2019-12-24,22990.0
61896268,2019-07-04,18365.24000000000000000000,2019-06-14,20609.09
61896478,2019-12-17,12000.00000000000000000000,2019-02-21,53.58000000000000000000
61896678,2019-09-20,7000.00000000000000000000,2019-10-04,70249.12
61896718,2019-05-28,62940.75000000000000000000,2019-07-23,54163.92
61896858,2019-12-05,0E-20,2019-12-05,10000.0
61897158,2019-03-19,13583.46000000000000000000,2019-02-22,30899.15000000000000000000
61897828,2019-05-02,79505.00000000000000000000,2019-12-13,79499.59
61897928,2019-07-03,249464.66000000000000000000,2019-05-22,38776.93000000000000000000
61898778,2019-11-01,17346.13000000000000000000,2019-11-01,17754.260000000002
61899398,2019-06-19,7200.00000000000000000000,2019-07-17,16633.4
61899498,2019-05-31,14759.27000000000000000000,2019-04-12,17990.26000000000000000000
61899778,2019-07-26,9947.68000000000000000000,2019-07-26,19895.36
62001008,2019-04-12,13336.45000000000000000000,2019-11-18,9991.5
62008178,2019-12-02,2000.00000000000000000000,2019-02-14,9323.94000000000000000000
62011088,2019-03-08,20000.00000000000000000000,2019-10-09,29766.02
62016668,2019-06-17,1955.88000000000000000000,2019-08-27,4274.28
62018198,2019-05-30,17648.51000000000000000000,2019-02-15,26116.13382000000000000000
62021108,2019-03-11,5721.25000000000000000000,2019-10-10,150059.6
62021138,2019-07-10,150000.00000000000000000000,2019-07-12,150000.0
62021168,2019-02-18,22903.25000000000000000000,2019-02-20,50.22000000000000000000
62021628,2019-05-20,4299.00000000000000000000,2019-03-01,8506.67000000000000000000
62022828,2019-09-04,26063.68000000000000000000,2019-09-04,28078.68
62025038,2019-05-17,15000.00000000000000000000,2019-06-04,20639.13
62026008,2019-05-28,16798.88000000000000000000,2019-05-10,10550.88000000000000000000
62026088,2019-02-26,20025.00000000000000000000,2019-07-10,35015.880000000005
62050038,2019-02-11,34403.38000000000000000000,2019-06-06,53846.21
62051118,2019-08-14,310000.00000000000000000000,2019-09-20,502912.37
62051238,2019-07-02,23558.57000000000000000000,2019-05-14,13887.31000000000000000000
62051538,2019-02-04,21000.00000000000000000000,2019-03-28,19047.11000000000000000000
62051618,2019-03-07,20900.00000000000000000000,2019-11-26,71508.35
62052178,2019-02-28,20075.01000000000000000000,2019-07-10,29338.05
62052998,2019-03-11,23591.73000000000000000000,2019-08-29,236935.02
62055098,2019-04-17,3874.95000000000000000000,2019-04-12,6679.41000000000000000000
62055138,2019-03-18,20000.00000000000000000000,2019-06-03,20007.18
62055708,2019-04-09,-33357.56000000000000000000,2019-04-17,395746.79000000000000000000
62055798,2019-07-05,5000.00000000000000000000,2019-03-27,0E-20
62060558,2019-03-18,23683.19666500000000000000,2019-10-25,110151.45
62061698,2019-05-21,12029.97000000000000000000,2019-04-12,4278.20000000000000000000
62061718,2019-05-21,11954.53000000000000000000,2019-04-12,6130.25000000000000000000
62066158,2019-06-21,9966.41000000000000000000,2019-06-27,18394.9
62067008,2019-02-18,20572.49000000000000000000,2019-08-05,43564.9
62067108,2019-03-05,4743.46000000000000000000,2019-02-11,0.29000000000000000000
62067128,2019-06-21,100000.00000000000000000000,2019-07-05,679788.06
62067508,2019-05-22,5000.00000000000000000000,2019-02-19,4622.45000000000000000000
62068878,2019-03-15,20000.00000000000000000000,2019-05-02,11677.10000000000000000000
62069618,2019-05-21,13569.04000000000000000000,2019-04-12,4469.30000000000000000000
62069638,2019-05-22,14328.89000000000000000000,2019-04-12,7092.76000000000000000000
62069668,2019-05-21,14935.08000000000000000000,2019-04-12,7062.35000000000000000000
62069768,2019-10-04,1778.92000000000000000000,2019-04-17,13115.50000000000000000000
62069828,2019-10-03,14100.00000000000000000000,2019-10-28,67458.72
62070078,2019-03-21,152726.22000000000000000000,2019-03-22,2726.22000000000000000000
62070158,2019-03-06,60207.67000000000000000000,2019-06-06,482205.45
62070558,2019-02-19,7101.52000000000000000000,2019-05-09,20363.60000000000000000000
62070568,2019-07-02,19969.37000000000000000000,2019-08-05,17144.42
62070628,2019-11-05,16192.88000000000000000000,2019-12-04,33970.82
62070638,2019-02-18,52051.79000000000000000000,2019-02-27,51352.84000000000000000000
62070818,2019-02-04,6569.34215000000000000000,2019-03-08,0E-20
62071588,2019-02-18,17797.19000000000000000000,2019-03-14,10423.31000000000000000000
62071618,2019-03-04,5102.81000000000000000000,2019-02-28,8753.07000000000000000000
62071698,2019-11-12,10000.00000000000000000000,2019-12-23,20486.260000000002
62071758,2019-03-04,2900.20000000000000000000,2019-02-21,2033.99000000000000000000
62071868,2019-02-14,43327.21000000000000000000,2019-02-15,26461.88000000000000000000
62072008,2019-07-26,33022.00000000000000000000,2019-03-12,0E-20
62072578,2019-02-22,13350.45000000000000000000,2019-10-16,34077.93
62072788,2019-04-03,13589.39791500000000000000,2019-03-05,0E-20
62072808,2019-07-15,20000.00000000000000000000,2019-07-02,18098.24
62072868,2019-05-03,15000.00000000000000000000,2019-10-23,27289.7
62075028,2019-03-11,20000.00000000000000000000,2019-11-18,16504.02
62075258,2019-04-24,26022.13000000000000000000,2019-05-06,6734.32000000000000000000
62075528,2019-10-02,25199.57000000000000000000,2019-10-21,32572.89
62075598,2019-07-08,5000.00000000000000000000,2019-03-27,0E-20
62075718,2019-02-18,20500.00000000000000000000,2019-03-28,9388.26000000000000000000
62076038,2019-03-11,20500.00000000000000000000,2019-07-03,199999.27
62076128,2019-11-06,24369.48422500000000000000,2019-03-18,8575.12730500000000000000
62076558,2019-05-06,2417.57000000000000000000,2019-02-21,0E-20
62076638,2019-02-21,3316.40000000000000000000,2019-06-27,38706.14
62076918,2019-06-21,99985.00000000000000000000,2019-07-05,221758.92
62077008,2019-04-18,22417.55000000000000000000,2019-07-10,31199.98
62077178,2019-02-21,26021.42000000000000000000,2019-08-05,141785.7
62077198,2019-10-22,10000.00000000000000000000,2019-08-27,30473.89
62077238,2019-03-01,23193.93000000000000000000,2019-12-17,55856.05
62077278,2019-02-19,11152.83000000000000000000,2019-08-02,35965.42
62077288,2019-02-18,19424.37000000000000000000,2019-02-20,571.34000000000000000000
62077588,2019-02-18,20011.00000000000000000000,2019-07-12,23858.41
62077728,2019-03-05,20000.00000000000000000000,2019-06-05,17590.6
62079258,2019-02-18,20300.00000000000000000000,2019-04-23,9705.61000000000000000000
62079298,2019-03-26,15000.00000000000000000000,2019-03-29,5000.00000000000000000000
62079598,2019-06-17,18370.34000000000000000000,2019-02-26,16032.58000000000000000000
62079818,2019-02-14,34828.58000000000000000000,2019-09-12,7510.17
62079998,2019-05-20,3011.00000000000000000000,2019-04-29,7740.30000000000000000000
62080008,2019-05-20,3023.00000000000000000000,2019-03-01,8506.67000000000000000000
62080098,2019-07-17,10663.00000000000000000000,2019-12-16,11158.73
62080128,2019-05-28,19686.32000000000000000000,2019-06-25,32126.26
62080208,2019-02-08,21000.00000000000000000000,2019-04-12,12398.49000000000000000000
62080218,2019-03-22,15100.00000000000000000000,2019-05-21,14892.15000000000000000000
62080528,2019-03-05,1600.00000000000000000000,2019-10-16,64039.53
62080568,2019-05-14,20000.00000000000000000000,2019-06-21,56942.75
62080658,2019-07-02,14085.81000000000000000000,2019-07-08,9995.1
62080888,2019-02-25,20285.00000000000000000000,2019-05-10,14218.32000000000000000000
62080898,2019-02-04,19875.00000000000000000000,2019-05-06,10441.82000000000000000000
62080928,2019-05-07,17745.00000000000000000000,2019-08-02,29541.34
62081028,2019-02-13,20200.00000000000000000000,2019-03-18,14331.72000000000000000000
62081228,2019-11-11,18320.61000000000000000000,2019-11-12,18136.8
62081588,2019-07-02,20000.00000000000000000000,2019-04-26,6968.96000000000000000000
62081598,2019-02-25,3737.04000000000000000000,2019-03-29,3632.22000000000000000000
62081668,2019-02-13,20940.00000000000000000000,2019-10-14,50.0
62081808,2019-05-30,5000.01000000000000000000,2019-04-25,0E-20
62081878,2019-02-21,20440.00000000000000000000,2019-06-18,21053.77
62082038,2019-02-25,21940.00000000000000000000,2019-05-17,20016.75426500000000000000
62082068,2019-03-13,20000.00000000000000000000,2019-04-25,17305.48000000000000000000
62082588,2019-02-19,50000.00000000000000000000,2019-10-11,96014.15
62082598,2019-02-15,22875.00000000000000000000,2019-10-21,29836.86
62082758,2019-02-12,19985.00000000000000000000,2019-07-16,21159.57
62082778,2019-02-04,21940.00000000000000000000,2019-10-24,18685.26
62082808,2019-03-04,20140.00000000000000000000,2019-11-25,15278.14
62082968,2019-02-01,20000.00000000000000000000,2019-09-19,31594.37
62085508,2019-06-26,15785.00000000000000000000,2019-11-29,21821.94
62085588,2019-02-18,23201.00000000000000000000,2019-04-02,22236.79000000000000000000
62085678,2019-03-20,16985.00000000000000000000,2019-06-12,16268.65
62085868,2019-02-27,20000.00000000000000000000,2019-05-16,15396.86000000000000000000
62085918,2019-02-15,19545.00000000000000000000,2019-04-26,10402.28000000000000000000
62086678,2019-03-08,19940.00000000000000000000,2019-10-28,31242.34
62086778,2019-02-01,23275.00000000000000000000,2019-08-06,23904.4
62086818,2019-02-12,27387.00000000000000000000,2019-05-27,17997.56000000000000000000
62086878,2019-12-20,9995.00000000000000000000,2019-04-04,2827.14000000000000000000
62086898,2019-02-25,3940.00000000000000000000,2019-07-23,22480.59
62086958,2019-02-04,19074.41000000000000000000,2019-03-18,149031.36000000000000000000
62086968,2019-02-12,339745.00000000000000000000,2019-07-15,328265.16000000003
62086988,2019-04-25,16900.00000000000000000000,2019-12-20,21428.79
62087028,2019-02-01,21000.00000000000000000000,2019-04-11,21619.22000000000000000000
62087038,2019-02-01,20100.00000000000000000000,2019-03-14,8072.46000000000000000000
62087058,2019-02-11,20000.00000000000000000000,2019-03-27,0E-20
62087068,2019-04-03,32789.65000000000000000000,2019-07-02,26542.76
62087088,2019-02-04,23275.00000000000000000000,2019-08-06,29202.63
62087178,2019-02-21,20001.60000000000000000000,2019-06-19,16113.08
62087218,2019-02-22,20440.00000000000000000000,2019-04-11,7778.05000000000000000000
62087618,2019-05-02,20761.70000000000000000000,2019-08-07,20089.71
62087638,2019-02-18,20000.00000000000000000000,2019-04-29,9266.03000000000000000000
62087708,2019-02-12,20100.00000000000000000000,2019-04-01,12964.13000000000000000000
62087768,2019-02-01,20000.00000000000000000000,2019-09-13,20392.13
62087938,2019-02-19,20000.01000000000000000000,2019-07-11,60830.23
62088038,2019-02-01,21290.00000000000000000000,2019-09-20,26192.33
62088058,2019-02-01,20250.00000000000000000000,2019-11-29,23810.91
62088068,2019-02-14,24940.00000000000000000000,2019-09-25,47193.23
62088208,2019-02-20,19812.81000000000000000000,2019-09-12,1786.36
62088238,2019-02-18,5000.00000000000000000000,2019-02-22,3500.00000000000000000000
62088598,2019-02-25,20875.00000000000000000000,2019-10-30,38270.64
62088638,2019-02-21,24875.00000000000000000000,2019-10-15,48026.18
62088708,2019-03-12,20000.00000000000000000000,2019-04-25,34761.59000000000000000000
62088788,2019-02-12,23053.37000000000000000000,2019-09-20,37065.01
62088818,2019-03-13,17589.32000000000000000000,2019-05-02,12478.39000000000000000000
62089068,2019-02-12,20000.00000000000000000000,2019-07-15,15718.36
62089138,2019-02-12,30000.00000000000000000000,2019-08-30,26611.77
62089168,2019-02-25,20940.00000000000000000000,2019-05-21,20457.61000000000000000000
62089288,2019-02-12,20000.00000000000000000000,2019-06-05,15052.31
62089508,2019-02-14,20050.00000000000000000000,2019-10-31,17065.02
62089528,2019-02-18,29940.00000000000000000000,2019-12-02,33190.82
62089568,2019-03-05,22875.00000000000000000000,2019-11-08,43072.740000000005
62089588,2019-02-18,20049.00000000000000000000,2019-07-10,22298.27
62089668,2019-02-19,20001.26000000000000000000,2019-10-28,29539.78
62089678,2019-02-18,20006.00000000000000000000,2019-07-17,77627.87
62089688,2019-02-18,20022.00000000000000000000,2019-07-10,35390.380000000005
62089698,2019-02-15,20050.00000000000000000000,2019-04-26,14107.74000000000000000000
62089708,2019-03-28,16000.00000000000000000000,2019-06-28,18225.97
62089818,2019-04-23,15000.01000000000000000000,2019-06-19,15619.18
62089878,2019-09-16,13000.00000000000000000000,2019-11-20,31258.11
62089968,2019-10-16,20000.00000000000000000000,2019-12-23,25660.71
62090658,2019-02-22,29940.00000000000000000000,2019-04-12,27441.50000000000000000000
62090878,2019-02-18,20385.00000000000000000000,2019-12-19,35728.03
62091178,2019-02-15,27875.00000000000000000000,2019-12-12,34435.3
62091228,2019-02-13,20000.00000000000000000000,2019-03-25,8229.09000000000000000000
62091558,2019-02-15,23940.00000000000000000000,2019-12-19,56303.33
62091678,2019-02-18,24745.00000000000000000000,2019-09-20,188710.35
62091838,2019-02-14,40064.39210960000000000000,2019-07-10,36204.59
62091928,2019-02-14,15000.00000000000000000000,2019-04-02,10192.44000000000000000000
62092068,2019-02-21,20010.00000000000000000000,2019-05-23,19875.86000000000000000000
62092118,2019-02-20,15862.79000000000000000000,2019-09-12,4680.879999999999
62092538,2019-02-18,23000.00000000000000000000,2019-07-22,23780.989999999998
62092578,2019-02-27,20036.56000000000000000000,2019-04-09,0E-20
62092618,2019-02-15,25000.00000000000000000000,2019-03-18,12760.86000000000000000000
62092658,2019-02-14,20840.00000000000000000000,2019-08-09,23981.27
62092668,2019-02-19,20600.00000000000000000000,2019-04-02,0E-20
62092688,2019-02-26,21000.00000000000000000000,2019-04-12,6649.94000000000000000000
62092798,2019-02-25,19875.00000000000000000000,2019-07-09,34754.88
62092828,2019-02-26,20700.00000000000000000000,2019-10-24,32663.0
62092868,2019-03-07,20199.24000000000000000000,2019-11-15,6.5
62092888,2019-02-22,24615.00000000000000000000,2019-03-29,15197.19000000000000000000
62092978,2019-02-19,13530.51000000000000000000,2019-05-15,11512.76000000000000000000
62095088,2019-02-18,30000.00000000000000000000,2019-12-24,50.0
62095198,2019-02-19,1534934.11000000000000000000,2019-06-26,2278799.34
62095238,2019-02-20,20000.00000000000000000000,2019-08-07,20339.57
62095508,2019-02-25,20440.00000000000000000000,2019-07-26,11006.23
62095718,2019-03-05,22668.00000000000000000000,2019-10-22,71994.36
62095758,2019-02-26,20200.00000000000000000000,2019-09-10,26822.07
62095778,2019-03-12,20100.00000000000000000000,2019-07-22,15663.66
62095818,2019-03-08,20340.00000000000000000000,2019-05-15,12967.90000000000000000000
62095928,2019-02-25,20375.00000000000000000000,2019-12-20,31431.91
62095988,2019-02-25,20002.00000000000000000000,2019-08-23,132855.1
62096028,2019-02-18,199985.00000000000000000000,2019-11-06,230777.14
62096038,2019-02-18,30000.00000000000000000000,2019-07-02,39326.729999999996
62096078,2019-02-19,20100.00000000000000000000,2019-03-14,893.10000000000000000000
62096088,2019-02-19,28000.00000000000000000000,2019-07-24,32583.63
62096118,2019-02-19,15182.76000000000000000000,2019-03-27,25664.90000000000000000000
62096218,2019-05-27,3994.35000000000000000000,2019-05-27,3994.35000000000000000000
62096278,2019-02-26,14932.54000000000000000000,2019-04-12,4169.29000000000000000000
62096628,2019-02-22,19875.00000000000000000000,2019-10-17,18738.22
62096698,2019-02-22,20985.00000000000000000000,2019-05-06,14057.53664500000000000000
62096738,2019-03-04,10000.00000000000000000000,2019-03-15,425.93000000000000000000
62096868,2019-04-09,12428.40000000000000000000,2019-06-03,15491.68
62097068,2019-02-19,29940.00000000000000000000,2019-05-08,189094.46351000000000000000
62097158,2019-02-22,22000.00000000000000000000,2019-07-18,24324.170000000002
62097178,2019-05-09,1.00000000000000000000,2019-08-19,10725.08
62097568,2019-03-14,20900.00000000000000000000,2019-09-18,21448.32
62097638,2019-02-25,20001.00000000000000000000,2019-07-10,25560.68
62097688,2019-02-27,9045.88000000000000000000,2019-04-24,8121.39000000000000000000
62097778,2019-09-24,45752.05000000000000000000,2019-09-26,45427.33
62097818,2019-02-20,25000.00000000000000000000,2019-07-31,120501.18
62097978,2019-02-20,20000.00000000000000000000,2019-07-18,22744.82
62097998,2019-02-20,20001.58000000000000000000,2019-03-28,6518.99000000000000000000
62098008,2019-02-20,24940.00000000000000000000,2019-09-18,29197.4
62098038,2019-03-12,23000.00000000000000000000,2019-06-04,2632.19
62098858,2019-03-14,20545.00000000000000000000,2019-07-23,31504.63
62098918,2019-02-21,25000.00000000000000000000,2019-09-09,26236.24
62098978,2019-02-25,1274.14000000000000000000,2019-06-05,24838.37
62099018,2019-02-27,60875.00000000000000000000,2019-11-18,118696.98
62099088,2019-02-27,20101.00000000000000000000,2019-07-10,22117.260000000002
62099168,2019-12-19,11042.73617500000000000000,2019-12-20,11029.39
62099508,2019-03-12,214.98000000000000000000,2019-05-08,44884.10000000000000000000
62099518,2019-02-21,25000.00000000000000000000,2019-09-09,27253.23
62099528,2019-02-22,20100.00000000000000000000,2019-04-10,9562.97000000000000000000
62099568,2019-06-21,99985.00000000000000000000,2019-07-05,221758.92
62099588,2019-02-28,23485.01000000000000000000,2019-06-04,6904.16
62099628,2019-02-25,25000.00000000000000000000,2019-09-09,26059.41
62099718,2019-02-21,20000.00000000000000000000,2019-04-04,86222.97000000000000000000
62099798,2019-02-25,2617.16000000000000000000,2019-09-03,4568.02
62099898,2019-02-28,20000.01000000000000000000,2019-04-12,9236.03000000000000000000
62840178,2019-05-29,11418.05000000000000000000,2019-03-18,10738.85000000000000000000
62846388,2019-07-30,37624.53959000000000000000,2019-07-17,40971.57
62846668,2019-09-20,109985.00000000000000000000,2019-12-24,124353.18
62880868,2019-03-11,23290.00000000000000000000,2019-09-02,36544.39
