account,tran_stocks_all,tran_stocks_ipo,ipo_rate
63089168,13,12,0.9230769230769231
65009838,28,24,0.8571428571428571
61855508,10,10,1.0
60818918,11,11,1.0
61857918,6,6,1.0
67026218,4,3,0.75
66893278,277,9,0.032490974729241874
69825698,22,22,1.0
62079528,29,29,1.0
66095888,11,0,0.0
66099018,2,2,1.0
68839918,41,34,0.8292682926829268
63082738,44,44,1.0
61808878,30,27,0.9
66068038,3,3,1.0
61808898,31,29,0.9354838709677419
61832108,35,35,1.0
66076088,3,3,1.0
63000268,5,4,0.8
67002918,7,7,1.0
61846958,34,32,0.9411764705882353
63020998,60,55,0.9166666666666666
61876268,18,18,1.0
61807498,50,48,0.96
63016188,26,25,0.9615384615384616
63091198,4,3,0.75
61887408,14,8,0.5714285714285714
65060738,7,6,0.8571428571428571
66069288,10,10,1.0
66072588,1,1,1.0
69887058,165,0,0.0
62016668,30,30,1.0
65018118,8,3,0.375
67012238,2,2,1.0
60001808,26,25,0.9615384615384616
60018798,1,1,1.0
67007068,4,1,0.25
61840228,69,68,0.9855072463768116
61884088,47,47,1.0
19880818,15,2,0.13333333333333333
67010658,2,2,1.0
66061888,16,16,1.0
66025558,30,30,1.0
62096738,12,12,1.0
69814678,34,34,1.0
69814368,18,18,1.0
69836208,59,58,0.9830508474576272
61833278,70,66,0.9428571428571428
69868458,20,19,0.95
67015188,0,0,
63010038,16,16,1.0
62081598,29,28,0.9655172413793104
69878868,46,45,0.9782608695652174
62071758,22,20,0.9090909090909091
69827318,3,3,1.0
61888988,39,39,1.0
69827288,65,64,0.9846153846153847
60814198,48,40,0.8333333333333334
66080828,15,15,1.0
61832728,80,80,1.0
61825808,69,69,1.0
61833388,90,90,1.0
60830568,39,39,1.0
61829708,19,18,0.9473684210526315
61853558,44,44,1.0
65089728,9,9,1.0
68844958,18,18,1.0
66067168,18,13,0.7222222222222222
61830758,26,25,0.9615384615384616
66075638,1,0,0.0
69898788,11,11,1.0
69827218,21,21,1.0
65029018,15,15,1.0
66095138,55,16,0.2909090909090909
69824958,49,46,0.9387755102040817
65055158,16,14,0.875
60827418,16,14,0.875
63025018,15,15,1.0
60826458,1,1,1.0
60810398,31,30,0.967741935483871
62096698,17,15,0.8823529411764706
69870718,27,27,1.0
66097108,13,12,0.9230769230769231
66098598,6,5,0.8333333333333334
67018618,7,7,1.0
62096028,37,34,0.918918918918919
60005158,14,14,1.0
66097298,3,3,1.0
61824908,43,43,1.0
63079838,27,24,0.8888888888888888
69887798,67,65,0.9701492537313433
68843498,29,27,0.9310344827586207
67005758,5,5,1.0
67017028,7,7,1.0
61820428,16,7,0.4375
68845168,42,29,0.6904761904761905
62072868,33,32,0.9696969696969697
69810898,6,6,1.0
61825968,36,36,1.0
66018238,39,39,1.0
60818758,35,34,0.9714285714285714
65089158,37,26,0.7027027027027027
66066178,15,11,0.7333333333333333
61805328,92,86,0.9347826086956522
63002758,6,0,0.0
62088208,16,7,0.4375
66051768,22,22,1.0
63087188,15,14,0.9333333333333333
69863388,42,42,1.0
66051258,22,22,1.0
62085868,11,11,1.0
67018598,13,13,1.0
61829398,5,0,0.0
63085228,29,21,0.7241379310344828
61885478,5,2,0.4
61851128,23,23,1.0
63018938,27,27,1.0
66068518,28,23,0.8214285714285714
63000638,45,43,0.9555555555555556
67022728,1,0,0.0
61853858,23,23,1.0
61824018,169,4,0.023668639053254437
67012998,2,2,1.0
61831808,53,51,0.9622641509433962
60878568,147,17,0.11564625850340136
66077658,5,3,0.6
66088788,8,5,0.625
63015078,19,19,1.0
65018238,10,7,0.7
61843968,19,19,1.0
66019638,8,7,0.875
61831568,25,23,0.92
65057258,23,23,1.0
61881878,62,62,1.0
67026628,0,0,
61802688,39,32,0.8205128205128205
66069738,20,15,0.75
67016128,0,0,
69867798,15,15,1.0
60821928,63,60,0.9523809523809523
61815588,5,0,0.0
67025278,5,5,1.0
69831178,18,18,1.0
93287320,10,1,0.1
66066558,3,3,1.0
60824118,37,36,0.972972972972973
60819958,43,43,1.0
67007978,8,8,1.0
66095658,13,13,1.0
60819568,52,49,0.9423076923076923
66894398,28,14,0.5
61846568,43,43,1.0
66077978,17,16,0.9411764705882353
67016228,10,10,1.0
61816928,61,35,0.5737704918032787
61847678,41,39,0.9512195121951219
63085058,31,31,1.0
63071228,15,15,1.0
62087768,3,3,1.0
60824758,10,7,0.7
61892068,9,4,0.4444444444444444
62070158,19,1,0.05263157894736842
69862868,14,14,1.0
66028178,242,0,0.0
69828588,150,17,0.11333333333333333
67005278,18,17,0.9444444444444444
60801108,52,51,0.9807692307692307
69895898,37,37,1.0
60010288,51,48,0.9411764705882353
63092738,21,21,1.0
66028678,12,12,1.0
63001638,134,24,0.1791044776119403
69878718,8,8,1.0
66017988,4,3,0.75
65000628,38,38,1.0
61865108,35,35,1.0
62088708,18,18,1.0
65055018,13,12,0.9230769230769231
67015998,2,2,1.0
62089138,14,14,1.0
63007888,12,12,1.0
61840208,43,43,1.0
69896968,6,4,0.6666666666666666
67020968,0,0,
62077728,21,20,0.9523809523809523
63079928,23,19,0.8260869565217391
61841598,48,21,0.4375
61876418,37,37,1.0
66097218,18,10,0.5555555555555556
69853518,37,37,1.0
66075818,17,17,1.0
65022968,35,29,0.8285714285714286
61832918,22,19,0.8636363636363636
11351356,8,0,0.0
63000088,12,12,1.0
67012668,5,5,1.0
69829558,10,10,1.0
65022938,17,17,1.0
61850278,20,12,0.6
61803058,44,41,0.9318181818181818
61831658,78,76,0.9743589743589743
63061828,17,8,0.47058823529411764
62099528,27,27,1.0
61898778,3,1,0.3333333333333333
61899398,9,9,1.0
65017558,7,5,0.7142857142857143
61855878,52,49,0.9423076923076923
65005098,13,13,1.0
60821198,37,37,1.0
65010928,64,56,0.875
68831328,49,49,1.0
63088578,19,18,0.9473684210526315
66072988,15,15,1.0
11886666,13,12,0.9230769230769231
61893058,13,13,1.0
69810578,15,13,0.8666666666666667
66068588,15,11,0.7333333333333333
60800958,5,5,1.0
60816098,6,6,1.0
65058728,11,10,0.9090909090909091
61851798,11,10,0.9090909090909091
66089678,3,1,0.3333333333333333
61889728,15,14,0.9333333333333333
61852568,36,34,0.9444444444444444
67809698,11,1,0.09090909090909091
67006228,2,2,1.0
65010828,11,11,1.0
66072958,32,31,0.96875
61825618,27,27,1.0
61820558,61,61,1.0
66099928,1,0,0.0
61800198,49,30,0.6122448979591837
68842218,16,8,0.5
66085038,4,4,1.0
69828528,10,10,1.0
61833528,11,11,1.0
62077288,33,33,1.0
62077588,48,23,0.4791666666666667
63025528,55,20,0.36363636363636365
61893678,2,0,0.0
69851608,7,7,1.0
63086218,35,2,0.05714285714285714
61895608,69,69,1.0
66091098,20,0,0.0
36393828,18,17,0.9444444444444444
60018568,1,1,1.0
62021108,3,3,1.0
63062808,23,18,0.782608695652174
63079968,18,17,0.9444444444444444
66099758,6,6,1.0
67011858,4,4,1.0
63086618,16,16,1.0
61826678,132,111,0.8409090909090909
61839788,2,1,0.5
66021228,4,1,0.25
69828858,15,15,1.0
66020128,16,16,1.0
66096858,29,29,1.0
66068158,2,2,1.0
69828458,14,14,1.0
69836968,18,18,1.0
65002708,14,14,1.0
69813598,11,11,1.0
66080038,50,8,0.16
61880468,60,60,1.0
60822818,18,17,0.9444444444444444
66019708,39,38,0.9743589743589743
61836468,7,6,0.8571428571428571
63019518,16,15,0.9375
61820368,45,44,0.9777777777777777
69814888,7,0,0.0
69878898,25,25,1.0
68843398,31,31,1.0
61875058,0,0,
65016858,29,28,0.9655172413793104
66892788,38,33,0.868421052631579
61886298,19,19,1.0
66066628,21,21,1.0
67010968,0,0,
62095988,45,44,0.9777777777777777
69833308,13,13,1.0
66050638,33,30,0.9090909090909091
65010188,32,32,1.0
66022288,1,1,1.0
61849058,55,51,0.9272727272727272
61875978,78,78,1.0
61874568,51,51,1.0
61857388,49,48,0.9795918367346939
61805518,32,32,1.0
61831228,40,39,0.975
60805788,34,34,1.0
66066138,15,14,0.9333333333333333
63052838,10,10,1.0
61810978,45,45,1.0
61801758,19,19,1.0
67000708,1,1,1.0
61836428,57,57,1.0
65018608,4,3,0.75
63017078,27,27,1.0
65026928,41,36,0.8780487804878049
61847498,66,66,1.0
69872998,16,16,1.0
66082978,35,33,0.9428571428571428
61853258,19,19,1.0
65021278,16,15,0.9375
61841818,9,8,0.8888888888888888
67005678,7,6,0.8571428571428571
66050528,11,11,1.0
60830498,12,12,1.0
61852068,18,18,1.0
61853288,21,21,1.0
60823128,66,63,0.9545454545454546
62087028,24,24,1.0
61804098,16,15,0.9375
66085008,34,17,0.5
61805078,40,40,1.0
61853268,20,20,1.0
61804858,52,52,1.0
67002688,6,5,0.8333333333333334
61845988,71,71,1.0
69810718,46,41,0.8913043478260869
60000838,22,22,1.0
66091958,12,12,1.0
66077038,23,12,0.5217391304347826
61857218,50,49,0.98
61860988,26,26,1.0
61843098,69,69,1.0
62070518,31,29,0.9354838709677419
61857018,11,11,1.0
66078788,20,20,1.0
60826728,61,59,0.9672131147540983
66080168,22,18,0.8181818181818182
62066118,21,12,0.5714285714285714
69853688,1,1,1.0
65056708,1,0,0.0
62880868,2,2,1.0
65027098,14,13,0.9285714285714286
61805408,9,9,1.0
61879618,37,36,0.972972972972973
63057018,6,4,0.6666666666666666
69833218,30,30,1.0
62086678,0,0,
61823328,61,43,0.7049180327868853
65026908,3,1,0.3333333333333333
65897368,21,15,0.7142857142857143
61840998,45,45,1.0
60821588,24,21,0.875
12260609,33,5,0.15151515151515152
60006538,35,34,0.9714285714285714
62060558,28,20,0.7142857142857143
61829278,45,44,0.9777777777777777
69845988,5,5,1.0
62096628,5,5,1.0
65010798,18,18,1.0
63026018,44,44,1.0
65029758,25,23,0.92
60816178,16,16,1.0
61847768,32,26,0.8125
61888088,20,17,0.85
61836458,70,67,0.9571428571428572
60820068,23,23,1.0
66095768,1,1,1.0
60823168,18,18,1.0
67001968,5,5,1.0
67000608,1,1,1.0
62006288,4,4,1.0
61860068,10,10,1.0
66076988,13,11,0.8461538461538461
66071868,0,0,
66080258,11,11,1.0
69836908,14,13,0.9285714285714286
61846898,66,64,0.9696969696969697
69889468,4,3,0.75
61828308,49,48,0.9795918367346939
67011178,5,5,1.0
61859588,38,38,1.0
69895728,41,39,0.9512195121951219
62092828,32,32,1.0
66027168,18,18,1.0
66026598,16,16,1.0
61858278,13,13,1.0
62082778,23,20,0.8695652173913043
65052638,16,16,1.0
60801508,16,16,1.0
65011578,26,22,0.8461538461538461
61888878,32,32,1.0
61814188,59,17,0.288135593220339
62018198,26,9,0.34615384615384615
65056728,4,3,0.75
67012538,0,0,
61884308,30,27,0.9
61850608,55,51,0.9272727272727272
61852408,21,21,1.0
61888278,51,51,1.0
62089688,46,26,0.5652173913043478
66096058,0,0,
67854928,35,31,0.8857142857142857
69844118,42,27,0.6428571428571429
67001128,12,12,1.0
65027298,29,29,1.0
69842208,6,6,1.0
65026898,19,19,1.0
60801488,8,8,1.0
61858758,26,8,0.3076923076923077
63066598,17,16,0.9411764705882353
62076918,5,5,1.0
66008688,55,55,1.0
66029008,30,30,1.0
66050278,36,34,0.9444444444444444
61849378,64,55,0.859375
60817868,52,51,0.9807692307692307
62099568,5,5,1.0
61856228,7,7,1.0
66087298,13,12,0.9230769230769231
65052918,1,0,0.0
61890478,49,36,0.7346938775510204
60827488,29,27,0.9310344827586207
63018958,12,12,1.0
69877818,14,14,1.0
69852068,13,4,0.3076923076923077
65011128,6,6,1.0
66027058,9,5,0.5555555555555556
66026558,8,8,1.0
61870558,15,9,0.6
61823528,50,49,0.98
60005018,15,15,1.0
63099538,8,8,1.0
61859408,82,82,1.0
60818388,14,14,1.0
65026068,7,7,1.0
66070298,12,12,1.0
62085918,45,45,1.0
61820108,97,96,0.9896907216494846
63022618,145,29,0.2
69878118,46,46,1.0
66029288,2,2,1.0
61825588,61,58,0.9508196721311475
61878298,37,36,0.972972972972973
62055708,8,8,1.0
60001678,26,26,1.0
63096168,3,3,1.0
61826588,59,59,1.0
61852098,55,55,1.0
62051238,11,11,1.0
63062868,67,64,0.9552238805970149
66017208,4,4,1.0
66069278,9,9,1.0
69837288,38,36,0.9473684210526315
63077138,35,32,0.9142857142857143
62077198,33,30,0.9090909090909091
63001018,17,17,1.0
69866508,48,47,0.9791666666666666
63086298,12,11,0.9166666666666666
61878508,30,29,0.9666666666666667
61844618,32,31,0.96875
61828178,25,25,1.0
61828518,77,56,0.7272727272727273
62080528,68,65,0.9558823529411765
65029898,18,18,1.0
61835378,39,37,0.9487179487179487
66080958,0,0,
61840028,19,17,0.8947368421052632
60815228,1,1,1.0
61825868,58,58,1.0
65020258,8,6,0.75
69895628,26,26,1.0
66060728,32,26,0.8125
65018638,17,16,0.9411764705882353
63077178,12,12,1.0
69850428,5,5,1.0
67008858,3,3,1.0
65029268,16,16,1.0
61865188,8,6,0.75
65002878,3,1,0.3333333333333333
61849518,38,38,1.0
63095638,0,0,
65017288,13,12,0.9230769230769231
65082258,27,27,1.0
69896658,48,45,0.9375
66021788,10,10,1.0
65058968,25,25,1.0
65075728,22,22,1.0
65056518,3,2,0.6666666666666666
66091108,22,22,1.0
66075228,4,4,1.0
65011508,22,19,0.8636363636363636
62021138,2,2,1.0
60813408,42,42,1.0
62097688,16,13,0.8125
63098198,19,19,1.0
62067508,10,10,1.0
61802878,33,33,1.0
65001858,33,12,0.36363636363636365
61858718,66,65,0.9848484848484849
69885298,34,34,1.0
61828108,35,35,1.0
61830558,36,35,0.9722222222222222
63089518,31,30,0.967741935483871
60815078,21,21,1.0
69885328,11,9,0.8181818181818182
61873468,53,51,0.9622641509433962
61821368,25,23,0.92
61851528,113,36,0.3185840707964602
63071918,20,10,0.5
69830188,72,21,0.2916666666666667
62088818,43,41,0.9534883720930233
60005078,25,25,1.0
61859808,52,51,0.9807692307692307
61862008,0,0,
69873628,17,17,1.0
67006218,13,13,1.0
63095268,16,16,1.0
60824968,14,14,1.0
66080668,7,6,0.8571428571428571
61871668,1,1,1.0
61876818,38,38,1.0
66018778,25,25,1.0
65028108,20,20,1.0
63075598,12,12,1.0
63055098,17,17,1.0
66067668,20,19,0.95
63057808,12,12,1.0
65010218,20,8,0.4
61871328,50,26,0.52
66097078,40,36,0.9
66021278,12,12,1.0
61848698,16,16,1.0
63015618,23,23,1.0
63065598,5,5,1.0
65012138,17,17,1.0
61874708,24,17,0.7083333333333334
66068178,14,14,1.0
62092658,28,28,1.0
63082608,25,20,0.8
61847878,0,0,
65057298,33,30,0.9090909090909091
62072578,48,48,1.0
67000228,4,4,1.0
61840198,8,8,1.0
66097038,2,2,1.0
63085128,18,12,0.6666666666666666
66065208,1,0,0.0
61805768,41,41,1.0
69895688,23,22,0.9565217391304348
61852658,20,10,0.5
66076118,1,1,1.0
61847428,173,17,0.09826589595375723
65009998,46,45,0.9782608695652174
66017638,26,26,1.0
61879268,13,13,1.0
65026008,32,32,1.0
66058078,6,6,1.0
61858358,56,56,1.0
63098778,18,13,0.7222222222222222
61806908,191,57,0.29842931937172773
61829228,47,8,0.1702127659574468
63069938,30,30,1.0
61895368,27,27,1.0
61847168,61,35,0.5737704918032787
66021178,30,23,0.7666666666666667
67809918,4,1,0.25
60807718,21,21,1.0
66082628,4,4,1.0
62087038,22,22,1.0
60010538,26,26,1.0
61817698,109,47,0.43119266055045874
67809158,2,2,1.0
65058018,27,27,1.0
61849118,50,48,0.96
61889758,1,1,1.0
69856158,64,64,1.0
63002618,23,17,0.7391304347826086
62092798,34,32,0.9411764705882353
65009518,1,0,0.0
69873808,41,41,1.0
66026688,6,6,1.0
67810758,3,3,1.0
66067658,60,1,0.016666666666666666
61802508,2,0,0.0
62081668,19,16,0.8421052631578947
65059268,3,3,1.0
69898728,24,24,1.0
66009588,15,15,1.0
69872778,18,18,1.0
61840808,17,16,0.9411764705882353
61858008,18,18,1.0
61800088,7,1,0.14285714285714285
66079918,4,4,1.0
65028058,26,26,1.0
65018168,46,46,1.0
63095198,1,0,0.0
66028828,13,12,0.9230769230769231
63092688,1,1,1.0
65026998,6,1,0.16666666666666666
61896298,2,2,1.0
60823598,4,3,0.75
66077768,4,4,1.0
60822758,33,1,0.030303030303030304
65009958,7,7,1.0
62011088,19,17,0.8947368421052632
65016228,11,11,1.0
61873258,56,1,0.017857142857142856
63002168,15,0,0.0
61802168,3,0,0.0
60819778,36,35,0.9722222222222222
66079258,12,11,0.9166666666666666
65005088,34,34,1.0
63096568,17,17,1.0
61833978,11,11,1.0
60012968,32,32,1.0
69836808,37,37,1.0
67812568,21,9,0.42857142857142855
69809398,30,29,0.9666666666666667
60002758,10,10,1.0
61870618,8,8,1.0
61825818,16,8,0.5
63088918,0,0,
60803618,31,29,0.9354838709677419
69845278,11,2,0.18181818181818182
77661168,19,18,0.9473684210526315
61831398,39,38,0.9743589743589743
67821988,14,14,1.0
69893178,4,4,1.0
63079818,26,26,1.0
63090258,21,21,1.0
62050038,32,28,0.875
61812928,51,51,1.0
65009728,18,12,0.6666666666666666
65025718,2,2,1.0
63085788,5,5,1.0
66099938,25,25,1.0
66070518,1,1,1.0
61822128,51,51,1.0
61812528,50,50,1.0
61821528,59,59,1.0
61804368,25,25,1.0
69868828,57,41,0.7192982456140351
60018028,26,26,1.0
60824628,33,33,1.0
61850628,214,0,0.0
63060688,25,25,1.0
67810418,16,16,1.0
66080188,5,5,1.0
69869198,2,1,0.5
60815888,48,48,1.0
62097158,25,13,0.52
60015158,28,18,0.6428571428571429
69816998,12,5,0.4166666666666667
66072528,22,20,0.9090909090909091
61833928,175,4,0.022857142857142857
63012718,23,23,1.0
61805758,29,18,0.6206896551724138
67813718,38,38,1.0
60828328,36,36,1.0
60026008,20,20,1.0
62087058,9,8,0.8888888888888888
61806718,33,33,1.0
61807728,29,29,1.0
61875998,12,12,1.0
61874978,26,21,0.8076923076923077
66077738,0,0,
69871518,19,15,0.7894736842105263
61803488,21,17,0.8095238095238095
61804508,30,30,1.0
61806678,24,23,0.9583333333333334
60000928,44,41,0.9318181818181818
63061138,30,30,1.0
61842618,116,18,0.15517241379310345
66019518,4,1,0.25
60000138,28,28,1.0
66018868,20,20,1.0
69814428,43,43,1.0
63060108,23,19,0.8260869565217391
61892358,51,49,0.9607843137254902
60826128,43,29,0.6744186046511628
69891618,60,60,1.0
61847118,20,20,1.0
61853108,12,11,0.9166666666666666
63019028,60,8,0.13333333333333333
61845778,18,6,0.3333333333333333
61806398,24,24,1.0
68844418,3,3,1.0
66894418,40,36,0.9
63078708,95,38,0.4
65089028,1,1,1.0
69824058,42,42,1.0
61853278,64,4,0.0625
65055058,43,43,1.0
61835678,35,34,0.9714285714285714
20100069,40,34,0.85
65001898,10,8,0.8
67845058,55,54,0.9818181818181818
60804768,67,65,0.9701492537313433
69873778,1,1,1.0
63065068,56,56,1.0
61844578,3,3,1.0
66092578,11,0,0.0
67812598,20,16,0.8
61893028,27,11,0.4074074074074074
62098008,21,20,0.9523809523809523
61831968,40,40,1.0
61806498,44,44,1.0
60801888,6,6,1.0
68840788,25,25,1.0
65026918,6,5,0.8333333333333334
62071588,44,44,1.0
61833878,27,27,1.0
60018638,8,6,0.75
69886898,13,0,0.0
61821718,73,70,0.958904109589041
66099178,0,0,
66066588,5,3,0.6
61886218,1,1,1.0
69889918,41,41,1.0
69889868,38,38,1.0
61853908,23,8,0.34782608695652173
66091178,1,1,1.0
65010698,39,39,1.0
62080568,16,11,0.6875
66069978,19,19,1.0
62091678,11,10,0.9090909090909091
65027208,35,34,0.9714285714285714
62088038,39,37,0.9487179487179487
61877368,21,21,1.0
61877428,28,28,1.0
61877018,23,23,1.0
63090228,15,15,1.0
65026198,11,11,1.0
65027698,14,13,0.9285714285714286
61825298,28,28,1.0
65009258,14,14,1.0
63059058,17,13,0.7647058823529411
66097128,0,0,
61813168,46,46,1.0
60828498,51,51,1.0
61812508,51,51,1.0
61801678,5,2,0.4
66082718,10,9,0.9
60826908,5,5,1.0
60815458,11,11,1.0
63068608,19,19,1.0
60803378,29,28,0.9655172413793104
66066598,66,21,0.3181818181818182
61845228,217,105,0.4838709677419355
60806618,19,19,1.0
69868998,12,12,1.0
62079818,7,1,0.14285714285714285
65011808,12,11,0.9166666666666666
61836318,25,15,0.6
65089578,24,23,0.9583333333333334
66080228,6,6,1.0
61830328,15,13,0.8666666666666667
61812568,55,55,1.0
61877178,31,31,1.0
61877378,25,25,1.0
69879088,40,40,1.0
61876908,23,23,1.0
61877328,24,24,1.0
69801418,39,25,0.6410256410256411
61894628,23,23,1.0
60008778,5,1,0.2
60818318,4,4,1.0
61877168,34,34,1.0
61877388,25,25,1.0
61828798,32,3,0.09375
69824658,23,19,0.8260869565217391
63091578,46,15,0.32608695652173914
66020008,4,4,1.0
62080038,0,0,
60801588,34,15,0.4411764705882353
61861168,28,27,0.9642857142857143
62097568,12,12,1.0
62051538,34,34,1.0
69817908,64,19,0.296875
61867618,52,49,0.9423076923076923
61857818,15,15,1.0
65086778,0,0,
61812158,57,57,1.0
66061708,32,30,0.9375
60000058,21,20,0.9523809523809523
61867988,1,1,1.0
62086818,39,31,0.7948717948717948
66092018,0,0,
61834968,39,39,1.0
65056168,37,36,0.972972972972973
61807978,15,10,0.6666666666666666
63059108,96,4,0.041666666666666664
63087828,21,21,1.0
60818828,32,32,1.0
61885908,2,1,0.5
63066718,17,17,1.0
69883188,23,18,0.782608695652174
69811528,6,6,1.0
61834978,13,13,1.0
63095668,23,7,0.30434782608695654
61836168,57,57,1.0
61801528,46,46,1.0
61801918,44,44,1.0
61801868,37,37,1.0
60821608,25,25,1.0
61844718,140,43,0.30714285714285716
65011608,12,11,0.9166666666666666
61803218,7,6,0.8571428571428571
60818678,4,2,0.5
65019128,8,8,1.0
61803978,11,10,0.9090909090909091
69897638,10,7,0.7
61851028,12,10,0.8333333333333334
60000658,46,43,0.9347826086956522
61849308,41,41,1.0
63089038,28,28,1.0
68843378,189,89,0.4708994708994709
65027138,4,4,1.0
61832688,38,32,0.8421052631578947
63019008,13,13,1.0
60007728,23,23,1.0
61823378,47,46,0.9787234042553191
61871578,20,6,0.3
69838678,46,10,0.21739130434782608
65028508,0,0,
65029778,0,0,
63066008,25,25,1.0
62092118,22,22,1.0
61872178,224,22,0.09821428571428571
61841788,6,0,0.0
60824158,29,27,0.9310344827586207
61816858,74,2,0.02702702702702703
61842578,23,22,0.9565217391304348
61826568,54,51,0.9444444444444444
61851408,57,57,1.0
60000558,46,45,0.9782608695652174
61889908,29,29,1.0
66028638,4,2,0.5
63076718,26,25,0.9615384615384616
62072008,0,0,
66096508,0,0,
60815628,5,3,0.6
62098858,17,17,1.0
69825908,38,31,0.8157894736842105
63071298,20,1,0.05
65026828,14,14,1.0
61835198,92,90,0.9782608695652174
65011988,25,24,0.96
62095758,21,20,0.9523809523809523
66077058,0,0,
61862618,3,2,0.6666666666666666
60820818,27,27,1.0
61849578,79,79,1.0
61858968,5,5,1.0
61891588,110,35,0.3181818181818182
60815318,9,9,1.0
61873908,6,6,1.0
65015998,1,0,0.0
69802618,37,10,0.2702702702702703
61840568,53,52,0.9811320754716981
69847108,35,33,0.9428571428571428
61843358,100,100,1.0
61800908,12,2,0.16666666666666666
60814798,37,30,0.8108108108108109
63076978,17,17,1.0
61870468,23,23,1.0
69865688,37,34,0.918918918918919
69828188,32,32,1.0
60822668,23,23,1.0
65017628,12,2,0.16666666666666666
69809358,118,0,0.0
63029778,29,29,1.0
65025298,10,10,1.0
61826668,11,10,0.9090909090909091
68840868,1,1,1.0
61874058,3,3,1.0
61850188,9,9,1.0
66082288,2,2,1.0
69898568,6,6,1.0
61872678,4,4,1.0
67851828,7,3,0.42857142857142855
60005578,22,21,0.9545454545454546
61881058,0,0,
63019178,17,16,0.9411764705882353
68842798,7,7,1.0
61863718,45,39,0.8666666666666667
62095818,24,18,0.75
69869428,17,17,1.0
66009608,20,20,1.0
61851358,29,29,1.0
63092808,1,1,1.0
63097708,2,2,1.0
61843328,27,27,1.0
61850258,4,4,1.0
60821368,22,22,1.0
61876328,37,34,0.918918918918919
62099798,30,28,0.9333333333333333
66088708,0,0,
66068168,5,5,1.0
60801858,43,43,1.0
65026288,13,13,1.0
61827288,8,7,0.875
66027688,0,0,
66082038,17,17,1.0
53159995,3,3,1.0
69814028,16,15,0.9375
61884478,17,16,0.9411764705882353
61835818,33,33,1.0
63018698,16,16,1.0
61857758,2,2,1.0
63066638,18,18,1.0
63082568,0,0,
67812458,34,34,1.0
64412238,0,0,
67819208,32,32,1.0
61887128,3,3,1.0
61877288,11,10,0.9090909090909091
61822788,46,46,1.0
61877318,17,15,0.8823529411764706
61834908,46,41,0.8913043478260869
66067138,9,9,1.0
61847388,49,0,0.0
61841498,31,30,0.967741935483871
61835928,32,32,1.0
66069228,2,2,1.0
61812228,175,108,0.6171428571428571
65006298,10,4,0.4
61827308,5,4,0.8
65021908,11,10,0.9090909090909091
69856068,0,0,
68843718,12,12,1.0
60824478,241,0,0.0
61829688,5,0,0.0
60826558,31,5,0.16129032258064516
68844068,37,5,0.13513513513513514
63025628,3,0,0.0
63090088,92,2,0.021739130434782608
66058018,1,1,1.0
61851398,7,7,1.0
61806658,15,15,1.0
63096838,8,8,1.0
61842268,4,2,0.5
69898218,19,19,1.0
67810468,1,1,1.0
61832698,6,6,1.0
65019628,31,22,0.7096774193548387
65018988,1,1,1.0
61828828,26,21,0.8076923076923077
61823388,58,56,0.9655172413793104
61866768,1,1,1.0
67854358,63,39,0.6190476190476191
61896008,6,6,1.0
60807958,27,27,1.0
61853918,18,3,0.16666666666666666
61895718,3,1,0.3333333333333333
61884528,18,18,1.0
63082758,3,3,1.0
69846888,29,24,0.8275862068965517
67854528,55,52,0.9454545454545454
62055638,9,9,1.0
62890928,24,24,1.0
69890258,3,3,1.0
66026868,0,0,
61826558,0,0,
61841168,58,58,1.0
63059858,20,2,0.1
62080218,31,31,1.0
66021728,6,6,1.0
61827298,3,1,0.3333333333333333
65015898,13,12,0.9230769230769231
63000568,14,11,0.7857142857142857
69883618,20,20,1.0
66020158,2,2,1.0
69833718,17,17,1.0
63018918,10,10,1.0
65055088,2,2,1.0
63072568,6,6,1.0
69863208,27,27,1.0
66009858,19,12,0.631578947368421
62846388,113,94,0.831858407079646
61842278,32,32,1.0
66027698,1,0,0.0
65055118,7,6,0.8571428571428571
65057208,9,4,0.4444444444444444
63076618,1,0,0.0
62096218,1,1,1.0
61858068,10,10,1.0
60818098,11,11,1.0
61862088,46,46,1.0
61821998,22,22,1.0
69819978,13,0,0.0
62092068,47,40,0.851063829787234
69845458,9,0,0.0
61836588,19,19,1.0
60828808,0,0,
61832718,5,3,0.6
61856368,29,29,1.0
62089168,35,31,0.8857142857142857
61850098,20,20,1.0
65012988,6,6,1.0
63060078,16,16,1.0
60818588,12,12,1.0
66893288,28,28,1.0
69829008,33,33,1.0
68843058,23,23,1.0
66072808,1,1,1.0
65011268,4,4,1.0
69868268,4,0,0.0
69896058,60,57,0.95
69809458,45,45,1.0
69891678,11,11,1.0
69897138,37,37,1.0
65001138,6,6,1.0
61891888,36,36,1.0
61844868,29,29,1.0
69826368,9,9,1.0
65077158,44,29,0.6590909090909091
61835108,70,67,0.9571428571428572
69890858,19,12,0.631578947368421
63081208,8,8,1.0
61846608,31,31,1.0
66078508,0,0,
60815918,1,1,1.0
69866698,24,24,1.0
61897398,60,58,0.9666666666666667
63000598,3,3,1.0
63019198,27,27,1.0
66026178,1,1,1.0
66050018,21,21,1.0
61843718,28,26,0.9285714285714286
62075718,4,4,1.0
65019978,1,1,1.0
66071678,3,3,1.0
63082508,44,44,1.0
61807998,7,7,1.0
61808178,11,11,1.0
63062288,2,1,0.5
63092198,15,13,0.8666666666666667
66066568,15,15,1.0
68844598,3,3,1.0
