account_id,cash_in_first_day,asset_first_in
60828898,2019-04-16,15000.00000000000000000000
60829258,2019-05-21,31620.74000000000000000000
60829308,2019-02-11,3100.58000000000000000000
60829408,2019-09-30,10000.40000000000000000000
60829528,2019-02-11,3044.43000000000000000000
60829568,2019-04-16,16923.85000000000000000000
60829828,2019-05-20,71856.44781500000000000000
60830098,2019-02-01,9310.82000000000000000000
60830118,2019-12-03,22895.78000000000000000000
60830358,2019-05-06,6110.99000000000000000000
60830498,2019-10-02,31310.33000000000000000000
60830568,2019-03-15,17493.30000000000000000000
60831698,2019-02-14,2526.00000000000000000000
60845788,2019-03-05,3302.42000000000000000000
60848968,2019-03-05,-1924.22000000000000000000
60851968,2019-05-29,11362.69000000000000000000
60852078,2019-10-16,20012.91000000000000000000
60878568,2019-02-25,361024.31562500000000000000
61373066,2019-10-21,6000.00000000000000000000
61800198,2019-07-05,10235.53000000000000000000
61800658,2019-08-07,6800.00000000000000000000
61800858,2019-03-21,2269.61000000000000000000
61801418,2019-02-27,5211.04404000000000000000
61801528,2019-09-16,15034.83000000000000000000
61801658,2019-02-25,2094.12000000000000000000
61801758,2019-05-24,19985.00000000000000000000
61801808,2019-05-10,573363.81633123092400000000
61801828,2019-02-27,26764.69135500000000000000
61801868,2019-09-16,13143.12000000000000000000
61801918,2019-09-16,13952.70000000000000000000
61802168,2019-02-27,17524.98000000000000000000
61802578,2019-12-03,20000.00000000000000000000
61802688,2019-11-07,3659.57000000000000000000
61802828,2019-03-04,7986.78000000000000000000
61802878,2019-10-02,15400.45000000000000000000
61802898,2019-04-26,5291.52000000000000000000
61803008,2019-05-17,2222.00000000000000000000
61803058,2019-04-17,5505.47000000000000000000
61803078,2019-02-01,15001.00000000000000000000
61803298,2019-05-28,10388.29000000000000000000
61803378,2019-07-03,7434.71000000000000000000
61803418,2019-04-09,2000.00000000000000000000
61803488,2019-05-15,26727.42000000000000000000
61803588,2019-09-30,10000.00000000000000000000
61804158,2019-10-17,30208.44000000000000000000
61804308,2019-06-27,15000.00000000000000000000
61804368,2019-03-01,11013.60000000000000000000
61804428,2019-05-21,5865.06000000000000000000
61804498,2019-12-04,13912.21000000000000000000
61804668,2019-07-23,74512.98000000000000000000
61804718,2019-07-30,24881.33000000000000000000
61804758,2019-07-04,9987.98000000000000000000
61804898,2019-07-08,8495.00000000000000000000
61804968,2019-02-15,4500.00000000000000000000
61805318,2019-09-20,10070.45000000000000000000
61805328,2019-09-16,728461.44000000000000000000
61805428,2019-06-04,6748.06000000000000000000
61805518,2019-10-02,25110.20000000000000000000
61805528,2019-07-05,13196.42000000000000000000
61805758,2019-09-30,11266.31000000000000000000
61805818,2019-02-01,3234.69000000000000000000
61805828,2019-07-04,16000.00000000000000000000
61805888,2019-07-09,58200.79000000000000000000
61806228,2019-05-20,4288.00000000000000000000
61806418,2019-10-25,20320.89000000000000000000
61806508,2019-12-04,10073.60291500000000000000
61806518,2019-07-09,15177.89779456243200000000
61806908,2019-04-12,144658.62344977725200000000
61806998,2019-12-04,11048.37000000000000000000
61807098,2019-12-04,35061.20895000000000000000
61807178,2019-04-16,7000.00000000000000000000
61807318,2019-12-04,10010.89000000000000000000
61807328,2019-12-20,12735.99000000000000000000
61807428,2019-02-01,33229.34000000000000000000
61807488,2019-05-21,5321.91000000000000000000
61807558,2019-12-05,10755.06000000000000000000
61807598,2019-12-05,10061.33000000000000000000
61807608,2019-05-20,4266.00000000000000000000
61807668,2019-06-04,4000.01000000000000000000
61807688,2019-12-05,10087.15000000000000000000
61807798,2019-12-05,10086.46000000000000000000
61807808,2019-02-18,150637.15000000000000000000
61807908,2019-12-05,10026.61000000000000000000
61807978,2019-07-03,8151.83000000000000000000
61808098,2019-03-19,18482.35156000000000000000
61808168,2019-04-02,160000.00000000000000000000
61808308,2019-11-18,487723.57000000000000000000
61808878,2019-06-24,32646.78000000000000000000
61808898,2019-06-24,34516.64000000000000000000
61810618,2019-09-13,8888.88000000000000000000
61810678,2019-12-02,177047.97000000000000000000
61810988,2019-12-05,10768.19000000000000000000
61811000,2019-11-25,10000.00000000000000000000
61811088,2019-05-20,3188.00000000000000000000
61811188,2019-07-12,7303.59049698982400000000
61811968,2019-04-15,31003.65000000000000000000
61812088,2019-05-20,3302.00000000000000000000
61812108,2019-05-07,1000.00000000000000000000
61812188,2019-05-20,4199.00000000000000000000
61812228,2019-08-30,5454.69000000000000000000
61812258,2019-04-01,3001.41000000000000000000
61812478,2019-07-25,0E-20
61812578,2019-03-04,5259.73000000000000000000
61812618,2019-12-02,28689.07000000000000000000
61812678,2019-03-20,516804.01000000000000000000
61812998,2019-06-24,36382.53000000000000000000
61813178,2019-05-08,1569.25000000000000000000
61813188,2019-02-15,5605.16000000000000000000
61813268,2019-03-08,37130.31524500000000000000
61813358,2019-09-19,17650.37000000000000000000
61813558,2019-09-19,15801.20000000000000000000
61813678,2019-02-18,47.50000000000000000000
61814188,2019-02-12,-35839.78285500000000000000
61815008,2019-12-23,0E-20
61815618,2019-07-31,26321.91000000000000000000
61816928,2019-02-04,9590.62475000000000000000
61817698,2019-02-22,311155.83000000000000000000
61820018,2019-05-20,5050.00000000000000000000
61820118,2019-02-15,16921.26000000000000000000
61820188,2019-02-04,8701.18000000000000000000
61820298,2019-03-22,2197.44000000000000000000
61820428,2019-06-05,47522.67531000000000000000
61820498,2019-05-03,27962.78000000000000000000
61820508,2019-05-03,30210.64000000000000000000
61820558,2019-06-18,5109.91000000000000000000
61820588,2019-05-03,27653.41000000000000000000
61820828,2019-12-03,780000.07000000000000000000
61820868,2019-05-03,24859.86000000000000000000
61820888,2019-03-20,8872.41000000000000000000
61821098,2019-02-15,17065.97000000000000000000
61821128,2019-09-30,8705.12000000000000000000
61821318,2019-10-08,10390.00000000000000000000
61821368,2019-03-06,4789.89000000000000000000
61821718,2019-08-12,25986.86000000000000000000
61821808,2019-07-05,15147.03000000000000000000
61821968,2019-12-02,23161.47000000000000000000
61821978,2019-07-12,20710.57000000000000000000
61821998,2019-02-22,6788.80000000000000000000
61822308,2019-07-10,530.85000000000000000000
61822328,2019-07-10,1125.50000000000000000000
61822358,2019-09-18,1963.10000000000000000000
61822468,2019-02-21,20000.00000000000000000000
61822628,2019-06-26,11198.30000000000000000000
61823018,2019-02-04,11540.17150000000000000000
61823078,2019-02-04,2202.89752411545000000000
61823088,2019-08-26,10016.67000000000000000000
61823268,2019-02-20,25000.00000000000000000000
61823378,2019-04-01,16423.99000000000000000000
61823468,2019-11-18,4000.00000000000000000000
61823528,2019-07-03,2562.27000000000000000000
61824018,2019-02-14,1389.06000000000000000000
61824028,2019-06-27,15000.00000000000000000000
61824318,2019-12-02,14191.27000000000000000000
61824368,2019-03-07,3945.57000000000000000000
61824398,2019-02-18,9705.01000000000000000000
61824478,2019-12-19,13490.99000000000000000000
61824508,2019-02-08,546816.60000000000000000000
61824658,2019-10-18,11000.00000000000000000000
61824708,2019-03-25,20526.86000000000000000000
61824818,2019-02-14,2421.84000000000000000000
61824908,2019-06-17,17444.11000000000000000000
61824968,2019-09-20,17807.07000000000000000000
61825078,2019-03-19,81570.44000000000000000000
61825088,2019-09-30,17130.70000000000000000000
61825118,2019-03-25,20484.36000000000000000000
61825128,2019-03-25,20521.00000000000000000000
61825218,2019-10-02,6006.89330000000000000000
61825298,2019-09-19,6420.00000000000000000000
61825318,2019-06-03,36906.42000000000000000000
61825508,2019-11-06,32594.80000000000000000000
61825518,2019-12-03,15255.17000000000000000000
61825618,2019-05-02,14493.59000000000000000000
61825688,2019-12-02,12669.54000000000000000000
61825698,2019-07-16,7365.75000000000000000000
61825728,2019-04-04,72854.04000000000000000000
61825808,2019-02-28,37386.71000000000000000000
61825868,2019-10-21,22868.03000000000000000000
61825998,2019-08-20,12532.25000000000000000000
61826068,2019-02-15,10000.00000000000000000000
61826218,2019-11-04,21130.15000000000000000000
61826278,2019-07-15,19440.30546000000000000000
61826578,2019-07-29,22000.39000000000000000000
61826668,2019-06-24,87916.97000000000000000000
61826678,2019-04-10,97401.21864477520000000000
61826718,2019-10-22,33179.77000000000000000000
61826728,2019-03-25,20489.86000000000000000000
61826758,2019-03-25,20538.94000000000000000000
61826868,2019-04-29,327.89000000000000000000
61827028,2019-06-04,29834.20000000000000000000
61827158,2019-06-04,33693.66000000000000000000
61827218,2019-03-07,6935.91000000000000000000
61827298,2019-06-25,112810.36000000000000000000
61827368,2019-10-30,13623.06000000000000000000
61827398,2019-04-26,56947.82000000000000000000
61827588,2019-05-31,14712.45000000000000000000
61827678,2019-03-01,20200.00000000000000000000
61827858,2019-02-14,3487.77000000000000000000
61828118,2019-03-06,6220.02000000000000000000
61828298,2019-02-13,5939.58000000000000000000
61828308,2019-07-05,11000.00000000000000000000
61828598,2019-06-18,22868.22000000000000000000
61828698,2019-10-04,15000.00000000000000000000
61828828,2019-07-09,800.00000000000000000000
61828988,2019-06-03,147574.65000000000000000000
61829028,2019-03-04,7509.46000000000000000000
61829078,2019-12-11,24700.00000000000000000000
61829198,2019-04-03,104348.04000000000000000000
61829208,2019-07-23,20498.54000000000000000000
61829228,2019-04-03,52171.65000000000000000000
61829278,2019-07-08,10000.00000000000000000000
61829368,2019-04-30,16119.64000000000000000000
61829428,2019-04-04,53307.27296500000000000000
61829598,2019-02-01,8242.15000000000000000000
61829688,2019-03-08,17031.18000000000000000000
61829888,2019-05-20,3366.00000000000000000000
61829978,2019-07-10,15185.24000000000000000000
61830328,2019-02-26,4621.53000000000000000000
61830758,2019-10-10,4500.00000000000000000000
61831078,2019-02-13,79867.54000000000000000000
61831328,2019-08-06,34925.37000000000000000000
61831398,2019-02-25,13000.00000000000000000000
61831428,2019-02-26,609.83000000000000000000
61831568,2019-03-06,9950.38000000000000000000
61831658,2019-10-03,49796.60000000000000000000
61831768,2019-05-08,10000.00000000000000000000
61831868,2019-04-10,63957.80000000000000000000
61832108,2019-09-16,10000.00000000000000000000
61832308,2019-03-13,12740.64000000000000000000
61832398,2019-11-27,4000.00000000000000000000
61832418,2019-12-03,31916.34000000000000000000
61832498,2019-03-13,10793.92000000000000000000
61832528,2019-04-02,19800.00000000000000000000
61832568,2019-02-01,4374.02000000000000000000
61832688,2019-02-01,10235.00000000000000000000
61832718,2019-06-17,18421.22848500000000000000
61832728,2019-07-05,26154.13000000000000000000
61832758,2019-02-22,6222.63000000000000000000
61832778,2019-02-25,6352.75000000000000000000
61832918,2019-08-23,52827.34450837800000000000
61832928,2019-11-15,10000.00000000000000000000
61833388,2019-07-05,25553.66000000000000000000
61833528,2019-03-05,17449.51000000000000000000
61833728,2019-03-22,286777.19621500000000000000
61833798,2019-06-24,50005.85000000000000000000
61833878,2019-02-01,8016.50000000000000000000
61833928,2019-10-02,25000.00000000000000000000
61833978,2019-05-21,15145.10000000000000000000
61834078,2019-12-10,22882.86000000000000000000
61834098,2019-12-19,85000.00000000000000000000
61834228,2019-12-03,4387.02470274041200000000
61834458,2019-05-24,10050.00000000000000000000
61834678,2019-03-18,395263.74000000000000000000
61834798,2019-03-19,3524.67000000000000000000
61834908,2019-05-30,220432.43000000000000000000
61834918,2019-02-27,76410.44000000000000000000
61835108,2019-08-16,3331.06000000000000000000
61835118,2019-04-15,1270.12000000000000000000
61835288,2019-06-03,82251.11000000000000000000
61835678,2019-03-29,5065.28518500000000000000
61835718,2019-09-03,10146.03000000000000000000
61835728,2019-04-16,55.69000000000000000000
61835818,2019-03-05,3210.61000000000000000000
61835998,2019-04-23,26175.16224500000000000000
61836018,2019-07-04,21959.69000000000000000000
61836318,2019-02-26,36574.18111018288400000000
61836458,2019-10-25,80388.08000000000000000000
61836588,2019-02-22,8085.87000000000000000000
61839788,2019-06-03,977.44000000000000000000
61840128,2019-05-10,13705.95221000000000000000
61840208,2019-07-08,26459.87000000000000000000
61840328,2019-06-20,63874.10364500000000000000
61840568,2019-06-27,19927.62000000000000000000
61840578,2019-02-15,6303.23000000000000000000
61840688,2019-04-17,3000.81000000000000000000
61840798,2019-11-05,20599.12000000000000000000
61840818,2019-06-17,2703.84000000000000000000
61840998,2019-10-28,14948.10000000000000000000
61841228,2019-10-03,7789.15156000000000000000
61841308,2019-11-22,10124.27000000000000000000
61841398,2019-07-04,18193.68000000000000000000
61841418,2019-06-19,6873.34000000000000000000
61841488,2019-09-19,13531.68000000000000000000
61841558,2019-07-02,2000.68000000000000000000
61841598,2019-05-09,19005.68000000000000000000
61841688,2019-03-27,23830.56000000000000000000
61841818,2019-10-16,7080.53000000000000000000
61842268,2019-08-27,33148.99000000000000000000
61842278,2019-08-22,193.68000000000000000000
61842518,2019-07-05,34116.43000000000000000000
61842618,2019-02-27,3214.88093000000000000000
61842658,2019-04-18,14428.47000000000000000000
61842828,2019-10-02,32888.26000000000000000000
61843918,2019-05-20,9256.96000000000000000000
61843968,2019-04-24,23000.00000000000000000000
61844098,2019-07-09,18606.68000000000000000000
61844318,2019-07-29,23000.00000000000000000000
61844668,2019-12-23,9242.91000000000000000000
61844868,2019-04-17,689657.68000000000000000000
61844898,2019-11-27,9955.81000000000000000000
61845178,2019-11-15,16261.29000000000000000000
61845218,2019-04-11,20726.80000000000000000000
61845228,2019-04-26,150480.10322000000000000000
61845608,2019-07-24,8864.59000000000000000000
61845778,2019-02-04,53636.39000000000000000000
61845868,2019-11-19,390000.00000000000000000000
61845988,2019-02-26,10252.42000000000000000000
61846088,2019-02-25,15700.49000000000000000000
61846568,2019-07-15,20000.00000000000000000000
61846658,2019-03-01,15938.40586409593400000000
61846898,2019-06-20,11676.40000000000000000000
61846958,2019-08-13,9000.00000000000000000000
61846968,2019-11-21,14335.51000000000000000000
61847008,2019-10-23,18000.00000000000000000000
61847088,2019-08-21,10000.00000000000000000000
61847168,2019-02-01,7151.14000000000000000000
61847208,2019-04-24,10556.94000000000000000000
61847288,2019-11-21,3234.67000000000000000000
61847368,2019-09-18,50000.00000000000000000000
61847388,2019-08-12,20000.00000000000000000000
61847398,2019-05-20,6921.00000000000000000000
61847428,2019-02-19,8665.55000000000000000000
61847498,2019-04-10,31496.31000000000000000000
61847678,2019-05-08,15755.00000000000000000000
61847768,2019-03-15,12952.27000000000000000000
61847798,2019-03-01,28477.19000000000000000000
61847878,2019-05-02,15015.00000000000000000000
61848398,2019-06-03,6427.05000000000000000000
61848478,2019-12-20,28282.38000000000000000000
61848688,2019-10-02,28992.71000000000000000000
61848698,2019-07-04,10000.00000000000000000000
61848708,2019-04-11,20699.88000000000000000000
61848718,2019-09-30,6742.85000000000000000000
61848788,2019-06-19,14084.98000000000000000000
61848858,2019-10-18,17378.96000000000000000000
61848978,2019-02-08,8500.00000000000000000000
61848988,2019-09-17,2520.67000000000000000000
61849028,2019-10-02,23345.04000000000000000000
61849118,2019-08-05,41620.06000000000000000000
61849178,2019-03-13,201562.16000000000000000000
61849188,2019-06-19,54214.75000000000000000000
61849278,2019-04-26,24985.77000000000000000000
61849308,2019-02-25,11756.22000000000000000000
61849368,2019-02-11,11854.58000000000000000000
61849378,2019-02-26,7738.80000000000000000000
61849388,2019-02-21,6243.92000000000000000000
61849518,2019-04-17,31142.39000000000000000000
61849588,2019-03-04,45099.66000000000000000000
61849688,2019-02-18,5785.21000000000000000000
61849768,2019-07-10,39167.28000000000000000000
61849858,2019-07-04,20695.93000000000000000000
61849918,2019-03-04,6168.00000000000000000000
61850098,2019-06-27,8857.70000000000000000000
61850178,2019-02-26,1832.31275000000000000000
61850188,2019-06-06,10167.04000000000000000000
61850278,2019-10-15,20000.18000000000000000000
61850328,2019-04-08,5573.28000000000000000000
61850628,2019-03-04,23761.33000000000000000000
61850668,2019-05-20,14078.28000000000000000000
61850678,2019-05-03,36870.63592000000000000000
61851028,2019-02-15,4100.00000000000000000000
61851188,2019-12-11,39356.40000000000000000000
61851298,2019-04-15,3050.00000000000000000000
61851328,2019-11-15,14802.11000000000000000000
61851528,2019-10-18,5000.00000000000000000000
61851588,2019-06-06,54730.54000000000000000000
61851778,2019-12-09,17348.49000000000000000000
61851798,2019-02-28,4751.37000000000000000000
61852068,2019-10-02,31298.43000000000000000000
61852358,2019-03-04,18095.66000000000000000000
61852378,2019-03-18,6333.97000000000000000000
61852418,2019-02-25,14716.83000000000000000000
61852568,2019-02-04,20000.00000000000000000000
61852588,2019-11-18,20000.00000000000000000000
61852628,2019-05-28,10268.69000000000000000000
61852658,2019-05-20,22269.90006230000000000000
61852788,2019-03-26,10000.00000000000000000000
61853108,2019-07-05,16288.13000000000000000000
61853258,2019-10-02,31350.87000000000000000000
61853268,2019-10-02,31362.50000000000000000000
61853278,2019-09-23,20240.98403500000000000000
61853288,2019-10-02,31494.22000000000000000000
61853558,2019-04-03,21683.28000000000000000000
61853718,2019-04-03,18863.37000000000000000000
61853858,2019-11-06,29995.00000000000000000000
61853898,2019-03-04,6940.95000000000000000000
61853908,2019-07-11,10001.00000000000000000000
61853918,2019-07-10,10000.00000000000000000000
61853978,2019-10-25,28834.70000000000000000000
61854188,2019-02-18,52139.75000000000000000000
61854198,2019-11-18,20000.00000000000000000000
61854228,2019-02-15,15700.83000000000000000000
61854318,2019-06-04,38635.23000000000000000000
61854378,2019-06-18,150317.42000000000000000000
61854508,2019-02-15,16070.42000000000000000000
61854688,2019-04-15,3050.00000000000000000000
61854758,2019-11-18,19000.00000000000000000000
61854898,2019-09-25,11703.97000000000000000000
61855288,2019-04-15,3050.00000000000000000000
61855498,2019-03-14,63226.43954500000000000000
61855508,2019-11-12,12000.00000000000000000000
61855688,2019-12-05,16356.33000000000000000000
61855788,2019-06-12,39804.12000000000000000000
61855878,2019-03-13,13315.13556000000000000000
61856228,2019-10-17,18000.08000000000000000000
61856488,2019-12-20,19312.50000000000000000000
61857088,2019-08-08,8069.87000000000000000000
61857098,2019-12-04,29490.76000000000000000000
61857178,2019-06-25,18123.22000000000000000000
61857218,2019-10-28,9571.78270500000000000000
61857328,2019-04-17,40259.05000000000000000000
61857388,2019-10-29,39716.91000000000000000000
61857878,2019-06-19,5000.01000000000000000000
61857918,2019-11-12,10001.02000000000000000000
61857928,2019-06-21,161791.45000000000000000000
61858008,2019-05-24,11925.00000000000000000000
61858018,2019-12-02,15619.22000000000000000000
61858118,2019-03-04,5388.76000000000000000000
61858278,2019-02-15,2400.00000000000000000000
61858358,2019-10-08,24803.66000000000000000000
61858718,2019-02-28,32662.77000000000000000000
61858758,2019-05-15,7863.15423086672000000000
61859158,2019-06-28,10342.39000000000000000000
61859198,2019-10-18,15068.33000000000000000000
61859318,2019-05-06,21091.61069000000000000000
61859528,2019-05-17,38087.36000000000000000000
61859558,2019-06-18,20123.24000000000000000000
61859578,2019-02-18,14294.71000000000000000000
61860188,2019-03-12,20001.00000000000000000000
61860308,2019-05-06,15001.00000000000000000000
61860328,2019-02-18,16292.26000000000000000000
