account_id,cash_in_first_day,asset_first_in
61860368,2019-02-15,951.27000000000000000000
61860658,2019-05-14,15100.00000000000000000000
61860688,2019-06-04,35539.77000000000000000000
61861388,2019-06-19,7500.00000000000000000000
61861808,2019-05-20,2299.00000000000000000000
61861868,2019-03-01,11470.22000000000000000000
61861878,2019-07-16,35910.71000000000000000000
61862128,2019-12-11,9983.95000000000000000000
61863718,2019-03-04,653.15000000000000000000
61864298,2019-08-16,32762.66000000000000000000
61864328,2019-10-17,32095.91506500000000000000
61864688,2019-06-18,19578.33000000000000000000
61865108,2019-03-05,6677.18000000000000000000
61865988,2019-02-18,2400.01000000000000000000
61866078,2019-07-09,15334.55000000000000000000
61866618,2019-03-19,7967.68000000000000000000
61866688,2019-02-28,-3340.76000000000000000000
61867398,2019-04-01,15094.44000000000000000000
61867758,2019-02-08,8500.00000000000000000000
61867858,2019-07-02,41000.00000000000000000000
61867888,2019-02-19,5200.00000000000000000000
61867988,2019-07-11,1000.00000000000000000000
61868718,2019-03-05,14495.77000000000000000000
61868768,2019-11-15,19500.16000000000000000000
61868788,2019-04-15,3050.00000000000000000000
61869058,2019-04-15,33754.97000000000000000000
61869108,2019-06-21,10000.00000000000000000000
61869198,2019-02-21,-13583.17000000000000000000
61870068,2019-06-03,3000.00000000000000000000
61870558,2019-08-28,24000.00000000000000000000
61870668,2019-06-17,18000.00000000000000000000
61870798,2019-06-17,18000.00000000000000000000
61871328,2019-09-17,10018.40000000000000000000
61871478,2019-11-18,37826.95000000000000000000
61871578,2019-07-05,64544.01484555309000000000
61871668,2019-10-17,19333.67000000000000000000
61871798,2019-10-23,13435.09000000000000000000
61871808,2019-09-23,12409.94000000000000000000
61872178,2019-03-04,2804.31000000000000000000
61872468,2019-10-23,10455.76407478200000000000
61872558,2019-04-03,14306.53000000000000000000
61872658,2019-02-12,225.52287000000000000000
61872678,2019-03-29,5000.00000000000000000000
61872828,2019-03-29,149646.61000000000000000000
61872958,2019-12-23,13090.20000000000000000000
61873168,2019-08-23,8188.42000000000000000000
61873198,2019-02-22,10714.68000000000000000000
61873258,2019-04-24,7479.94600822123600000000
61874428,2019-05-31,14368.91000000000000000000
61874478,2019-12-20,10463.64473000000000000000
61874558,2019-03-25,18655.30000000000000000000
61874568,2019-06-04,20580.37000000000000000000
61874688,2019-10-15,13678.90000000000000000000
61874708,2019-04-01,20000.00000000000000000000
61874978,2019-09-26,5803.27129500000000000000
61875058,2019-09-27,3130.00000000000000000000
61875118,2019-05-06,15000.00000000000000000000
61875288,2019-03-01,11055.86000000000000000000
61875428,2019-07-17,31156.72000000000000000000
61875968,2019-04-17,20800.00000000000000000000
61875978,2019-02-15,82809.48000000000000000000
61875998,2019-05-30,6737.43000000000000000000
61876268,2019-06-26,14162.78000000000000000000
61876328,2019-06-17,59028.80000000000000000000
61876418,2019-09-04,16894.02000000000000000000
61876498,2019-02-28,-10010.24903500000000000000
61876508,2019-02-15,88922.44963500000000000000
61876888,2019-05-07,14993.82000000000000000000
61877018,2019-09-20,10000.00000000000000000000
61877028,2019-06-19,23932.77000000000000000000
61877288,2019-05-06,15000.00000000000000000000
61877318,2019-05-06,15000.00000000000000000000
61877368,2019-09-20,10000.00000000000000000000
61877428,2019-09-20,10000.00000000000000000000
61878108,2019-02-26,21881.40744000000000000000
61878298,2019-03-15,20000.00000000000000000000
61879098,2019-05-06,15000.86000000000000000000
61879178,2019-10-18,10000.00000000000000000000
61879268,2019-03-13,20050.00000000000000000000
61879278,2019-06-24,23034.69000000000000000000
61879418,2019-05-09,21100.64357240394600000000
61879488,2019-07-02,12250.25207500000000000000
61879568,2019-05-06,15000.00000000000000000000
61879618,2019-05-28,52275.68000000000000000000
61879628,2019-06-20,28154.85000000000000000000
61880198,2019-03-22,15000.00000000000000000000
61880468,2019-07-05,18777.82000000000000000000
61880668,2019-11-29,90324.61000000000000000000
61880868,2019-12-19,40827.15000000000000000000
61881688,2019-12-19,11761.05000000000000000000
61881878,2019-02-18,149265.87000000000000000000
61881908,2019-10-11,14439.95000000000000000000
61882008,2019-06-06,20134.65000000000000000000
61882108,2019-10-28,5000.00000000000000000000
61882298,2019-07-10,14204.13000000000000000000
61882908,2019-04-30,10000.00000000000000000000
61883428,2019-02-22,20000.00000000000000000000
61883668,2019-09-20,8901.49000000000000000000
61884008,2019-05-21,42751.10000000000000000000
61884368,2019-11-14,1728.85000000000000000000
61884478,2019-02-25,3691.03000000000000000000
61884608,2019-09-19,9996.82000000000000000000
61884908,2019-06-21,20769.15000000000000000000
61885478,2019-11-05,11938.10386000000000000000
61886298,2019-10-28,44200.62000000000000000000
61886788,2019-02-26,50527.91000000000000000000
61887008,2019-06-26,24325.61000000000000000000
61887408,2019-11-08,84909.23000000000000000000
61887988,2019-11-06,21302.79000000000000000000
61888218,2019-07-05,10010.00000000000000000000
61888278,2019-10-24,34766.26000000000000000000
61888788,2019-02-22,7328.24000000000000000000
61888798,2019-07-29,29419.64000000000000000000
61888988,2019-02-13,10000.88000000000000000000
61889028,2019-06-03,13327.92579000000000000000
61889298,2019-07-02,100045.29000000000000000000
61889758,2019-10-14,133.68000000000000000000
61889968,2019-03-13,44607.60000000000000000000
61890018,2019-11-01,38745.02935000000000000000
61890318,2019-04-15,9901.83000000000000000000
61890478,2019-02-04,5001.66000000000000000000
61890798,2019-05-14,15000.00000000000000000000
61891058,2019-11-27,9717.69000000000000000000
61891168,2019-06-03,10429.49000000000000000000
61891178,2019-07-08,4950.00000000000000000000
61891298,2019-07-10,22749.44000000000000000000
61891458,2019-09-30,6681.84000000000000000000
61891488,2019-07-08,8000.10000000000000000000
61891588,2019-03-18,52378.43735050373000000000
61891718,2019-07-18,18332.05000000000000000000
61891768,2019-10-15,33530.87000000000000000000
61891888,2019-04-17,900586.89000000000000000000
61892068,2019-04-23,26644.58705500000000000000
61892358,2019-08-02,38622.79000000000000000000
61892418,2019-02-12,41749.76428000000000000000
61892818,2019-09-17,13321.90000000000000000000
61893058,2019-02-21,8058.00000000000000000000
61893678,2019-05-22,27599.96279500000000000000
61893858,2019-02-25,3820.99000000000000000000
61894758,2019-07-10,8623.65000000000000000000
61895208,2019-12-12,0E-20
61895488,2019-06-18,25099.85000000000000000000
61895608,2019-04-03,14669.03000000000000000000
61895718,2019-02-26,187.57000000000000000000
61895878,2019-06-25,27828.74000000000000000000
61896008,2019-07-24,10000.00000000000000000000
61896018,2019-12-17,15000.00000000000000000000
61896268,2019-07-04,18365.24000000000000000000
61896478,2019-12-17,12000.00000000000000000000
61896678,2019-09-20,7000.00000000000000000000
61896718,2019-05-28,62940.75000000000000000000
61896858,2019-12-05,0E-20
61897158,2019-03-19,13583.46000000000000000000
61897828,2019-05-02,79505.00000000000000000000
61897928,2019-07-03,249464.66000000000000000000
61898778,2019-11-01,17346.13000000000000000000
61899398,2019-06-19,7200.00000000000000000000
61899498,2019-05-31,14759.27000000000000000000
61899778,2019-07-26,9947.68000000000000000000
62001008,2019-04-12,13336.45000000000000000000
62008178,2019-12-02,2000.00000000000000000000
62011088,2019-03-08,20000.00000000000000000000
62016668,2019-06-17,1955.88000000000000000000
62018198,2019-05-30,17648.51000000000000000000
62021108,2019-03-11,5721.25000000000000000000
62021138,2019-07-10,150000.00000000000000000000
62021168,2019-02-18,22903.25000000000000000000
62021628,2019-05-20,4299.00000000000000000000
62022828,2019-09-04,26063.68000000000000000000
62025038,2019-05-17,15000.00000000000000000000
62026008,2019-05-28,16798.88000000000000000000
62026088,2019-02-26,20025.00000000000000000000
62050038,2019-02-11,34403.38000000000000000000
62051118,2019-08-14,310000.00000000000000000000
62051238,2019-07-02,23558.57000000000000000000
62051538,2019-02-04,21000.00000000000000000000
62051618,2019-03-07,20900.00000000000000000000
62052178,2019-02-28,20075.01000000000000000000
62052998,2019-03-11,23591.73000000000000000000
62055098,2019-04-17,3874.95000000000000000000
62055138,2019-03-18,20000.00000000000000000000
62055708,2019-04-09,-33357.56000000000000000000
62055798,2019-07-05,5000.00000000000000000000
62060558,2019-03-18,23683.19666500000000000000
62061698,2019-05-21,12029.97000000000000000000
62061718,2019-05-21,11954.53000000000000000000
62066158,2019-06-21,9966.41000000000000000000
62067008,2019-02-18,20572.49000000000000000000
62067108,2019-03-05,4743.46000000000000000000
62067128,2019-06-21,100000.00000000000000000000
62067508,2019-05-22,5000.00000000000000000000
62068878,2019-03-15,20000.00000000000000000000
62069618,2019-05-21,13569.04000000000000000000
62069638,2019-05-22,14328.89000000000000000000
62069668,2019-05-21,14935.08000000000000000000
62069768,2019-10-04,1778.92000000000000000000
62069828,2019-10-03,14100.00000000000000000000
62070078,2019-03-21,152726.22000000000000000000
62070158,2019-03-06,60207.67000000000000000000
62070558,2019-02-19,7101.52000000000000000000
62070568,2019-07-02,19969.37000000000000000000
62070628,2019-11-05,16192.88000000000000000000
62070638,2019-02-18,52051.79000000000000000000
62070818,2019-02-04,6569.34215000000000000000
62071588,2019-02-18,17797.19000000000000000000
62071618,2019-03-04,5102.81000000000000000000
62071698,2019-11-12,10000.00000000000000000000
62071758,2019-03-04,2900.20000000000000000000
62071868,2019-02-14,43327.21000000000000000000
62072008,2019-07-26,33022.00000000000000000000
62072578,2019-02-22,13350.45000000000000000000
62072788,2019-04-03,13589.39791500000000000000
62072808,2019-07-15,20000.00000000000000000000
62072868,2019-05-03,15000.00000000000000000000
62075028,2019-03-11,20000.00000000000000000000
62075258,2019-04-24,26022.13000000000000000000
62075528,2019-10-02,25199.57000000000000000000
62075598,2019-07-08,5000.00000000000000000000
62075718,2019-02-18,20500.00000000000000000000
62076038,2019-03-11,20500.00000000000000000000
62076128,2019-11-06,24369.48422500000000000000
62076558,2019-05-06,2417.57000000000000000000
62076638,2019-02-21,3316.40000000000000000000
62076918,2019-06-21,99985.00000000000000000000
62077008,2019-04-18,22417.55000000000000000000
62077178,2019-02-21,26021.42000000000000000000
62077198,2019-10-22,10000.00000000000000000000
62077238,2019-03-01,23193.93000000000000000000
62077278,2019-02-19,11152.83000000000000000000
62077288,2019-02-18,19424.37000000000000000000
62077588,2019-02-18,20011.00000000000000000000
62077728,2019-03-05,20000.00000000000000000000
62079258,2019-02-18,20300.00000000000000000000
62079298,2019-03-26,15000.00000000000000000000
62079598,2019-06-17,18370.34000000000000000000
62079818,2019-02-14,34828.58000000000000000000
62079998,2019-05-20,3011.00000000000000000000
62080008,2019-05-20,3023.00000000000000000000
62080098,2019-07-17,10663.00000000000000000000
62080128,2019-05-28,19686.32000000000000000000
62080208,2019-02-08,21000.00000000000000000000
62080218,2019-03-22,15100.00000000000000000000
62080528,2019-03-05,1600.00000000000000000000
62080568,2019-05-14,20000.00000000000000000000
62080658,2019-07-02,14085.81000000000000000000
62080888,2019-02-25,20285.00000000000000000000
62080898,2019-02-04,19875.00000000000000000000
62080928,2019-05-07,17745.00000000000000000000
62081028,2019-02-13,20200.00000000000000000000
62081228,2019-11-11,18320.61000000000000000000
62081588,2019-07-02,20000.00000000000000000000
62081598,2019-02-25,3737.04000000000000000000
62081668,2019-02-13,20940.00000000000000000000
62081808,2019-05-30,5000.01000000000000000000
62081878,2019-02-21,20440.00000000000000000000
62082038,2019-02-25,21940.00000000000000000000
62082068,2019-03-13,20000.00000000000000000000
62082588,2019-02-19,50000.00000000000000000000
62082598,2019-02-15,22875.00000000000000000000
62082758,2019-02-12,19985.00000000000000000000
62082778,2019-02-04,21940.00000000000000000000
62082808,2019-03-04,20140.00000000000000000000
62082968,2019-02-01,20000.00000000000000000000
62085508,2019-06-26,15785.00000000000000000000
62085588,2019-02-18,23201.00000000000000000000
62085678,2019-03-20,16985.00000000000000000000
62085868,2019-02-27,20000.00000000000000000000
62085918,2019-02-15,19545.00000000000000000000
62086678,2019-03-08,19940.00000000000000000000
62086778,2019-02-01,23275.00000000000000000000
62086818,2019-02-12,27387.00000000000000000000
62086878,2019-12-20,9995.00000000000000000000
62086898,2019-02-25,3940.00000000000000000000
62086958,2019-02-04,19074.41000000000000000000
62086968,2019-02-12,339745.00000000000000000000
62086988,2019-04-25,16900.00000000000000000000
62087028,2019-02-01,21000.00000000000000000000
62087038,2019-02-01,20100.00000000000000000000
62087058,2019-02-11,20000.00000000000000000000
62087068,2019-04-03,32789.65000000000000000000
62087088,2019-02-04,23275.00000000000000000000
62087178,2019-02-21,20001.60000000000000000000
62087218,2019-02-22,20440.00000000000000000000
62087618,2019-05-02,20761.70000000000000000000
62087638,2019-02-18,20000.00000000000000000000
62087708,2019-02-12,20100.00000000000000000000
62087768,2019-02-01,20000.00000000000000000000
62087938,2019-02-19,20000.01000000000000000000
62088038,2019-02-01,21290.00000000000000000000
62088058,2019-02-01,20250.00000000000000000000
62088068,2019-02-14,24940.00000000000000000000
62088208,2019-02-20,19812.81000000000000000000
62088238,2019-02-18,5000.00000000000000000000
62088598,2019-02-25,20875.00000000000000000000
62088638,2019-02-21,24875.00000000000000000000
62088708,2019-03-12,20000.00000000000000000000
62088788,2019-02-12,23053.37000000000000000000
62088818,2019-03-13,17589.32000000000000000000
62089068,2019-02-12,20000.00000000000000000000
62089138,2019-02-12,30000.00000000000000000000
62089168,2019-02-25,20940.00000000000000000000
62089288,2019-02-12,20000.00000000000000000000
62089508,2019-02-14,20050.00000000000000000000
62089528,2019-02-18,29940.00000000000000000000
62089568,2019-03-05,22875.00000000000000000000
62089588,2019-02-18,20049.00000000000000000000
62089668,2019-02-19,20001.26000000000000000000
62089678,2019-02-18,20006.00000000000000000000
62089688,2019-02-18,20022.00000000000000000000
62089698,2019-02-15,20050.00000000000000000000
62089708,2019-03-28,16000.00000000000000000000
62089818,2019-04-23,15000.01000000000000000000
62089878,2019-09-16,13000.00000000000000000000
62089968,2019-10-16,20000.00000000000000000000
62090658,2019-02-22,29940.00000000000000000000
62090878,2019-02-18,20385.00000000000000000000
62091178,2019-02-15,27875.00000000000000000000
62091228,2019-02-13,20000.00000000000000000000
62091558,2019-02-15,23940.00000000000000000000
62091678,2019-02-18,24745.00000000000000000000
62091838,2019-02-14,40064.39210960000000000000
62091928,2019-02-14,15000.00000000000000000000
62092068,2019-02-21,20010.00000000000000000000
62092118,2019-02-20,15862.79000000000000000000
62092538,2019-02-18,23000.00000000000000000000
62092578,2019-02-27,20036.56000000000000000000
62092618,2019-02-15,25000.00000000000000000000
62092658,2019-02-14,20840.00000000000000000000
62092668,2019-02-19,20600.00000000000000000000
62092688,2019-02-26,21000.00000000000000000000
62092798,2019-02-25,19875.00000000000000000000
62092828,2019-02-26,20700.00000000000000000000
62092868,2019-03-07,20199.24000000000000000000
62092888,2019-02-22,24615.00000000000000000000
62092978,2019-02-19,13530.51000000000000000000
62095088,2019-02-18,30000.00000000000000000000
62095198,2019-02-19,1534934.11000000000000000000
62095238,2019-02-20,20000.00000000000000000000
62095508,2019-02-25,20440.00000000000000000000
62095718,2019-03-05,22668.00000000000000000000
62095758,2019-02-26,20200.00000000000000000000
62095778,2019-03-12,20100.00000000000000000000
62095818,2019-03-08,20340.00000000000000000000
62095928,2019-02-25,20375.00000000000000000000
62095988,2019-02-25,20002.00000000000000000000
62096028,2019-02-18,199985.00000000000000000000
62096038,2019-02-18,30000.00000000000000000000
62096078,2019-02-19,20100.00000000000000000000
62096088,2019-02-19,28000.00000000000000000000
62096118,2019-02-19,15182.76000000000000000000
62096218,2019-05-27,3994.35000000000000000000
62096278,2019-02-26,14932.54000000000000000000
62096628,2019-02-22,19875.00000000000000000000
62096698,2019-02-22,20985.00000000000000000000
62096738,2019-03-04,10000.00000000000000000000
62096868,2019-04-09,12428.40000000000000000000
62097068,2019-02-19,29940.00000000000000000000
62097158,2019-02-22,22000.00000000000000000000
62097178,2019-05-09,1.00000000000000000000
62097568,2019-03-14,20900.00000000000000000000
62097638,2019-02-25,20001.00000000000000000000
62097688,2019-02-27,9045.88000000000000000000
62097778,2019-09-24,45752.05000000000000000000
62097818,2019-02-20,25000.00000000000000000000
62097978,2019-02-20,20000.00000000000000000000
62097998,2019-02-20,20001.58000000000000000000
62098008,2019-02-20,24940.00000000000000000000
62098038,2019-03-12,23000.00000000000000000000
62098858,2019-03-14,20545.00000000000000000000
62098918,2019-02-21,25000.00000000000000000000
62098978,2019-02-25,1274.14000000000000000000
62099018,2019-02-27,60875.00000000000000000000
62099088,2019-02-27,20101.00000000000000000000
62099168,2019-12-19,11042.73617500000000000000
62099508,2019-03-12,214.98000000000000000000
62099518,2019-02-21,25000.00000000000000000000
62099528,2019-02-22,20100.00000000000000000000
62099568,2019-06-21,99985.00000000000000000000
62099588,2019-02-28,23485.01000000000000000000
62099628,2019-02-25,25000.00000000000000000000
62099718,2019-02-21,20000.00000000000000000000
62099798,2019-02-25,2617.16000000000000000000
62099898,2019-02-28,20000.01000000000000000000
62840178,2019-05-29,11418.05000000000000000000
62846388,2019-07-30,37624.53959000000000000000
62846668,2019-09-20,109985.00000000000000000000
62880868,2019-03-11,23290.00000000000000000000
62887428,2019-02-15,20966.62000000000000000000
62888188,2019-03-05,620.25000000000000000000
63000088,2019-02-25,20000.00000000000000000000
63000118,2019-02-22,75000.00000000000000000000
63000158,2019-02-22,19940.00000000000000000000
63000188,2019-02-22,25000.00000000000000000000
63000258,2019-02-26,19975.00000000000000000000
63000268,2019-11-07,10013.17372000000000000000
63000568,2019-02-25,50000.00000000000000000000
63000598,2019-02-22,20038.00000000000000000000
63000638,2019-02-28,6000.00000000000000000000
63000668,2019-02-25,20440.00000000000000000000
63000898,2019-03-06,10000.00000000000000000000
63000958,2019-02-26,22000.00000000000000000000
63001018,2019-02-27,22940.00000000000000000000
63001178,2019-03-06,19875.00000000000000000000
63001638,2019-03-14,6063.70000000000000000000
63001958,2019-03-01,20100.00000000000000000000
63002168,2019-02-27,20000.00000000000000000000
63002508,2019-02-28,10258.96000000000000000000
63002558,2019-03-01,20000.00000000000000000000
63002588,2019-02-27,20100.00000000000000000000
63002618,2019-03-11,20000.00000000000000000000
63002758,2019-03-04,10000.00000000000000000000
63005268,2019-03-05,20000.00000000000000000000
63007728,2019-02-27,21000.00000000000000000000
63007888,2019-02-27,30000.00000000000000000000
63008078,2019-11-06,23918.34911000000000000000
63008558,2019-03-06,17872.26000000000000000000
63008888,2019-03-05,20440.00000000000000000000
63008978,2019-02-28,22985.01000000000000000000
63009528,2019-03-01,20000.00000000000000000000
63009538,2019-02-28,20000.01000000000000000000
63009628,2019-03-04,10285.73000000000000000000
63009638,2019-02-27,10000.00000000000000000000
63010038,2019-06-28,20000.03000000000000000000
63011038,2019-02-28,220000.06000000000000000000
63012508,2019-03-11,12000.00000000000000000000
63012718,2019-05-15,15000.00000000000000000000
63012838,2019-03-01,11785.00000000000000000000
63012868,2019-02-28,20100.01000000000000000000
63012908,2019-03-11,20300.00000000000000000000
63015028,2019-03-05,20000.00000000000000000000
63015078,2019-07-17,11224.45000000000000000000
63015128,2019-02-28,20000.01000000000000000000
63015138,2019-03-20,22000.00000000000000000000
63015168,2019-03-15,24835.00000000000000000000
63015228,2019-03-04,40312.68000000000000000000
63015618,2019-03-08,21000.00000000000000000000
63016188,2019-02-28,20200.01000000000000000000
63017078,2019-03-11,15625.16000000000000000000
63017728,2019-03-11,20045.00000000000000000000
63018598,2019-03-01,10000.00000000000000000000
63018698,2019-03-06,20000.00000000000000000000
63018798,2019-03-04,40000.00000000000000000000
63018858,2019-03-01,20015.00000000000000000000
63018918,2019-05-15,15600.00000000000000000000
63018928,2019-03-25,100.00000000000000000000
63018938,2019-03-04,20940.00000000000000000000
63018958,2019-03-08,30000.00000000000000000000
63018988,2019-03-04,5060.11000000000000000000
63019008,2019-03-19,7820.00000000000000000000
63019028,2019-03-06,22000.00000000000000000000
63019118,2019-03-13,20000.00000000000000000000
63019178,2019-03-11,20898.13000000000000000000
63019198,2019-03-05,2313.73000000000000000000
63019518,2019-03-05,1000.00000000000000000000
63019588,2019-03-07,20050.00000000000000000000
63020578,2019-05-22,15000.00000000000000000000
63020908,2019-03-04,13951.34000000000000000000
63020998,2019-03-07,22875.00000000000000000000
63021278,2019-04-09,2328.40000000000000000000
63021658,2019-03-11,27361.00000000000000000000
63021688,2019-03-05,20100.00000000000000000000
63021788,2019-04-02,6000.00000000000000000000
63021868,2019-03-05,15444.61000000000000000000
63022028,2019-03-05,21000.00000000000000000000
63022118,2019-03-14,23000.00000000000000000000
63022618,2019-03-05,20000.00000000000000000000
63022698,2019-03-05,20000.00000000000000000000
63022928,2019-03-12,21000.00000000000000000000
63022988,2019-03-07,9985.00000000000000000000
63025018,2019-03-18,10000.00000000000000000000
63025038,2019-03-14,22875.00000000000000000000
63025198,2019-03-07,24745.00000000000000000000
63025208,2019-03-07,20135.00000000000000000000
63025278,2019-03-07,20628.88000000000000000000
63025288,2019-03-07,15748.13000000000000000000
63025528,2019-03-06,34000.00000000000000000000
63025628,2019-03-07,-3504.09000000000000000000
63026018,2019-03-07,19875.00000000000000000000
63027038,2019-03-05,20000.00000000000000000000
63027098,2019-03-07,21000.00000000000000000000
63027678,2019-03-08,20000.00000000000000000000
63029718,2019-03-12,20835.05000000000000000000
63029778,2019-03-15,20192.63000000000000000000
63050618,2019-04-08,14949.04000000000000000000
63052838,2019-03-11,20001.58000000000000000000
63055038,2019-03-06,20000.00000000000000000000
63055098,2019-03-07,20000.00000000000000000000
63056258,2019-03-11,20000.16000000000000000000
63056538,2019-03-11,20000.00000000000000000000
63057018,2019-03-18,10000.00000000000000000000
63057058,2019-03-13,20260.08000000000000000000
63057288,2019-03-07,20000.00000000000000000000
63057808,2019-03-07,20100.00000000000000000000
63058208,2019-03-14,100.00000000000000000000
63058688,2019-03-12,20000.00000000000000000000
63059058,2019-03-08,18871.41000000000000000000
63059108,2019-03-08,15205.86000000000000000000
63059158,2019-03-08,20560.88000000000000000000
63059858,2019-03-12,30795.87000000000000000000
63060078,2019-03-14,20001.88000000000000000000
63060108,2019-03-11,20595.78000000000000000000
63060138,2019-05-06,15212.00000000000000000000
63060268,2019-03-15,20000.00000000000000000000
63060538,2019-03-12,20000.00000000000000000000
63060688,2019-03-13,20460.00000000000000000000
63060878,2019-04-17,53540.00000000000000000000
63060898,2019-05-08,10000.00000000000000000000
63060958,2019-03-14,19875.00000000000000000000
63061138,2019-03-12,21360.00000000000000000000
63061208,2019-04-04,15001.00000000000000000000
63061558,2019-03-27,20875.00000000000000000000
63061828,2019-03-14,34861.66228500000000000000
63061878,2019-03-14,19017.03000000000000000000
63062038,2019-03-14,20965.00000000000000000000
63062288,2019-03-13,30088.00000000000000000000
63062808,2019-03-14,25000.00000000000000000000
63062868,2019-03-14,50000.00000000000000000000
63065068,2019-03-13,28000.20000000000000000000
63065598,2019-05-15,2209.34000000000000000000
63065608,2019-03-12,10000.00000000000000000000
63065618,2019-03-14,20001.00000000000000000000
63065838,2019-05-15,15500.00000000000000000000
63066008,2019-04-03,25000.00000000000000000000
63066168,2019-03-12,20002.00000000000000000000
63066258,2019-03-26,23200.00000000000000000000
63066268,2019-03-28,10000.00000000000000000000
63066598,2019-03-14,21685.48000000000000000000
63066638,2019-03-15,30000.00000000000000000000
63066718,2019-05-10,20000.00000000000000000000
63066728,2019-03-15,20085.28000000000000000000
63066758,2019-04-04,15100.00000000000000000000
63066788,2019-03-12,21000.00000000000000000000
63066908,2019-03-14,23237.46000000000000000000
63066978,2019-03-13,16300.00000000000000000000
63066988,2019-03-14,25000.00000000000000000000
63067508,2019-03-13,19940.00000000000000000000
63067518,2019-03-13,22800.00000000000000000000
63067598,2019-04-09,15500.00000000000000000000
63067608,2019-03-20,5603.15000000000000000000
63067628,2019-03-19,55941.96673500000000000000
63067768,2019-03-13,20100.00000000000000000000
63067828,2019-03-14,20150.00000000000000000000
63067958,2019-03-14,20015.00000000000000000000
63067968,2019-03-14,20500.00000000000000000000
63068028,2019-03-14,20100.00000000000000000000
63068038,2019-03-14,72742.97000000000000000000
63068228,2019-03-19,4000.00000000000000000000
63068608,2019-03-15,20000.00000000000000000000
63068658,2019-03-14,20000.00000000000000000000
63068678,2019-04-17,16022.78000000000000000000
63068778,2019-04-30,15000.00000000000000000000
63068798,2019-11-25,11016.85922500000000000000
63068828,2019-03-15,7699.06000000000000000000
63068918,2019-05-14,1944.94000000000000000000
63068958,2019-03-15,800.00000000000000000000
63069108,2019-03-15,20001.00000000000000000000
63069118,2019-03-15,21000.00000000000000000000
63069258,2019-03-15,20001.00000000000000000000
63069278,2019-03-21,20865.00000000000000000000
63069628,2019-03-15,25000.00000000000000000000
63069638,2019-08-09,12000.00000000000000000000
63069768,2019-03-15,20000.00000000000000000000
63069938,2019-03-28,23000.00000000000000000000
63069978,2019-04-29,15050.00000000000000000000
63070178,2019-03-20,30040.00000000000000000000
63070538,2019-12-13,100000.00000000000000000000
63070618,2019-03-15,20001.00000000000000000000
63071138,2019-03-18,20000.09000000000000000000
63071168,2019-03-18,20000.10000000000000000000
63071178,2019-10-25,15000.00000000000000000000
63071228,2019-04-08,17865.00000000000000000000
63071298,2019-03-29,15105.49000000000000000000
63071608,2019-03-25,40000.00000000000000000000
63071638,2019-04-08,11006.00000000000000000000
63071738,2019-04-02,11000.00000000000000000000
63071768,2019-05-10,20000.00000000000000000000
63071918,2019-05-02,36700.00000000000000000000
63072108,2019-03-26,14875.00000000000000000000
63072568,2019-04-02,16216.78000000000000000000
63072668,2019-03-22,20000.00000000000000000000
63072678,2019-04-29,3000.00000000000000000000
63072708,2019-04-01,30000.00000000000000000000
63072798,2019-03-25,10000.00000000000000000000
63072988,2019-03-22,15200.00000000000000000000
63075198,2019-05-14,15875.00000000000000000000
63075278,2019-03-29,2000.00000000000000000000
63075578,2019-03-25,10000.00000000000000000000
63075598,2019-03-25,20000.00000000000000000000
63075858,2019-05-31,9971.07000000000000000000
63076178,2019-04-02,10000.11000000000000000000
63076618,2019-03-27,11000.00000000000000000000
63076688,2019-03-26,98987.19000000000000000000
63076718,2019-03-27,20000.00000000000000000000
63076738,2019-06-17,22000.00000000000000000000
63076868,2019-03-29,6875.00000000000000000000
63076978,2019-05-08,15000.00000000000000000000
63077038,2019-04-02,14875.00000000000000000000
63077058,2019-03-29,19875.03000000000000000000
63077138,2019-04-03,10000.00000000000000000000
63077178,2019-04-29,16000.00000000000000000000
63077188,2019-04-01,10000.00000000000000000000
63077698,2019-07-08,20000.00000000000000000000
63077828,2019-04-08,25000.00000000000000000000
63077858,2019-04-01,13940.00000000000000000000
63078178,2019-04-24,16274.60000000000000000000
63078208,2019-09-25,10000.00000000000000000000
63078708,2019-04-03,19875.00000000000000000000
63078728,2019-03-28,15000.00000000000000000000
63078788,2019-05-08,18000.00000000000000000000
63078868,2019-04-04,20000.00000000000000000000
63079178,2019-05-31,10000.00000000000000000000
63079628,2019-04-03,10000.00000000000000000000
63079688,2019-06-26,15000.00000000000000000000
63079808,2019-04-09,6000.00000000000000000000
63079818,2019-05-14,17835.00000000000000000000
63079838,2019-05-30,19900.00000000000000000000
63079928,2019-03-28,15940.00000000000000000000
63079968,2019-07-09,10000.00000000000000000000
63080568,2019-04-29,20000.00000000000000000000
63080638,2019-04-09,30000.00000000000000000000
63080908,2019-03-28,15018.97000000000000000000
63080938,2019-04-04,15000.00000000000000000000
63080968,2019-04-02,76000.00000000000000000000
63081208,2019-04-03,28000.00000000000000000000
63081278,2019-04-18,15600.00000000000000000000
63081578,2019-04-15,15050.00000000000000000000
63081818,2019-04-09,24875.00000000000000000000
63081928,2019-04-16,10000.00000000000000000000
63081998,2019-04-02,20160.00000000000000000000
63082508,2019-04-02,22875.00000000000000000000
63082568,2019-07-08,20050.00000000000000000000
63082588,2019-10-03,9985.00000000000000000000
63082608,2019-06-26,16000.00000000000000000000
63082678,2019-04-01,10000.00000000000000000000
63082738,2019-04-15,15375.00000000000000000000
63082758,2019-04-03,50000.54000000000000000000
