,account,tran_stocks_all,tran_stocks_ipo,ipo_rate
3012,63072678,9,8,0.8888888888888888
3018,65028078,37,33,0.8918918918918919
3021,62081228,27,25,0.9259259259259259
3022,63057058,58,55,0.9482758620689655
3023,63082678,13,6,0.46153846153846156
3024,61828988,76,73,0.9605263157894737
3026,65010228,28,27,0.9642857142857143
3027,67061288,4,3,0.75
3028,65060258,25,23,0.92
3029,65018598,7,5,0.7142857142857143
3031,67017268,15,15,1.0
3032,61825928,46,46,1.0
3033,69835268,42,42,1.0
3034,62088058,44,40,0.9090909090909091
3035,62052998,29,27,0.9310344827586207
3036,61897158,89,69,0.7752808988764045
3037,60016138,46,45,0.9782608695652174
3038,62080888,26,25,0.9615384615384616
3039,65018528,29,27,0.9310344827586207
3040,66029958,18,18,1.0
3041,66066188,74,42,0.5675675675675675
3042,67006658,8,8,1.0
3043,61823488,52,52,1.0
3044,65020528,13,1,0.07692307692307693
3045,61807958,106,89,0.839622641509434
3046,61812108,4,3,0.75
3047,67018218,4,4,1.0
3048,66098938,11,10,0.9090909090909091
3049,66068908,9,9,1.0
3050,62095508,38,38,1.0
3051,69834178,47,47,1.0
3052,67012108,13,13,1.0
3053,63066758,38,38,1.0
3054,66062288,14,14,1.0
3055,69825288,66,66,1.0
3056,65021868,13,13,1.0
3057,69824728,78,65,0.8333333333333334
3059,67055838,4,4,1.0
3068,61832398,52,52,1.0
3070,63099038,30,30,1.0
3074,65022268,16,3,0.1875
3079,60010718,6,6,1.0
3087,61823078,250,0,0.0
3089,66092058,2,2,1.0
3090,60800918,44,44,1.0
3091,69890108,9,9,1.0
3092,69884888,38,38,1.0
3093,59352575,7,4,0.5714285714285714
3094,66020678,26,26,1.0
3096,60016858,4,4,1.0
3097,66082298,5,5,1.0
3098,61846588,8,7,0.875
3099,66068018,5,5,1.0
3100,67002698,2,2,1.0
3101,65009168,28,27,0.9642857142857143
3102,67027298,3,3,1.0
3105,69860608,20,20,1.0
3106,67015978,0,0,
3111,61852318,16,16,1.0
3113,62076128,51,40,0.7843137254901961
3114,66075698,10,9,0.9
3115,62077178,35,1,0.02857142857142857
3116,63067628,66,64,0.9696969696969697
3117,65026868,50,48,0.96
3118,69874398,5,4,0.8
3119,63097858,4,3,0.75
3121,63068798,1,0,0.0
3122,63001178,14,14,1.0
3123,63080938,9,9,1.0
3124,60807968,7,2,0.2857142857142857
3125,65021708,4,4,1.0
3126,61824368,22,22,1.0
3127,67028608,1,1,1.0
3128,66018708,9,9,1.0
3129,63075858,27,0,0.0
3132,66072628,28,20,0.7142857142857143
3139,62099518,31,31,1.0
3140,62099628,20,20,1.0
3142,62097818,34,33,0.9705882352941176
3143,62098918,26,26,1.0
3146,63071768,7,6,0.8571428571428571
3147,62097178,7,2,0.2857142857142857
3151,69891988,16,16,1.0
3160,66051958,8,8,1.0
3161,67019698,0,0,
3162,63069628,12,0,0.0
3163,61885118,20,20,1.0
3164,63009628,29,25,0.8620689655172413
3165,63089858,40,37,0.925
3166,54458866,5,3,0.6
3167,60002738,25,25,1.0
3168,67057798,1,1,1.0
3169,66026818,75,0,0.0
3170,67817988,75,75,1.0
3172,66020658,13,13,1.0
3173,66081528,24,21,0.875
3174,67007198,5,5,1.0
3175,69801028,11,10,0.9090909090909091
3176,62022828,159,45,0.2830188679245283
3177,63081578,24,24,1.0
3178,61801658,188,18,0.09574468085106383
3179,69836128,3,2,0.6666666666666666
3185,67007268,0,0,
3201,61827128,28,28,1.0
3202,61826988,42,42,1.0
3203,61881898,23,23,1.0
3204,61845178,24,24,1.0
3205,61827108,20,20,1.0
3206,61869108,19,17,0.8947368421052632
3207,63000118,79,7,0.08860759493670886
3208,61820928,26,14,0.5384615384615384
3209,61830488,17,17,1.0
3210,66076708,27,20,0.7407407407407407
3212,61822768,25,25,1.0
3213,67009698,0,0,
3214,63080638,2,2,1.0
3215,61872828,52,45,0.8653846153846154
3216,62051618,66,42,0.6363636363636364
3217,61857878,22,21,0.9545454545454546
3218,63076178,2,1,0.5
3219,69820808,14,14,1.0
3220,60821458,27,23,0.8518518518518519
3221,63021658,23,21,0.9130434782608695
3222,60010518,16,15,0.9375
3223,65025858,22,22,1.0
3224,67018158,0,0,
3226,61825998,22,22,1.0
3238,66099168,45,1,0.022222222222222223
3239,67000298,36,1,0.027777777777777776
3248,66069868,8,8,1.0
3249,65020898,2,1,0.5
3250,69860618,27,25,0.9259259259259259
3251,62061678,26,6,0.23076923076923078
3252,67012898,14,12,0.8571428571428571
3253,62082808,25,23,0.92
3254,61829428,51,11,0.21568627450980393
3255,67002678,7,7,1.0
3256,67017558,4,3,0.75
3257,60012108,61,23,0.3770491803278688
3258,69869688,54,54,1.0
3259,67017068,6,6,1.0
3261,61828598,30,30,1.0
3262,66051838,3,2,0.6666666666666666
3263,61855468,31,28,0.9032258064516129
3266,69884518,69,18,0.2608695652173913
3269,66079778,3,3,1.0
3270,60821958,13,13,1.0
3271,60016668,39,27,0.6923076923076923
3272,63091508,21,21,1.0
3273,66025268,22,14,0.6363636363636364
3274,61812558,1,0,0.0
3275,60801868,4,1,0.25
3277,67812398,102,4,0.0392156862745098
3280,61841308,9,1,0.1111111111111111
3282,69871508,4,1,0.25
3292,61829198,47,43,0.9148936170212766
3293,61810618,46,44,0.9565217391304348
3294,61860298,64,64,1.0
3295,61812478,48,48,1.0
3296,61849028,61,61,1.0
3297,65021068,11,10,0.9090909090909091
3298,69895618,17,17,1.0
3299,69851718,7,7,1.0
3300,62072788,91,2,0.02197802197802198
3301,69857778,6,6,1.0
3302,67027568,0,0,
3303,69884998,0,0,
3304,66077908,2,1,0.5
3305,66088578,9,9,1.0
3306,66092508,7,6,0.8571428571428571
3307,61860188,24,24,1.0
3309,69869078,0,0,
3310,61812678,16,6,0.375
3312,61825078,78,62,0.7948717948717948
3314,67029998,0,0,
3318,61872658,68,1,0.014705882352941176
3322,66894008,13,13,1.0
3331,69834528,41,39,0.9512195121951219
3335,60000888,37,34,0.918918918918919
3336,20429012,31,19,0.6129032258064516
3338,61884368,4,4,1.0
3344,66052018,0,0,
3347,66062098,3,3,1.0
3348,61861388,25,25,1.0
3349,65010208,8,8,1.0
3350,61841868,15,15,1.0
3351,60814858,25,25,1.0
3353,69823068,15,13,0.8666666666666667
3354,69845618,4,4,1.0
3355,60806478,146,5,0.03424657534246575
3356,66077598,6,6,1.0
3357,66091908,10,10,1.0
3358,63062038,41,40,0.975609756097561
3359,65018868,7,5,0.7142857142857143
3360,66096678,4,4,1.0
3361,66080278,5,5,1.0
3362,69821378,17,14,0.8235294117647058
3363,66062168,1,0,0.0
3364,61825458,14,14,1.0
3365,61824728,19,19,1.0
3366,66077028,2,2,1.0
3370,88888881,542,12,0.02214022140221402
3371,65027578,8,8,1.0
3375,69802208,18,13,0.7222222222222222
3381,65026958,5,5,1.0
3390,65005688,21,15,0.7142857142857143
3394,65008968,18,12,0.6666666666666666
3395,66017908,15,15,1.0
3399,62099508,39,33,0.8461538461538461
3405,60829828,20,3,0.15
3406,68841368,65,31,0.47692307692307695
3407,65009118,6,6,1.0
3408,67055108,1,1,1.0
3409,61812258,246,49,0.1991869918699187
3410,69857108,26,26,1.0
3411,63060268,40,40,1.0
3412,69852128,29,28,0.9655172413793104
3413,61884908,40,39,0.975
3414,66077818,6,6,1.0
3415,67008108,8,8,1.0
3416,61868068,44,44,1.0
3417,67853118,123,62,0.5040650406504065
3418,63061208,6,3,0.5
3419,61841798,58,58,1.0
3420,66086788,16,0,0.0
3421,61844628,59,59,1.0
3422,61841828,43,43,1.0
3423,61813188,88,72,0.8181818181818182
3424,66095818,12,12,1.0
3425,61805818,59,24,0.4067796610169492
3427,67026298,3,2,0.6666666666666666
3429,66086638,12,9,0.75
3442,61845868,2,2,1.0
3446,66029018,15,15,1.0
3447,69810688,39,39,1.0
3448,67009188,2,1,0.5
3454,61854758,24,24,1.0
3455,60012758,0,0,
3457,69849428,6,6,1.0
3460,61893858,10,10,1.0
3462,63098188,50,31,0.62
3463,68842078,50,50,1.0
3464,66062128,13,13,1.0
3468,61864298,6,6,1.0
3473,69884688,2,2,1.0
3477,69850418,16,16,1.0
3484,67020728,2,2,1.0
3485,61842728,49,49,1.0
3486,66097508,13,2,0.15384615384615385
3487,66069918,19,19,1.0
3488,66022588,6,6,1.0
3489,62088638,40,40,1.0
3490,61891168,25,25,1.0
3492,61842428,34,34,1.0
3493,67006608,4,4,1.0
3496,69842428,8,7,0.875
3497,66098858,17,17,1.0
3498,65022178,15,14,0.9333333333333333
3502,68842898,80,80,1.0
3504,65020138,15,15,1.0
3505,66072638,5,5,1.0
3506,61856698,54,54,1.0
3507,66028238,9,7,0.7777777777777778
3508,66079108,8,8,1.0
3509,66081168,13,13,1.0
3510,60821268,35,34,0.9714285714285714
3511,66052978,6,6,1.0
3512,69887898,2,0,0.0
3513,62082588,26,25,0.9615384615384616
3514,61859888,50,48,0.96
3515,61891718,66,65,0.9848484848484849
3516,61882088,3,3,1.0
3517,62090658,39,30,0.7692307692307693
3518,61842208,42,42,1.0
3519,63002558,34,34,1.0
3520,62099018,16,13,0.8125
3521,66088098,11,11,1.0
3522,65060718,22,21,0.9545454545454546
3523,61846688,41,41,1.0
3524,60815388,58,58,1.0
3525,69848828,1,1,1.0
3526,61860398,36,36,1.0
3527,61822628,100,100,1.0
3528,65021898,58,58,1.0
3529,63081818,39,38,0.9743589743589743
3530,61876568,46,19,0.41304347826086957
3531,61852688,28,27,0.9642857142857143
3532,65010178,17,17,1.0
3533,67016078,15,15,1.0
3534,66078258,10,10,1.0
3535,62082598,66,62,0.9393939393939394
3536,69836668,44,41,0.9318181818181818
3537,61820858,101,98,0.9702970297029703
3538,61821028,110,109,0.990909090909091
3540,67007058,11,11,1.0
3542,66081658,12,12,1.0
3543,67029208,0,0,
3544,61854198,7,7,1.0
3547,67025098,7,7,1.0
3550,69814378,21,21,1.0
3552,69826618,19,19,1.0
3553,61852588,2,2,1.0
3554,69868398,8,7,0.875
3562,63092858,8,8,1.0
3565,66020968,28,28,1.0
3568,61868768,91,67,0.7362637362637363
3569,61832928,35,34,0.9714285714285714
3570,62076558,26,26,1.0
3574,62087638,19,19,1.0
3575,69829188,14,14,1.0
3576,60087508,3,3,1.0
3577,68842028,30,30,1.0
3578,69823598,32,32,1.0
3579,60817818,30,30,1.0
3580,60820408,14,14,1.0
3581,61867068,20,20,1.0
3582,63069638,17,17,1.0
3583,62092868,14,0,0.0
3584,63089798,87,0,0.0
3585,61870798,21,21,1.0
3586,65007108,28,25,0.8928571428571429
3587,61870668,21,21,1.0
3588,61803878,134,122,0.9104477611940298
3590,67018778,13,13,1.0
3591,66072718,5,5,1.0
3592,65052728,9,9,1.0
3593,66075118,17,17,1.0
3594,62097778,47,45,0.9574468085106383
3595,61848168,36,4,0.1111111111111111
3596,69810108,34,34,1.0
3597,69810398,32,30,0.9375
3598,66018818,6,6,1.0
3599,61828298,56,54,0.9642857142857143
3600,69873618,27,24,0.8888888888888888
3602,62082968,26,26,1.0
3603,63068958,24,17,0.7083333333333334
3607,66025008,10,9,0.9
3608,60018018,31,24,0.7741935483870968
3614,63089168,13,12,0.9230769230769231
3616,65009838,28,24,0.8571428571428571
3618,61855508,10,10,1.0
3619,60818918,11,11,1.0
3620,61857918,6,6,1.0
3621,67026218,4,3,0.75
3627,66893278,277,9,0.032490974729241874
3628,69825698,22,22,1.0
3629,62079528,29,29,1.0
3630,66095888,11,0,0.0
3631,66099018,2,2,1.0
3632,68839918,41,34,0.8292682926829268
3633,63082738,44,44,1.0
3634,61808878,30,27,0.9
3635,66068038,3,3,1.0
3636,61808898,31,29,0.9354838709677419
3637,61832108,35,35,1.0
3638,66076088,3,3,1.0
3639,63000268,5,4,0.8
3640,67002918,7,7,1.0
3641,61846958,34,32,0.9411764705882353
3642,63020998,60,55,0.9166666666666666
3643,61876268,18,18,1.0
3644,61807498,50,48,0.96
3645,63016188,26,25,0.9615384615384616
3651,63091198,4,3,0.75
3652,61887408,14,8,0.5714285714285714
3653,65060738,7,6,0.8571428571428571
3654,66069288,10,10,1.0
3655,66072588,1,1,1.0
3664,69887058,165,0,0.0
3672,62016668,30,30,1.0
3674,65018118,8,3,0.375
3675,67012238,2,2,1.0
3676,60001808,26,25,0.9615384615384616
3677,60018798,1,1,1.0
3678,67007068,4,1,0.25
3679,61840228,69,68,0.9855072463768116
3680,61884088,47,47,1.0
3681,19880818,15,2,0.13333333333333333
3682,67010658,2,2,1.0
3683,66061888,16,16,1.0
3684,66025558,30,30,1.0
3685,62096738,12,12,1.0
3686,69814678,34,34,1.0
3687,69814368,18,18,1.0
3688,69836208,59,58,0.9830508474576272
3689,61833278,70,66,0.9428571428571428
3691,69868458,20,19,0.95
3692,67015188,0,0,
3699,63010038,16,16,1.0
3700,62081598,29,28,0.9655172413793104
3707,69878868,46,45,0.9782608695652174
3715,62071758,22,20,0.9090909090909091
3716,69827318,3,3,1.0
3717,61888988,39,39,1.0
3718,69827288,65,64,0.9846153846153847
3719,60814198,48,40,0.8333333333333334
3720,66080828,15,15,1.0
3721,61832728,80,80,1.0
3722,61825808,69,69,1.0
3723,61833388,90,90,1.0
3724,60830568,39,39,1.0
3725,61829708,19,18,0.9473684210526315
3726,61853558,44,44,1.0
3727,65089728,9,9,1.0
3728,68844958,18,18,1.0
3729,66067168,18,13,0.7222222222222222
3730,61830758,26,25,0.9615384615384616
3731,66075638,1,0,0.0
3732,69898788,11,11,1.0
3733,69827218,21,21,1.0
3734,65029018,15,15,1.0
3735,66095138,55,16,0.2909090909090909
3740,69824958,49,46,0.9387755102040817
3750,65055158,16,14,0.875
3752,60827418,16,14,0.875
3763,63025018,15,15,1.0
3764,60826458,1,1,1.0
3765,60810398,31,30,0.967741935483871
3766,62096698,17,15,0.8823529411764706
3767,69870718,27,27,1.0
3768,66097108,13,12,0.9230769230769231
3769,66098598,6,5,0.8333333333333334
3770,67018618,7,7,1.0
3771,62096028,37,34,0.918918918918919
3772,60005158,14,14,1.0
3773,66097298,3,3,1.0
3774,61824908,43,43,1.0
3775,63079838,27,24,0.8888888888888888
3776,69887798,67,65,0.9701492537313433
3777,68843498,29,27,0.9310344827586207
3778,67005758,5,5,1.0
3779,67017028,7,7,1.0
3780,61820428,16,7,0.4375
3781,68845168,42,29,0.6904761904761905
3782,62072868,33,32,0.9696969696969697
3783,69810898,6,6,1.0
3784,61825968,36,36,1.0
3785,66018238,39,39,1.0
3786,60818758,35,34,0.9714285714285714
3792,65089158,37,26,0.7027027027027027
3798,66066178,15,11,0.7333333333333333
3799,61805328,92,86,0.9347826086956522
3800,63002758,6,0,0.0
3803,62088208,16,7,0.4375
3804,66051768,22,22,1.0
3805,63087188,15,14,0.9333333333333333
3806,69863388,42,42,1.0
3807,66051258,22,22,1.0
3808,62085868,11,11,1.0
3809,67018598,13,13,1.0
3810,61829398,5,0,0.0
3811,63085228,29,21,0.7241379310344828
3812,61885478,5,2,0.4
3813,61851128,23,23,1.0
3814,63018938,27,27,1.0
3815,66068518,28,23,0.8214285714285714
3816,63000638,45,43,0.9555555555555556
3817,67022728,1,0,0.0
3818,61853858,23,23,1.0
3819,61824018,169,4,0.023668639053254437
3820,67012998,2,2,1.0
3821,61831808,53,51,0.9622641509433962
3822,60878568,147,17,0.11564625850340136
3823,66077658,5,3,0.6
3824,66088788,8,5,0.625
3825,63015078,19,19,1.0
3826,65018238,10,7,0.7
3829,61843968,19,19,1.0
3830,66019638,8,7,0.875
3831,61831568,25,23,0.92
3839,65057258,23,23,1.0
3841,61881878,62,62,1.0
3844,67026628,0,0,
3851,61802688,39,32,0.8205128205128205
3854,66069738,20,15,0.75
3855,67016128,0,0,
3856,69867798,15,15,1.0
3857,60821928,63,60,0.9523809523809523
3858,61815588,5,0,0.0
3859,67025278,5,5,1.0
3860,69831178,18,18,1.0
3861,93287320,10,1,0.1
3868,66066558,3,3,1.0
3872,60824118,37,36,0.972972972972973
3873,60819958,43,43,1.0
3874,67007978,8,8,1.0
3875,66095658,13,13,1.0
3876,60819568,52,49,0.9423076923076923
3877,66894398,28,14,0.5
3878,61846568,43,43,1.0
3879,66077978,17,16,0.9411764705882353
3880,67016228,10,10,1.0
3882,61816928,61,35,0.5737704918032787
3883,61847678,41,39,0.9512195121951219
3884,63085058,31,31,1.0
3885,63071228,15,15,1.0
3886,62087768,3,3,1.0
3887,60824758,10,7,0.7
3888,61892068,9,4,0.4444444444444444
3890,62070158,19,1,0.05263157894736842
3892,69862868,14,14,1.0
3893,66028178,242,0,0.0
3894,69828588,150,17,0.11333333333333333
3896,67005278,18,17,0.9444444444444444
3904,60801108,52,51,0.9807692307692307
3910,69895898,37,37,1.0
3916,60010288,51,48,0.9411764705882353
3917,63092738,21,21,1.0
3918,66028678,12,12,1.0
3919,63001638,134,24,0.1791044776119403
3921,69878718,8,8,1.0
3926,66017988,4,3,0.75
3928,65000628,38,38,1.0
3931,61865108,35,35,1.0
3932,62088708,18,18,1.0
3933,65055018,13,12,0.9230769230769231
3934,67015998,2,2,1.0
3935,62089138,14,14,1.0
3936,63007888,12,12,1.0
3937,61840208,43,43,1.0
3938,69896968,6,4,0.6666666666666666
3940,67020968,0,0,
3941,62077728,21,20,0.9523809523809523
3942,63079928,23,19,0.8260869565217391
3944,61841598,48,21,0.4375
3966,61876418,37,37,1.0
3967,66097218,18,10,0.5555555555555556
3968,69853518,37,37,1.0
3973,66075818,17,17,1.0
3978,65022968,35,29,0.8285714285714286
3979,61832918,22,19,0.8636363636363636
3982,11351356,8,0,0.0
3984,63000088,12,12,1.0
3988,67012668,5,5,1.0
3989,69829558,10,10,1.0
3991,65022938,17,17,1.0
3993,61850278,20,12,0.6
3994,61803058,44,41,0.9318181818181818
3995,61831658,78,76,0.9743589743589743
3996,63061828,17,8,0.47058823529411764
3997,62099528,27,27,1.0
3998,61898778,3,1,0.3333333333333333
3999,61899398,9,9,1.0
4000,65017558,7,5,0.7142857142857143
4006,61855878,52,49,0.9423076923076923
4011,65005098,13,13,1.0
4013,60821198,37,37,1.0
4016,65010928,64,56,0.875
4021,68831328,49,49,1.0
4024,63088578,19,18,0.9473684210526315
4026,66072988,15,15,1.0
4034,11886666,13,12,0.9230769230769231
4039,61893058,13,13,1.0
4040,69810578,15,13,0.8666666666666667
4041,66068588,15,11,0.7333333333333333
4042,60800958,5,5,1.0
4043,60816098,6,6,1.0
4044,65058728,11,10,0.9090909090909091
4045,61851798,11,10,0.9090909090909091
4046,66089678,3,1,0.3333333333333333
4047,61889728,15,14,0.9333333333333333
4048,61852568,36,34,0.9444444444444444
4049,67809698,11,1,0.09090909090909091
4050,67006228,2,2,1.0
4051,65010828,11,11,1.0
4056,66072958,32,31,0.96875
4057,61825618,27,27,1.0
4063,61820558,61,61,1.0
4068,66099928,1,0,0.0
4070,61800198,49,30,0.6122448979591837
4084,68842218,16,8,0.5
4085,66085038,4,4,1.0
4086,69828528,10,10,1.0
4087,61833528,11,11,1.0
4088,62077288,33,33,1.0
4089,62077588,48,23,0.4791666666666667
4090,63025528,55,20,0.36363636363636365
4091,61893678,2,0,0.0
4092,69851608,7,7,1.0
4093,63086218,35,2,0.05714285714285714
4094,61895608,69,69,1.0
4095,66091098,20,0,0.0
4096,36393828,18,17,0.9444444444444444
4097,60018568,1,1,1.0
4098,62021108,3,3,1.0
4099,63062808,23,18,0.782608695652174
4100,63079968,18,17,0.9444444444444444
4101,66099758,6,6,1.0
4102,67011858,4,4,1.0
4103,63086618,16,16,1.0
4104,61826678,132,111,0.8409090909090909
4105,61839788,2,1,0.5
4106,66021228,4,1,0.25
4108,69828858,15,15,1.0
4110,66020128,16,16,1.0
4111,66096858,29,29,1.0
4112,66068158,2,2,1.0
4116,69828458,14,14,1.0
4118,69836968,18,18,1.0
4120,65002708,14,14,1.0
4121,69813598,11,11,1.0
4122,66080038,50,8,0.16
4124,61880468,60,60,1.0
4134,60822818,18,17,0.9444444444444444
4135,66019708,39,38,0.9743589743589743
4136,61836468,7,6,0.8571428571428571
4137,63019518,16,15,0.9375
4138,61820368,45,44,0.9777777777777777
4139,69814888,7,0,0.0
4141,69878898,25,25,1.0
4142,68843398,31,31,1.0
4143,61875058,0,0,
4145,65016858,29,28,0.9655172413793104
4148,66892788,38,33,0.868421052631579
4149,61886298,19,19,1.0
4150,66066628,21,21,1.0
4151,67010968,0,0,
4152,62095988,45,44,0.9777777777777777
4153,69833308,13,13,1.0
4156,66050638,33,30,0.9090909090909091
4165,65010188,32,32,1.0
4183,66022288,1,1,1.0
4184,61849058,55,51,0.9272727272727272
4185,61875978,78,78,1.0
4186,61874568,51,51,1.0
4187,61857388,49,48,0.9795918367346939
4188,61805518,32,32,1.0
4189,61831228,40,39,0.975
4190,60805788,34,34,1.0
4191,66066138,15,14,0.9333333333333333
4192,63052838,10,10,1.0
4193,61810978,45,45,1.0
4194,61801758,19,19,1.0
4195,67000708,1,1,1.0
4196,61836428,57,57,1.0
4197,65018608,4,3,0.75
4201,63017078,27,27,1.0
4203,65026928,41,36,0.8780487804878049
4205,61847498,66,66,1.0
4212,69872998,16,16,1.0
4213,66082978,35,33,0.9428571428571428
4218,61853258,19,19,1.0
4219,65021278,16,15,0.9375
4220,61841818,9,8,0.8888888888888888
4221,67005678,7,6,0.8571428571428571
4222,66050528,11,11,1.0
4224,60830498,12,12,1.0
4225,61852068,18,18,1.0
4226,61853288,21,21,1.0
4227,60823128,66,63,0.9545454545454546
4228,62087028,24,24,1.0
4229,61804098,16,15,0.9375
4230,66085008,34,17,0.5
4231,61805078,40,40,1.0
4232,61853268,20,20,1.0
4233,61804858,52,52,1.0
4234,67002688,6,5,0.8333333333333334
4235,61845988,71,71,1.0
4236,69810718,46,41,0.8913043478260869
4237,60000838,22,22,1.0
4238,66091958,12,12,1.0
4239,66077038,23,12,0.5217391304347826
4240,61857218,50,49,0.98
4241,61860988,26,26,1.0
4243,61843098,69,69,1.0
4244,62070518,31,29,0.9354838709677419
4245,61857018,11,11,1.0
4246,66078788,20,20,1.0
4247,60826728,61,59,0.9672131147540983
4248,66080168,22,18,0.8181818181818182
4249,62066118,21,12,0.5714285714285714
4250,69853688,1,1,1.0
4251,65056708,1,0,0.0
4252,62880868,2,2,1.0
4253,65027098,14,13,0.9285714285714286
4254,61805408,9,9,1.0
4255,61879618,37,36,0.972972972972973
4256,63057018,6,4,0.6666666666666666
4257,69833218,30,30,1.0
4258,62086678,0,0,
4259,61823328,61,43,0.7049180327868853
4266,65026908,3,1,0.3333333333333333
4267,65897368,21,15,0.7142857142857143
4276,61840998,45,45,1.0
4277,60821588,24,21,0.875
4290,12260609,33,5,0.15151515151515152
4298,60006538,35,34,0.9714285714285714
4299,62060558,28,20,0.7142857142857143
4300,61829278,45,44,0.9777777777777777
4301,69845988,5,5,1.0
4302,62096628,5,5,1.0
4303,65010798,18,18,1.0
4304,63026018,44,44,1.0
4305,65029758,25,23,0.92
4306,60816178,16,16,1.0
4307,61847768,32,26,0.8125
4308,61888088,20,17,0.85
4309,61836458,70,67,0.9571428571428572
4310,60820068,23,23,1.0
4311,66095768,1,1,1.0
4312,60823168,18,18,1.0
4313,67001968,5,5,1.0
4314,67000608,1,1,1.0
4315,62006288,4,4,1.0
4316,61860068,10,10,1.0
4325,66076988,13,11,0.8461538461538461
4334,66071868,0,0,
4335,66080258,11,11,1.0
4338,69836908,14,13,0.9285714285714286
4342,61846898,66,64,0.9696969696969697
4343,69889468,4,3,0.75
4355,61828308,49,48,0.9795918367346939
4356,67011178,5,5,1.0
4357,61859588,38,38,1.0
4358,69895728,41,39,0.9512195121951219
4359,62092828,32,32,1.0
4360,66027168,18,18,1.0
4361,66026598,16,16,1.0
4362,61858278,13,13,1.0
4363,62082778,23,20,0.8695652173913043
4364,65052638,16,16,1.0
4365,60801508,16,16,1.0
4366,65011578,26,22,0.8461538461538461
4367,61888878,32,32,1.0
4368,61814188,59,17,0.288135593220339
4369,62018198,26,9,0.34615384615384615
4370,65056728,4,3,0.75
4371,67012538,0,0,
4372,61884308,30,27,0.9
4373,61850608,55,51,0.9272727272727272
4374,61852408,21,21,1.0
4376,61888278,51,51,1.0
4386,62089688,46,26,0.5652173913043478
4397,66096058,0,0,
4398,67854928,35,31,0.8857142857142857
4411,69844118,42,27,0.6428571428571429
4414,67001128,12,12,1.0
4415,65027298,29,29,1.0
4416,69842208,6,6,1.0
4417,65026898,19,19,1.0
4418,60801488,8,8,1.0
4419,61858758,26,8,0.3076923076923077
4420,63066598,17,16,0.9411764705882353
4421,62076918,5,5,1.0
4422,66008688,55,55,1.0
4423,66029008,30,30,1.0
4424,66050278,36,34,0.9444444444444444
4425,61849378,64,55,0.859375
4426,60817868,52,51,0.9807692307692307
4427,62099568,5,5,1.0
4428,61856228,7,7,1.0
4429,66087298,13,12,0.9230769230769231
4430,65052918,1,0,0.0
4432,61890478,49,36,0.7346938775510204
4434,60827488,29,27,0.9310344827586207
4438,63018958,12,12,1.0
4439,69877818,14,14,1.0
4440,69852068,13,4,0.3076923076923077
4449,65011128,6,6,1.0
4453,66027058,9,5,0.5555555555555556
4454,66026558,8,8,1.0
4466,61870558,15,9,0.6
4468,61823528,50,49,0.98
4469,60005018,15,15,1.0
4470,63099538,8,8,1.0
4471,61859408,82,82,1.0
4472,60818388,14,14,1.0
4474,65026068,7,7,1.0
4475,66070298,12,12,1.0
4476,62085918,45,45,1.0
4477,61820108,97,96,0.9896907216494846
4478,63022618,145,29,0.2
4479,69878118,46,46,1.0
4480,66029288,2,2,1.0
4481,61825588,61,58,0.9508196721311475
4482,61878298,37,36,0.972972972972973
4483,62055708,8,8,1.0
4484,60001678,26,26,1.0
4485,63096168,3,3,1.0
4486,61826588,59,59,1.0
4487,61852098,55,55,1.0
4488,62051238,11,11,1.0
4489,63062868,67,64,0.9552238805970149
4494,66017208,4,4,1.0
4499,66069278,9,9,1.0
4506,69837288,38,36,0.9473684210526315
4508,63077138,35,32,0.9142857142857143
4509,62077198,33,30,0.9090909090909091
4512,63001018,17,17,1.0
4514,69866508,48,47,0.9791666666666666
4526,63086298,12,11,0.9166666666666666
4535,61878508,30,29,0.9666666666666667
4536,61844618,32,31,0.96875
4537,61828178,25,25,1.0
4538,61828518,77,56,0.7272727272727273
4539,62080528,68,65,0.9558823529411765
4540,65029898,18,18,1.0
4541,61835378,39,37,0.9487179487179487
4542,66080958,0,0,
4543,61840028,19,17,0.8947368421052632
4544,60815228,1,1,1.0
4545,61825868,58,58,1.0
4546,65020258,8,6,0.75
4547,69895628,26,26,1.0
4548,66060728,32,26,0.8125
4549,65018638,17,16,0.9411764705882353
4550,63077178,12,12,1.0
4551,69850428,5,5,1.0
4552,67008858,3,3,1.0
4553,65029268,16,16,1.0
4554,61865188,8,6,0.75
4555,65002878,3,1,0.3333333333333333
4556,61849518,38,38,1.0
4557,63095638,0,0,
4571,65017288,13,12,0.9230769230769231
4572,65082258,27,27,1.0
4573,69896658,48,45,0.9375
4574,66021788,10,10,1.0
4575,65058968,25,25,1.0
4577,65075728,22,22,1.0
4579,65056518,3,2,0.6666666666666666
4582,66091108,22,22,1.0
4587,66075228,4,4,1.0
4588,65011508,22,19,0.8636363636363636
4590,62021138,2,2,1.0
4591,60813408,42,42,1.0
4592,62097688,16,13,0.8125
4593,63098198,19,19,1.0
4594,62067508,10,10,1.0
4595,61802878,33,33,1.0
4597,65001858,33,12,0.36363636363636365
4598,61858718,66,65,0.9848484848484849
4599,69885298,34,34,1.0
4600,61828108,35,35,1.0
4601,61830558,36,35,0.9722222222222222
4602,63089518,31,30,0.967741935483871
4603,60815078,21,21,1.0
4604,69885328,11,9,0.8181818181818182
4605,61873468,53,51,0.9622641509433962
4607,61821368,25,23,0.92
4612,61851528,113,36,0.3185840707964602
