account_id,cash_in_first_day,asset_first_out
60818258,2019-12-18,20223.01000000000000000000
60818318,2019-09-18,5803.60000000000000000000
60818368,2019-12-09,0E-20
60818388,2019-10-22,20611.30000000000000000000
60818398,2019-05-17,25091.84000000000000000000
60818518,2019-04-12,23954.47000000000000000000
60818568,2019-04-30,2707.00000000000000000000
60818588,2019-08-21,0E-20
60818678,2019-09-13,0E-20
60818708,2019-03-08,2593.30000000000000000000
60818758,2019-11-11,0E-20
60818828,2019-02-12,7402.35000000000000000000
60818858,2019-07-11,4682.55000000000000000000
60818908,2019-07-25,3593.78000000000000000000
60818918,2019-08-21,820.00000000000000000000
60819068,2019-08-05,0E-20
60819178,2019-12-23,18755.57000000000000000000
60819568,2019-04-10,13052.90000000000000000000
60819718,2019-06-04,24298.36000000000000000000
60819778,2019-04-10,12813.99000000000000000000
60819958,2019-04-10,13303.05000000000000000000
60820068,2019-08-06,7048.19000000000000000000
60820108,2019-12-13,25061.46000000000000000000
60820118,2019-07-19,41028.93124000000000000000
60820278,2019-02-14,13768.09000000000000000000
60820358,2019-12-23,10508.60000000000000000000
60820408,2019-05-27,9970.35000000000000000000
60820418,2019-06-11,7596.82000000000000000000
60820508,2019-06-28,0E-20
60820678,2019-11-01,14772.32000000000000000000
60820688,2019-03-25,31046.45066500000000000000
60820698,2019-10-30,20285.71000000000000000000
60820818,2019-02-11,9742.83000000000000000000
60821178,2019-05-15,0E-20
60821198,2019-08-27,0E-20
60821268,2019-11-18,1850.00000000000000000000
60821278,2019-02-26,970.94822000000000000000
60821328,2019-05-15,0E-20
60821368,2019-09-04,0E-20
60821458,2019-04-29,32005.89646000000000000000
60821468,2019-05-09,13673.62000000000000000000
60821588,2019-09-26,14610.54000000000000000000
60821608,2019-07-09,20854.98000000000000000000
60821628,2019-04-01,0E-20
60821928,2019-07-08,20034.49000000000000000000
60821958,2019-11-22,8190.24000000000000000000
60822478,2019-12-12,2649761.67270826379200000000
60822658,2019-12-04,14577.69000000000000000000
60822668,2019-03-28,6249.02000000000000000000
60822718,2019-08-13,0E-20
60822728,2019-04-04,1520.00000000000000000000
60822758,2019-10-09,19082.21000000000000000000
60822818,2019-10-24,2013.35000000000000000000
60822918,2019-06-06,0E-20
60822988,2019-02-11,0E-20
60823128,2019-05-08,55100.96000000000000000000
60823168,2019-10-25,0E-20
60823598,2019-10-09,14603.39000000000000000000
60823698,2019-06-17,13618.76000000000000000000
60824118,2019-04-10,13184.47000000000000000000
60824158,2019-02-26,9736.27000000000000000000
60824208,2019-12-05,10274.30000000000000000000
60824478,2019-03-06,2004.10000000000000000000
60824628,2019-04-10,12756.38000000000000000000
60824758,2019-11-06,9280.00000000000000000000
60824908,2019-07-18,0E-20
60824958,2019-08-12,17344.70000000000000000000
60824968,2019-06-27,7984.83000000000000000000
60824988,2019-04-01,10000.00000000000000000000
60825288,2019-09-12,0E-20
60825298,2019-09-12,0.47000000000000000000
60825528,2019-05-15,0E-20
60825788,2019-08-01,137650.00000000000000000000
60826128,2019-02-26,8323.07000000000000000000
60826458,2019-11-11,17492.84000000000000000000
60826558,2019-08-22,12166.71377607323400000000
60826618,2019-07-09,9880.27028000000000000000
60826628,2019-12-16,27661.39000000000000000000
60826708,2019-03-06,0E-20
60826728,2019-03-28,31024.27000000000000000000
60826908,2019-09-19,0E-20
60826968,2019-06-17,9601.42000000000000000000
60827108,2019-06-04,7431.29000000000000000000
60827418,2019-03-27,10179.62000000000000000000
60827488,2019-03-18,19595.46000000000000000000
60827768,2019-02-08,0E-20
60827928,2019-12-04,8891.87000000000000000000
60827958,2019-12-04,8494.85000000000000000000
60827978,2019-05-16,7112.63000000000000000000
60828328,2019-05-21,22548.13000000000000000000
60828418,2019-07-05,14445.20000000000000000000
60828498,2019-09-19,17824.03000000000000000000
60828508,2019-03-15,16454.82000000000000000000
60828808,2019-08-21,0E-20
60828858,2019-12-23,10106.97000000000000000000
60828898,2019-03-14,12799.80000000000000000000
60829208,2019-12-10,10786.07000000000000000000
60829258,2019-06-05,18331.96000000000000000000
60829308,2019-04-02,10895.76000000000000000000
60829408,2019-12-23,12788.84000000000000000000
60829528,2019-04-02,11067.61000000000000000000
60829568,2019-03-19,7439.26000000000000000000
60829658,2019-10-08,22278.00000000000000000000
60829828,2019-10-02,170173.79602000000000000000
60829918,2019-03-29,17829.04000000000000000000
60830098,2019-05-14,39636.20000000000000000000
60830118,2019-03-18,14260.72000000000000000000
60830328,2019-12-10,12266.89000000000000000000
60830358,2019-04-23,4031.24000000000000000000
60830498,2019-10-28,11305.33000000000000000000
60830568,2019-05-16,13621.06000000000000000000
60831698,2019-06-06,13276.29635500000000000000
60843308,2019-08-06,2763.29000000000000000000
60845788,2019-02-21,3524.55000000000000000000
60848968,2019-03-27,3100.00000000000000000000
60851968,2019-03-18,11216.38000000000000000000
60852078,2019-12-06,0E-20
60878568,2019-02-01,45614.19776500000000000000
61373066,2019-11-29,26.78925500000000000000
61800088,2019-10-11,0E-20
61800198,2019-07-18,0E-20
61800598,2019-05-06,42614.34686000000000000000
61800658,2019-07-05,12905.28000000000000000000
61800858,2019-03-25,23700.00000000000000000000
61800908,2019-02-26,1.16000000000000000000
61801418,2019-12-12,151562.50210000000000000000
61801528,2019-05-17,25035.49000000000000000000
61801658,2019-05-14,96951.44000000000000000000
61801678,2019-09-19,5071.00000000000000000000
61801758,2019-07-17,9483.72000000000000000000
61801808,2019-02-21,-493223.74094281862200000000
61801828,2019-02-12,93643.65135500000000000000
61801868,2019-05-17,20478.23000000000000000000
61801878,2019-05-17,20770.30000000000000000000
61801918,2019-05-17,21197.02000000000000000000
61802168,2019-07-19,14966.22000000000000000000
61802508,2019-08-14,89800.00000000000000000000
61802578,2019-08-12,2200.00000000000000000000
61802688,2019-03-14,4724.38000000000000000000
61802778,2019-03-05,20389.85000000000000000000
61802788,2019-04-16,51876.46000000000000000000
61802828,2019-02-22,3082.00000000000000000000
61802878,2019-10-18,8533.03000000000000000000
61802898,2019-03-28,5190.23000000000000000000
61802908,2019-12-11,0E-20
61802958,2019-12-24,5215.84000000000000000000
61803008,2019-05-15,0E-20
61803058,2019-04-18,157.12000000000000000000
61803078,2019-03-11,0E-20
61803218,2019-09-13,0E-20
61803268,2019-12-24,10879.27000000000000000000
61803298,2019-12-20,26108.16000000000000000000
61803378,2019-06-05,4591.82000000000000000000
61803418,2019-12-18,11019.05260000000000000000
61803488,2019-09-30,33544.48000000000000000000
61803588,2019-11-25,7103.33000000000000000000
61803878,2019-04-02,5279.84000000000000000000
61803978,2019-09-13,0E-20
61804098,2019-04-17,6643.52000000000000000000
61804158,2019-12-24,33217.40000000000000000000
61804228,2019-12-10,5057.87000000000000000000
61804288,2019-05-16,12477.51000000000000000000
61804298,2019-12-24,20880.97000000000000000000
61804308,2019-11-25,7626.15000000000000000000
61804368,2019-07-23,9604.35000000000000000000
61804428,2019-12-20,24270.23000000000000000000
61804498,2019-07-22,12395.66000000000000000000
61804508,2019-09-30,0E-20
61804528,2019-07-08,31512.35000000000000000000
61804598,2019-03-28,61292.02000000000000000000
61804618,2019-12-24,11247.72000000000000000000
61804668,2019-09-05,111472.82000000000000000000
61804678,2019-12-17,21408.28000000000000000000
61804718,2019-04-23,9453.91000000000000000000
61804758,2019-12-20,15283.98000000000000000000
61804858,2019-07-22,10834.01000000000000000000
61804898,2019-11-21,5753.34000000000000000000
61804968,2019-04-29,1427.90000000000000000000
61804988,2019-06-25,1495389.43000000000000000000
61804998,2019-04-15,10211.82000000000000000000
61805078,2019-10-28,2855.19000000000000000000
61805188,2019-06-04,16587.25000000000000000000
61805198,2019-04-15,10544.04000000000000000000
61805268,2019-05-16,12262.24000000000000000000
61805318,2019-12-17,2297.85000000000000000000
61805328,2019-10-18,66548.22000000000000000000
61805358,2019-05-16,11882.00000000000000000000
61805378,2019-04-15,15129.51000000000000000000
61805388,2019-03-21,16188.52000000000000000000
61805408,2019-10-28,0E-20
61805428,2019-12-09,14161.54000000000000000000
61805518,2019-05-31,15584.23000000000000000000
61805528,2019-12-20,15658.55000000000000000000
61805558,2019-12-24,5218.83000000000000000000
61805598,2019-12-13,20886.07000000000000000000
61805758,2019-07-23,10747.40000000000000000000
61805768,2019-10-16,11558.88000000000000000000
61805808,2019-05-16,12299.13000000000000000000
61805818,2019-10-21,21129.75689500000000000000
61805828,2019-08-01,0E-20
61805888,2019-09-30,39855.66000000000000000000
61805978,2019-05-16,12182.28000000000000000000
61806228,2019-05-15,0E-20
61806358,2019-12-24,11374.00000000000000000000
61806388,2019-05-16,12350.90000000000000000000
61806398,2019-07-17,12518.52000000000000000000
61806418,2019-02-08,14098.14000000000000000000
61806498,2019-09-24,24284.05000000000000000000
61806508,2019-12-23,11362.90902500000000000000
61806518,2019-06-13,15417.76779456243200000000
61806658,2019-08-28,16156.32000000000000000000
61806678,2019-09-30,0E-20
61806718,2019-09-30,0E-20
61806908,2019-10-15,0E-20
61806918,2019-05-16,12095.50000000000000000000
61806998,2019-10-28,1092.41000000000000000000
61807098,2019-12-05,27282.79075000000000000000
61807158,2019-08-08,0E-20
61807178,2019-06-11,36283.20000000000000000000
61807318,2019-10-28,10.89000000000000000000
61807328,2019-08-27,8307.43000000000000000000
61807428,2019-02-25,432.15000000000000000000
61807488,2019-10-28,70.05000000000000000000
61807498,2019-11-14,8027.60000000000000000000
61807558,2019-10-28,803.73000000000000000000
61807598,2019-10-28,61.33000000000000000000
61807608,2019-03-01,8506.67000000000000000000
61807668,2019-12-09,7514.31000000000000000000
61807688,2019-10-28,87.77000000000000000000
61807708,2019-12-17,14707.33000000000000000000
61807728,2019-09-30,0E-20
61807798,2019-10-28,87.22000000000000000000
61807808,2019-04-03,217506.39000000000000000000
61807908,2019-07-22,10184.22000000000000000000
61807958,2019-11-28,1322.31000000000000000000
61807978,2019-07-04,7000.83000000000000000000
61807998,2019-08-15,0E-20
61808098,2019-06-28,14086.76726000000000000000
61808168,2019-04-11,154439.93000000000000000000
61808178,2019-08-15,1473.48000000000000000000
61808308,2019-08-06,494506.45000000000000000000
61808328,2019-06-14,0E-20
61808878,2019-03-11,6268.41000000000000000000
61808898,2019-03-07,4775.61000000000000000000
61810618,2019-09-05,5.87000000000000000000
61810678,2019-06-24,9162.33000000000000000000
61810978,2019-10-29,5244.27000000000000000000
61810988,2019-09-17,9962.62000000000000000000
61810998,2019-07-22,10083.98000000000000000000
61811000,2019-12-13,0E-20
61811088,2019-05-15,0E-20
61811188,2019-07-12,7303.59049698982400000000
61811918,2019-07-23,10433.14000000000000000000
61811968,2019-03-11,2665.44000000000000000000
61812028,2019-04-24,193494.71000000000000000000
61812088,2019-05-15,0E-20
61812108,2019-08-16,0E-20
61812158,2019-09-17,12469.45000000000000000000
61812188,2019-05-15,0E-20
61812228,2019-07-08,10595.73000000000000000000
61812258,2019-11-19,812.82168000000000000000
61812478,2019-07-25,0E-20
61812508,2019-09-19,10071.23000000000000000000
61812528,2019-07-05,31313.74000000000000000000
61812558,2019-11-22,0E-20
61812568,2019-09-18,9963.33000000000000000000
61812578,2019-06-21,7477.97000000000000000000
61812618,2019-10-24,18939.37000000000000000000
61812678,2019-03-06,23477.84000000000000000000
61812928,2019-10-03,10000.96000000000000000000
61812998,2019-07-02,34366.70000000000000000000
61813008,2019-08-13,0E-20
61813168,2019-09-19,10059.48000000000000000000
61813178,2019-06-11,840.00000000000000000000
61813188,2019-05-09,7951.52000000000000000000
61813268,2019-03-06,91754.71524500000000000000
61813358,2019-10-04,18374.27000000000000000000
61813528,2019-07-16,4.67000000000000000000
61813558,2019-07-12,8505.94000000000000000000
61813678,2019-06-17,100.00000000000000000000
61813788,2019-06-12,16432.14000000000000000000
61814188,2019-03-04,69752.38372580574200000000
61814328,2019-07-16,0E-20
61815008,2019-12-23,0E-20
61815588,2019-10-04,4389603.72000000000000000000
61815618,2019-08-01,0E-20
61816666,2019-12-24,20589.62000000000000000000
61816858,2019-07-08,206117.23180500000000000000
61816928,2019-11-06,45028.02000000000000000000
61817698,2019-03-07,228215.59000000000000000000
61820018,2019-06-17,2193.33000000000000000000
61820078,2019-04-16,15751.10000000000000000000
61820098,2019-07-26,44395.00000000000000000000
61820108,2019-04-09,13709.75000000000000000000
61820118,2019-02-18,6921.26000000000000000000
61820188,2019-04-03,5903.15000000000000000000
61820298,2019-07-03,3971.05000000000000000000
61820368,2019-10-30,200000.00000000000000000000
61820428,2019-02-18,1234.64417500000000000000
61820468,2019-05-29,959.42000000000000000000
61820498,2019-05-06,10000.00000000000000000000
61820508,2019-05-06,10000.00000000000000000000
61820558,2019-08-15,5837.40000000000000000000
61820588,2019-05-06,10000.00000000000000000000
61820828,2019-12-12,174677.66000000000000000000
61820858,2019-07-09,7853.15000000000000000000
61820868,2019-05-06,10000.00000000000000000000
61820888,2019-04-04,5252.29000000000000000000
61820928,2019-11-04,469884.94000000000000000000
61820978,2019-03-22,2383.41000000000000000000
61821028,2019-11-18,10355.83000000000000000000
61821098,2019-02-18,6964.77000000000000000000
61821128,2019-04-10,2171.63000000000000000000
61821318,2019-12-23,10865.88000000000000000000
61821368,2019-06-26,100.13000000000000000000
61821458,2019-12-04,58495.98000000000000000000
61821488,2019-07-29,0E-20
61821528,2019-10-03,10673.07000000000000000000
61821718,2019-08-06,11086.86000000000000000000
61821728,2019-07-10,19272.05000000000000000000
61821788,2019-04-16,20000.87000000000000000000
61821808,2019-07-16,10137.03000000000000000000
61821898,2019-07-16,13345.89000000000000000000
61821968,2019-11-12,2059.54000000000000000000
61821978,2019-08-02,3454.58000000000000000000
61821998,2019-08-21,0E-20
61822128,2019-10-03,10315.93000000000000000000
61822298,2019-12-23,35751.94000000000000000000
61822308,2019-07-23,0E-20
61822318,2019-07-16,14061.84000000000000000000
61822328,2019-07-18,0E-20
61822358,2019-06-18,8108.25000000000000000000
61822368,2019-07-16,13354.04000000000000000000
61822428,2019-12-20,46531.34000000000000000000
61822468,2019-04-02,11418.60000000000000000000
61822588,2019-11-29,32101.44000000000000000000
61822618,2019-12-12,20839.04000000000000000000
61822628,2019-11-06,13070.63000000000000000000
61822768,2019-11-26,18209.75000000000000000000
61822788,2019-04-01,2973.61000000000000000000
61822858,2019-06-28,15774.61000000000000000000
61823018,2019-04-04,10667.21753000000000000000
61823078,2019-07-10,2117.01803007226600000000
61823088,2019-09-16,57.60000000000000000000
61823268,2019-02-12,0E-20
61823328,2019-04-04,32582.44000000000000000000
61823378,2019-03-29,15671.39000000000000000000
61823388,2019-08-27,4317.43000000000000000000
61823468,2019-12-12,0E-20
61823488,2019-10-25,31136.11000000000000000000
61823528,2019-07-18,2993.47000000000000000000
61823568,2019-07-31,21769.00000000000000000000
61823588,2019-07-05,0E-20
61823798,2019-08-14,4900.64000000000000000000
61824018,2019-03-06,4126.27000000000000000000
61824028,2019-11-25,9023.66000000000000000000
61824198,2019-12-05,9423.41000000000000000000
61824258,2019-07-16,11950.07000000000000000000
61824308,2019-12-23,31221.23000000000000000000
61824318,2019-11-18,9925.26000000000000000000
61824358,2019-12-17,19507.07000000000000000000
61824368,2019-11-28,0E-20
61824398,2019-07-19,12418.86000000000000000000
61824478,2019-05-20,17229.49000000000000000000
61824508,2019-06-28,1277366.89000000000000000000
61824658,2019-12-24,9489.61000000000000000000
61824708,2019-07-05,29458.47000000000000000000
61824728,2019-11-20,26597.84000000000000000000
61824818,2019-06-04,3027.91388272500000000000
61824858,2019-07-10,11380.21000000000000000000
61824908,2019-11-11,20187.33000000000000000000
61824968,2019-07-19,15727.03000000000000000000
61825008,2019-11-29,22792.15000000000000000000
61825078,2019-06-24,115083.35556500000000000000
61825088,2019-05-20,11728.89000000000000000000
61825118,2019-04-11,26780.04000000000000000000
61825128,2019-07-05,29453.21000000000000000000
61825208,2019-12-11,20039.16000000000000000000
61825218,2019-04-11,1146.66995500000000000000
61825298,2019-05-15,5877.36000000000000000000
61825318,2019-04-01,20969.52000000000000000000
61825458,2019-11-20,11204.56000000000000000000
61825508,2019-10-10,38775.72000000000000000000
61825518,2019-10-08,34550.52000000000000000000
61825588,2019-10-22,31133.07000000000000000000
61825618,2019-08-30,2024.35000000000000000000
61825688,2019-04-24,2726.36000000000000000000
61825698,2019-06-28,11508.20000000000000000000
61825708,2019-05-24,12356.09000000000000000000
61825728,2019-06-28,64210.23000000000000000000
61825808,2019-11-12,31055.29000000000000000000
61825818,2019-10-02,134634.61000000000000000000
61825828,2019-12-18,55479.89000000000000000000
61825858,2019-02-25,2787.35000000000000000000
61825868,2019-03-20,11908.85000000000000000000
61825928,2019-11-29,17675.50000000000000000000
61825968,2019-11-11,7948.51000000000000000000
61825998,2019-07-26,760.00000000000000000000
61826068,2019-02-01,6014.21000000000000000000
61826218,2019-07-18,15774.78000000000000000000
61826278,2019-10-30,11851.96780000000000000000
61826408,2019-07-17,45488.95000000000000000000
61826558,2019-08-26,0E-20
61826568,2019-04-26,6458.24000000000000000000
61826578,2019-08-01,14869.02000000000000000000
61826588,2019-10-22,24647.44000000000000000000
61826658,2019-12-18,0E-20
61826668,2019-06-20,18026.97000000000000000000
61826678,2019-08-07,108830.48046392862800000000
61826718,2019-04-01,27682.89000000000000000000
61826728,2019-07-05,29408.33000000000000000000
61826758,2019-07-05,29479.67000000000000000000
61826868,2019-08-07,0E-20
61826958,2019-08-02,0E-20
61826988,2019-11-26,18680.78000000000000000000
61827028,2019-05-06,14904.62000000000000000000
61827088,2019-11-29,16004.02000000000000000000
61827108,2019-11-26,12776.94000000000000000000
61827128,2019-11-26,18762.27000000000000000000
61827158,2019-07-25,21608.78000000000000000000
61827208,2019-12-12,20142.01000000000000000000
61827218,2019-08-30,0E-20
61827288,2019-06-20,10000.00000000000000000000
61827298,2019-08-23,95680.92000000000000000000
61827308,2019-06-20,18000.00000000000000000000
61827368,2019-07-10,6689.17000000000000000000
61827398,2019-08-13,20705.78000000000000000000
61827468,2019-06-03,28662.73000000000000000000
61827558,2019-07-10,15852.40000000000000000000
61827588,2019-06-04,10692.76000000000000000000
61827658,2019-12-05,10584.90440500000000000000
61827668,2019-07-19,0E-20
61827678,2019-07-04,14843.02000000000000000000
61827758,2019-07-10,14437.68000000000000000000
61827788,2019-07-18,6112.00000000000000000000
61827858,2019-02-15,2487.77000000000000000000
61827928,2019-06-14,8921.48000000000000000000
61827988,2019-03-04,119553.72003000000000000000
61828108,2019-10-18,8025.60000000000000000000
61828118,2019-07-29,18668.51000000000000000000
61828178,2019-10-21,8456.39000000000000000000
61828298,2019-09-18,62378.33000000000000000000
61828308,2019-04-02,0E-20
61828508,2019-03-05,7850.83000000000000000000
61828518,2019-05-21,3898.81317000000000000000
61828588,2019-12-23,9996.71000000000000000000
61828598,2019-05-10,11077.55000000000000000000
61828698,2019-07-23,0E-20
61828718,2019-02-19,8810.52000000000000000000
61828798,2019-09-18,3240.00000000000000000000
61828828,2019-02-18,0E-20
61828858,2019-12-12,6335.81000000000000000000
61828988,2019-08-05,105192.54000000000000000000
61829028,2019-12-10,18331.23000000000000000000
61829078,2019-07-23,0E-20
61829198,2019-10-09,84820.00000000000000000000
61829208,2019-11-01,13046.74000000000000000000
61829228,2019-06-28,51065.30000000000000000000
61829278,2019-03-29,0E-20
61829328,2019-08-05,10000.00000000000000000000
61829358,2019-08-05,10000.00000000000000000000
61829368,2019-02-15,18616.75000000000000000000
61829398,2019-11-08,33.36000000000000000000
61829428,2019-06-28,52644.89296500000000000000
61829598,2019-02-22,3035.23000000000000000000
61829668,2019-12-10,9376.32000000000000000000
61829688,2019-07-03,168254.24000000000000000000
61829708,2019-11-12,4554.00000000000000000000
61829888,2019-05-15,0E-20
