account_id,cash_in_first_day,asset_first_out
61829978,2019-07-10,15185.24000000000000000000
61830328,2019-06-19,24058.76000000000000000000
61830428,2019-04-25,16307.88000000000000000000
61830488,2019-11-26,15435.24000000000000000000
61830558,2019-05-20,14214.53000000000000000000
61830598,2019-12-04,34686.74000000000000000000
61830618,2019-12-04,34327.86000000000000000000
61830688,2019-12-04,32497.23000000000000000000
61830758,2019-11-12,0E-20
61830918,2019-07-26,96646.89000000000000000000
61831078,2019-03-18,83704.57000000000000000000
61831158,2019-07-09,8449.29000000000000000000
61831218,2019-08-01,5121.05000000000000000000
61831228,2019-07-16,4097.62000000000000000000
61831328,2019-08-30,26368.64000000000000000000
61831398,2019-06-11,10317.78000000000000000000
61831418,2019-11-08,22898.21000000000000000000
61831428,2019-02-12,3038.57000000000000000000
61831458,2019-07-17,9428.11000000000000000000
61831568,2019-03-07,3950.38000000000000000000
61831578,2019-06-14,13428.99000000000000000000
61831658,2019-11-04,43607.89000000000000000000
61831768,2019-02-28,3540.27000000000000000000
61831778,2019-04-01,0E-20
61831808,2019-07-09,18365.79000000000000000000
61831868,2019-03-20,15176.30000000000000000000
61831968,2019-09-24,19761.60000000000000000000
61832058,2019-07-12,24237.82000000000000000000
61832108,2019-05-20,10729.29000000000000000000
61832308,2019-02-28,15765.67000000000000000000
61832398,2019-04-01,10846.36000000000000000000
61832418,2019-06-20,38243.02000000000000000000
61832498,2019-03-05,32.36000000000000000000
61832528,2019-08-13,0E-20
61832568,2019-03-27,36140.00000000000000000000
61832688,2019-09-12,22602.33000000000000000000
61832698,2019-08-28,0E-20
61832718,2019-08-21,0E-20
61832728,2019-11-04,27200.51000000000000000000
61832758,2019-06-17,5477.81000000000000000000
61832778,2019-06-18,5152.89000000000000000000
61832918,2019-11-04,43412.05917208600000000000
61832928,2019-07-19,0E-20
61833278,2019-10-11,85098.29000000000000000000
61833388,2019-03-13,2955.10000000000000000000
61833408,2019-03-07,0E-20
61833478,2019-08-13,9645.00511000000000000000
61833528,2019-10-31,15255.08000000000000000000
61833568,2019-05-30,17929.18000000000000000000
61833578,2019-04-25,21052.77000000000000000000
61833728,2019-08-21,207175.18716500000000000000
61833758,2019-07-12,21385.65000000000000000000
61833798,2019-12-17,54957.34144436332800000000
61833878,2019-03-06,1865.85000000000000000000
61833928,2019-07-18,0E-20
61833978,2019-07-25,4707.84000000000000000000
61834078,2019-12-12,12877.86000000000000000000
61834098,2019-12-20,4995.00000000000000000000
61834128,2019-03-18,11659.94000000000000000000
61834228,2019-09-10,1.29623274041200000000
61834368,2019-02-11,13026.24909500000000000000
61834458,2019-06-25,10000.94000000000000000000
61834528,2019-10-14,338090.80000000000000000000
61834678,2019-12-12,892033.58000000000000000000
61834798,2019-07-09,47681.09000000000000000000
61834908,2019-03-13,14523.77000000000000000000
61834918,2019-05-09,158875.57000000000000000000
61834968,2019-09-17,0E-20
61834978,2019-05-30,5328.03000000000000000000
61835018,2019-06-24,32083.35000000000000000000
61835028,2019-06-19,18000.32000000000000000000
61835108,2019-08-16,3331.06000000000000000000
61835118,2019-02-15,3376.36000000000000000000
61835198,2019-09-10,20000.00000000000000000000
61835288,2019-11-08,62858.51000000000000000000
61835378,2019-10-21,22022.05000000000000000000
61835428,2019-06-28,21118.18000000000000000000
61835678,2019-03-08,0E-20
61835688,2019-07-31,0E-20
61835718,2019-08-30,9151.03000000000000000000
61835728,2019-04-15,0E-20
61835808,2019-03-18,309329.70543500000000000000
61835818,2019-07-30,19824.20000000000000000000
61835928,2019-08-30,0E-20
61835998,2019-05-08,38236.05800000000000000000
61836018,2019-03-18,19976.22000000000000000000
61836168,2019-09-16,0E-20
61836318,2019-09-16,38635.77506374326000000000
61836428,2019-10-29,100239.55000000000000000000
61836458,2019-10-25,80388.08000000000000000000
61836468,2019-10-23,38509.10000000000000000000
61836558,2019-06-19,19212.19000000000000000000
61836588,2019-08-21,0E-20
61839788,2019-10-31,0E-20
61840008,2019-09-03,11322.06000000000000000000
61840028,2019-10-21,132108.36108500000000000000
61840058,2019-10-18,35333.63000000000000000000
61840078,2019-07-12,13279.62275500000000000000
61840128,2019-11-15,12171.05423500000000000000
61840198,2019-10-16,4450.00000000000000000000
61840208,2019-11-05,22127.35000000000000000000
61840228,2019-11-08,29500.28000000000000000000
61840328,2019-02-22,57393.22364500000000000000
61840568,2019-06-27,19927.62000000000000000000
61840578,2019-02-19,20838.52000000000000000000
61840588,2019-07-15,24486.44000000000000000000
61840688,2019-05-20,0E-20
61840778,2019-12-17,14713.08458500000000000000
61840798,2019-10-24,25792.03000000000000000000
61840808,2019-10-11,0E-20
61840818,2019-07-18,3305.43000000000000000000
61840998,2019-04-15,15648.52000000000000000000
61841028,2019-08-07,51209.81779000000000000000
61841168,2019-08-26,9495.00000000000000000000
61841228,2019-09-09,7530.36156000000000000000
61841278,2019-08-08,0E-20
61841308,2019-11-20,10054.27000000000000000000
61841398,2019-07-05,4993.68000000000000000000
61841418,2019-06-26,5873.34000000000000000000
61841428,2019-06-19,12158.69000000000000000000
61841488,2019-06-18,6902.84000000000000000000
61841498,2019-08-30,34101.22000000000000000000
61841558,2019-09-02,4277.15000000000000000000
61841598,2019-03-04,6685.90000000000000000000
61841688,2019-03-28,0E-20
61841698,2019-07-05,5000.71000000000000000000
61841788,2019-09-11,11780.75027500000000000000
61841798,2019-11-18,10295.32000000000000000000
61841818,2019-10-16,7080.53000000000000000000
61841828,2019-11-19,5000.48000000000000000000
61841868,2019-11-12,11017.87000000000000000000
61841988,2019-11-29,10097.56000000000000000000
61842198,2019-07-03,5906.11000000000000000000
61842208,2019-11-18,5000.49000000000000000000
61842268,2019-08-27,33148.99000000000000000000
61842278,2019-08-22,193.68000000000000000000
61842288,2019-07-25,5000.16000000000000000000
61842398,2019-07-26,5000.00000000000000000000
61842428,2019-11-18,5001.81000000000000000000
61842518,2019-04-02,10242.08000000000000000000
61842528,2019-06-27,15005.21000000000000000000
61842578,2019-05-20,11426.25000000000000000000
61842618,2019-04-01,400.00000000000000000000
61842658,2019-03-21,0.95000000000000000000
61842728,2019-11-18,5000.73000000000000000000
61842828,2019-07-18,42950.93000000000000000000
61842908,2019-06-25,5000.00000000000000000000
61843098,2019-07-03,4639.74000000000000000000
61843268,2019-12-16,13076.18000000000000000000
61843298,2019-10-18,41721.45000000000000000000
61843328,2019-09-04,0E-20
61843358,2019-08-05,7841.50000000000000000000
61843488,2019-07-15,0E-20
61843508,2019-07-05,5000.21000000000000000000
61843518,2019-06-17,10000.55000000000000000000
61843718,2019-08-16,0E-20
61843898,2019-06-18,5000.00000000000000000000
61843918,2019-04-18,2853.29000000000000000000
61843968,2019-05-17,6059.80000000000000000000
61844098,2019-07-10,12000.00000000000000000000
61844318,2019-07-04,0E-20
61844508,2019-07-10,24369.15000000000000000000
61844578,2019-06-12,7174.00000000000000000000
61844618,2019-10-21,25155.29000000000000000000
61844628,2019-11-19,3600.95000000000000000000
61844668,2019-12-23,9242.91000000000000000000
61844718,2019-02-25,1239.99000000000000000000
61844758,2019-12-10,0E-20
61844778,2019-07-05,5328.02000000000000000000
61844868,2019-06-18,753236.55000000000000000000
61844898,2019-12-19,14180.00000000000000000000
61844958,2019-03-06,0E-20
61845178,2019-07-10,15351.53000000000000000000
61845218,2019-03-25,28726.57000000000000000000
61845228,2019-04-25,114702.34820000000000000000
61845608,2019-07-24,8864.59000000000000000000
61845778,2019-09-25,97438.48000000000000000000
61845868,2019-06-28,10919.04000000000000000000
61845958,2019-06-05,8440.10000000000000000000
61845988,2019-10-28,239414.76000000000000000000
61846058,2019-03-05,6217.28000000000000000000
61846088,2019-04-02,19592.03000000000000000000
61846518,2019-08-01,0E-20
61846568,2019-08-13,0E-20
61846588,2019-11-28,0E-20
61846608,2019-08-19,0E-20
61846618,2019-07-10,20176.50000000000000000000
61846658,2019-05-17,73952.11586409593400000000
61846688,2019-10-25,8899.29000000000000000000
61846898,2019-03-21,0E-20
61846958,2019-05-30,0E-20
61846968,2019-11-21,14335.51000000000000000000
61846978,2019-07-02,10790.00000000000000000000
61847008,2019-04-29,15625.09000000000000000000
61847088,2019-12-24,10652.88000000000000000000
61847118,2019-09-26,6994.74000000000000000000
61847168,2019-04-17,5701.31000000000000000000
61847208,2019-07-17,11651.97000000000000000000
61847288,2019-08-21,0E-20
61847328,2019-06-04,0E-20
61847358,2019-08-07,2400.15000000000000000000
61847368,2019-12-06,58730.38000000000000000000
61847388,2019-08-30,0E-20
61847398,2019-05-15,0E-20
61847428,2019-03-05,303.59000000000000000000
61847498,2019-04-16,24518.60000000000000000000
61847678,2019-06-28,9208.26000000000000000000
61847768,2019-10-25,0E-20
61847778,2019-09-03,12074.87000000000000000000
61847798,2019-03-28,1620.45000000000000000000
61847878,2019-10-16,0E-20
61848098,2019-08-05,16700.00000000000000000000
61848168,2019-02-28,484498.93000000000000000000
61848308,2019-07-08,0E-20
61848398,2019-03-27,19703.23000000000000000000
61848478,2019-12-23,11182.38000000000000000000
61848528,2019-02-19,5214.11000000000000000000
61848688,2019-07-18,18089.48000000000000000000
61848698,2019-10-16,10160.00000000000000000000
61848708,2019-03-26,18699.70000000000000000000
61848718,2019-06-17,5000.29000000000000000000
61848788,2019-05-31,11225.40000000000000000000
61848858,2019-12-17,13236.20000000000000000000
61848978,2019-02-11,0E-20
61848988,2019-12-23,5879.05000000000000000000
61849028,2019-11-08,26995.29000000000000000000
61849058,2019-10-29,4441.11395730756400000000
61849118,2019-04-30,11419.31000000000000000000
61849178,2019-04-16,745131.79000000000000000000
61849188,2019-12-24,58720.00000000000000000000
61849278,2019-03-18,14500.00000000000000000000
61849308,2019-07-12,12990.00000000000000000000
61849368,2019-05-29,48275.61000000000000000000
61849378,2019-10-23,40463.87179761713200000000
61849388,2019-11-21,5203.12000000000000000000
61849518,2019-10-21,0E-20
61849578,2019-09-09,0E-20
61849588,2019-03-20,20733.35000000000000000000
61849688,2019-05-22,5659.38000000000000000000
61849698,2019-04-12,12778.13000000000000000000
61849768,2019-07-11,19162.28000000000000000000
61849858,2019-04-12,13120.84000000000000000000
61849918,2019-12-10,17005.00000000000000000000
61849968,2019-03-15,17634.92000000000000000000
61850098,2019-06-28,7903.50000000000000000000
61850158,2019-08-05,10000.00000000000000000000
61850178,2019-04-09,3998.75566500000000000000
61850188,2019-09-05,0E-20
61850258,2019-09-04,0E-20
61850278,2019-11-04,9356.07000000000000000000
61850328,2019-03-22,0E-20
61850358,2019-06-11,5272.19000000000000000000
61850508,2019-06-28,35173.36000000000000000000
61850578,2019-08-14,4540.43000000000000000000
61850608,2019-10-24,14719.29412500000000000000
61850628,2019-07-25,15680.07000000000000000000
61850668,2019-07-09,24863.56000000000000000000
61850678,2019-12-24,19817.03880000000000000000
61850788,2019-03-11,12165.88000000000000000000
61851028,2019-02-12,0E-20
61851128,2019-11-08,0E-20
61851188,2019-12-12,14346.40000000000000000000
61851298,2019-02-26,644.47000000000000000000
61851328,2019-11-15,14802.11000000000000000000
61851358,2019-09-04,0E-20
61851398,2019-08-28,14770.10000000000000000000
61851408,2019-09-11,17299.64000000000000000000
61851478,2019-04-12,12477.75000000000000000000
61851528,2019-09-16,0E-20
61851588,2019-06-25,3479.49000000000000000000
61851728,2019-04-12,12777.64000000000000000000
61851778,2019-04-17,13671.25000000000000000000
61851798,2019-11-01,10270.00000000000000000000
61852068,2019-10-28,11293.43000000000000000000
61852098,2019-10-15,31840.41000000000000000000
61852108,2019-04-03,7660.87000000000000000000
61852318,2019-11-28,20608.91000000000000000000
61852358,2019-05-06,8060.31000000000000000000
61852378,2019-06-03,9144.08000000000000000000
61852408,2019-10-24,0E-20
61852418,2019-05-15,17345.78000000000000000000
61852568,2019-09-25,29621.75000000000000000000
61852588,2019-09-04,0E-20
61852628,2019-05-16,2727.00000000000000000000
61852658,2019-06-24,18401.56000000000000000000
61852688,2019-11-13,31908.34000000000000000000
61852788,2019-02-18,0E-20
61852888,2019-03-12,5579.02000000000000000000
61852928,2019-04-02,10441.53000000000000000000
61853058,2019-12-04,8698.45000000000000000000
61853108,2019-07-05,16288.13000000000000000000
61853258,2019-09-23,8681.58000000000000000000
61853268,2019-09-23,12021.61000000000000000000
61853278,2019-09-26,0E-20
61853288,2019-09-23,12276.78000000000000000000
61853558,2019-03-29,33483.28000000000000000000
61853718,2019-03-11,36650.96000000000000000000
61853858,2019-02-08,0E-20
61853898,2019-12-12,9527.46000000000000000000
61853908,2019-08-27,10.18259500000000000000
61853918,2019-08-23,10000.00000000000000000000
61853978,2019-10-28,26234.70000000000000000000
61854188,2019-07-31,10824.30000000000000000000
61854198,2019-09-09,0E-20
61854228,2019-06-04,20093.91000000000000000000
61854318,2019-06-18,24336.91000000000000000000
61854378,2019-02-12,266309.42764000000000000000
61854508,2019-06-04,20248.96000000000000000000
61854668,2019-06-10,0E-20
61854688,2019-02-26,644.59000000000000000000
61854758,2019-06-13,0E-20
61854898,2019-08-07,11260.35000000000000000000
61855288,2019-02-26,612.01000000000000000000
61855468,2019-11-25,0E-20
61855498,2019-03-11,53042.10954500000000000000
61855508,2019-08-30,0E-20
61855578,2019-12-05,8455.77000000000000000000
61855688,2019-12-02,5403.23000000000000000000
61855718,2019-08-19,9668.56000000000000000000
61855788,2019-07-15,36494.26000000000000000000
61855878,2019-09-12,28714.81117500000000000000
61856028,2019-02-12,339223.97000000000000000000
61856228,2019-10-23,15990.08000000000000000000
61856368,2019-08-21,13762.87000000000000000000
61856488,2019-11-29,8269.80000000000000000000
61856698,2019-08-05,20015.77000000000000000000
61856828,2019-07-15,29261.15000000000000000000
61857008,2019-05-06,0E-20
61857018,2019-10-21,6484.69000000000000000000
61857078,2019-08-23,25626.63000000000000000000
61857088,2019-07-17,7896.45000000000000000000
61857098,2019-06-04,24168.87000000000000000000
61857178,2019-12-02,8623.12000000000000000000
61857218,2019-10-28,9571.78270500000000000000
61857328,2019-03-14,6300.00000000000000000000
61857388,2019-10-29,39716.91000000000000000000
61857758,2019-09-02,870.00000000000000000000
61857808,2019-07-12,15671.59000000000000000000
61857818,2019-02-14,0E-20
61857878,2019-10-31,1755.24000000000000000000
61857918,2019-09-09,0.94000000000000000000
61857928,2019-08-02,45511.08000000000000000000
61858008,2019-03-05,0E-20
61858018,2019-07-23,7481.88000000000000000000
61858068,2019-08-22,0E-20
61858088,2019-02-11,6375.68000000000000000000
61858118,2019-02-11,7755.84000000000000000000
61858278,2019-10-17,13373.29000000000000000000
61858358,2019-10-09,24674.65000000000000000000
61858598,2019-03-12,211429.11000000000000000000
61858678,2019-12-10,7900.70000000000000000000
61858718,2019-09-03,36215.85000000000000000000
61858758,2019-10-23,0E-20
61858968,2019-09-09,13329.18000000000000000000
61859158,2019-02-25,4549.75000000000000000000
61859198,2019-12-04,18514.02000000000000000000
61859318,2019-02-22,2344.09072000000000000000
61859408,2019-10-22,26033.54000000000000000000
61859528,2019-12-11,23846.54000000000000000000
61859558,2019-06-28,18701.72000000000000000000
61859578,2019-02-15,15274.36000000000000000000
61859588,2019-05-15,30769.04000000000000000000
61859808,2019-07-18,14718.75000000000000000000
61859888,2019-10-22,14188.02000000000000000000
61860068,2019-10-25,0E-20
61860188,2019-04-12,0E-20
61860258,2019-12-03,6081.86000000000000000000
61860298,2019-11-21,0E-20
61860308,2019-06-28,5785.63000000000000000000
61860328,2019-02-15,10726.60000000000000000000
61860368,2019-04-01,1825.70000000000000000000
61860398,2019-03-13,13131.00000000000000000000
61860498,2019-12-23,10977.05000000000000000000
61860658,2019-08-01,0E-20
61860688,2019-06-18,19106.16000000000000000000
61860768,2019-06-04,0E-20
61860798,2019-12-19,17162.32000000000000000000
61860988,2019-07-19,39769.93000000000000000000
61861168,2019-09-18,0E-20
61861388,2019-11-15,12506.27000000000000000000
61861808,2019-05-15,0E-20
61861868,2019-04-15,9721.73000000000000000000
61861878,2019-11-04,41660.81000000000000000000
61862008,2019-10-17,1728.00000000000000000000
61862088,2019-08-21,2595.00000000000000000000
61862128,2019-03-26,11818.58000000000000000000
61862218,2019-07-03,0E-20
61862508,2019-07-17,9756.22000000000000000000
61862598,2019-12-05,10771.99000000000000000000
61862618,2019-09-10,0E-20
61863718,2019-02-12,0E-20
61864298,2019-08-13,24696.00000000000000000000
61864328,2019-07-05,24752.74871500000000000000
61864688,2019-06-28,21228.26000000000000000000
61865108,2019-06-21,21320.79000000000000000000
61865188,2019-10-21,41531.76000000000000000000
61865578,2019-08-06,0E-20
61865988,2019-02-27,0E-20
61866078,2019-12-03,13975.26000000000000000000
61866618,2019-03-04,12415.24000000000000000000
61866688,2019-12-04,17135.68000000000000000000
61866768,2019-08-27,0E-20
61866918,2019-11-25,13787.46000000000000000000
61867068,2019-11-15,24918.67000000000000000000
61867398,2019-03-14,16600.50000000000000000000
61867618,2019-09-05,19912.83000000000000000000
61867758,2019-02-11,0E-20
61867858,2019-06-14,0E-20
61867888,2019-03-14,4.99000000000000000000
61867988,2019-09-17,0E-20
61868068,2019-11-19,3303.74000000000000000000
61868288,2019-06-20,0E-20
61868718,2019-12-16,18357.39000000000000000000
61868768,2019-02-28,7543.83000000000000000000
61868788,2019-02-26,602.43000000000000000000
61868978,2019-11-15,6505.82000000000000000000
61869058,2019-05-28,71173.57000000000000000000
61869108,2019-11-26,12504.02000000000000000000
61869198,2019-07-25,108801.82000000000000000000
61869378,2019-06-19,1649.85000000000000000000
61870068,2019-06-04,0E-20
61870158,2019-07-29,9120.00000000000000000000
61870468,2019-09-06,0E-20
61870498,2019-12-20,63571.98373500000000000000
61870558,2019-08-27,0E-20
61870618,2019-10-08,0E-20
61870668,2019-08-15,20136.98000000000000000000
61870798,2019-07-15,14831.20000000000000000000
61870858,2019-12-03,15425.92000000000000000000
61871328,2019-02-21,3761.69000000000000000000
61871478,2019-08-08,15983.97000000000000000000
61871578,2019-09-12,5.79000000000000000000
61871668,2019-10-17,19333.67000000000000000000
61871728,2019-08-13,0E-20
61871798,2019-11-29,11383.62000000000000000000
61871808,2019-09-23,12409.94000000000000000000
61872178,2019-04-29,3157.59585000000000000000
61872418,2019-07-29,2556.93000000000000000000
61872468,2019-12-05,27028.86498947991800000000
61872558,2019-03-14,1494.31000000000000000000
61872658,2019-11-21,0E-20
61872678,2019-04-29,5688.05000000000000000000
61872828,2019-09-12,237578.49000000000000000000
61872958,2019-12-23,13090.20000000000000000000
61873168,2019-07-17,8188.42000000000000000000
61873198,2019-03-19,0E-20
61873258,2019-10-09,1386.07559500000000000000
61873468,2019-10-17,37041.35000000000000000000
61873908,2019-05-24,9547.76000000000000000000
61874058,2019-09-05,0E-20
61874428,2019-05-14,14482.23000000000000000000
61874478,2019-12-24,3464.03680500000000000000
61874558,2019-03-14,22171.35000000000000000000
61874568,2019-06-04,20580.37000000000000000000
61874688,2019-05-03,12090.03000000000000000000
61874708,2019-09-09,0E-20
61874908,2019-12-17,3065.00000000000000000000
61874918,2019-11-01,9060.78000000000000000000
61874978,2019-09-30,0E-20
61875058,2019-10-30,0E-20
61875118,2019-02-27,0E-20
61875288,2019-03-14,10771.09000000000000000000
61875378,2019-08-02,0E-20
61875428,2019-07-18,20000.00000000000000000000
61875968,2019-06-28,11240.04000000000000000000
61875978,2019-04-12,133817.20000000000000000000
61875998,2019-05-16,5237.43000000000000000000
61876268,2019-11-14,3465.97000000000000000000
61876328,2019-09-03,54137.33000000000000000000
61876418,2019-09-09,15334.02000000000000000000
61876498,2019-03-15,19516.72096500000000000000
61876508,2019-11-22,75434.02534500000000000000
61876568,2019-06-06,68859.43000000000000000000
61876578,2019-05-17,1475.00000000000000000000
61876818,2019-08-20,30692.61000000000000000000
61876888,2019-06-20,3.19000000000000000000
61876908,2019-09-18,9995.73000000000000000000
61877018,2019-08-13,0E-20
61877028,2019-12-24,26259.45000000000000000000
61877168,2019-09-18,9995.16000000000000000000
61877178,2019-09-18,9995.21000000000000000000
61877228,2019-12-13,10006.77000000000000000000
61877288,2019-02-27,0E-20
61877318,2019-02-27,0E-20
61877328,2019-09-18,9995.74000000000000000000
61877368,2019-08-13,0E-20
61877378,2019-09-18,9995.43000000000000000000
61877388,2019-09-18,9994.62000000000000000000
61877428,2019-08-13,0E-20
61877968,2019-12-19,38446.09000000000000000000
61878108,2019-06-25,24277.38401000000000000000
61878298,2019-07-17,17450.12000000000000000000
61878468,2019-12-13,20156.40000000000000000000
61878508,2019-10-21,18439.68000000000000000000
61879098,2019-02-27,0.60000000000000000000
61879178,2019-08-15,0E-20
61879258,2019-03-29,7584.73000000000000000000
61879268,2019-04-16,6565.93000000000000000000
61879278,2019-06-25,19696.94000000000000000000
61879418,2019-05-15,17800.42875000000000000000
61879488,2019-08-01,0E-20
61879568,2019-02-27,0E-20
61879618,2019-10-28,46266.45000000000000000000
61879628,2019-06-26,32108.69000000000000000000
61880198,2019-04-24,3939.31000000000000000000
61880308,2019-06-26,0E-20
61880458,2019-05-09,305264.80000000000000000000
61880468,2019-02-27,13288.25000000000000000000
61880508,2019-08-01,0E-20
61880568,2019-07-04,0E-20
61880668,2019-04-02,36147.59000000000000000000
61880868,2019-12-23,9790.25000000000000000000
61881008,2019-04-03,14920.59000000000000000000
61881058,2019-09-05,0E-20
61881278,2019-06-28,2731.39000000000000000000
61881688,2019-12-23,0E-20
61881778,2019-12-20,42999.11000000000000000000
61881808,2019-08-05,10000.00000000000000000000
61881878,2019-05-16,178333.71000000000000000000
61881898,2019-11-26,9902.36000000000000000000
61881908,2019-08-05,5000.00000000000000000000
61882008,2019-03-18,19977.08000000000000000000
61882088,2019-11-18,0E-20
61882108,2019-10-29,3781.73000000000000000000
61882168,2019-06-05,18670.60000000000000000000
61882298,2019-03-18,19976.37000000000000000000
61882908,2019-12-12,242592.69000000000000000000
61883388,2019-07-08,52497.96000000000000000000
61883428,2019-04-02,10276.90000000000000000000
61883668,2019-10-21,6611.92000000000000000000
61883898,2019-05-10,6248.93000000000000000000
61884008,2019-04-15,43562.62000000000000000000
61884088,2019-05-16,21040.32000000000000000000
61884308,2019-10-24,6484.67874500000000000000
61884318,2019-08-13,2450630.00000000000000000000
61884368,2019-08-28,0E-20
61884478,2019-09-02,0E-20
61884528,2019-08-27,0E-20
61884608,2019-12-24,10004.57000000000000000000
61884908,2019-10-24,10155.85000000000000000000
61885118,2019-11-27,12214.18000000000000000000
61885478,2019-11-05,11938.10386000000000000000
61885908,2019-09-16,25043.71000000000000000000
61886218,2019-09-23,0E-20
61886298,2019-10-28,44200.62000000000000000000
61886788,2019-06-06,85145.17219500000000000000
61887008,2019-06-27,25.61000000000000000000
61887068,2019-05-07,478.02000000000000000000
61887128,2019-08-30,55021.97000000000000000000
61887378,2019-12-23,11022.70000000000000000000
61887408,2019-11-14,0E-20
61887958,2019-06-03,26651.34000000000000000000
61887988,2019-12-04,18324.18000000000000000000
61888088,2019-04-16,3594.86067000000000000000
61888218,2019-05-08,0E-20
61888278,2019-03-28,23526.68000000000000000000
61888788,2019-04-04,35580.00000000000000000000
61888798,2019-03-07,0E-20
61888878,2019-10-24,14812.10000000000000000000
61888978,2019-11-15,7997.92788500000000000000
61888988,2019-07-18,0E-20
61889028,2019-05-30,11443.88205500000000000000
61889178,2019-12-20,42011.51000000000000000000
61889298,2019-10-22,200104.38000000000000000000
61889728,2019-05-17,5684.24000000000000000000
61889758,2019-10-14,133.68000000000000000000
61889908,2019-09-11,0E-20
61889968,2019-06-24,107704.29000000000000000000
61890008,2019-07-12,37355.99000000000000000000
61890018,2019-06-14,38857.65295000000000000000
61890118,2019-04-30,14132.61000000000000000000
61890318,2019-03-15,4892.45000000000000000000
61890478,2019-03-05,13842.64000000000000000000
61890798,2019-06-17,0E-20
61890928,2019-09-23,14726.92000000000000000000
61891018,2019-08-16,30116.69000000000000000000
61891058,2019-11-27,9717.69000000000000000000
61891168,2019-11-18,17190.16000000000000000000
61891178,2019-07-19,0E-20
61891208,2019-12-19,22828.37000000000000000000
61891298,2019-11-18,17889.56000000000000000000
61891458,2019-06-17,5000.56000000000000000000
61891488,2019-08-05,5919.35000000000000000000
61891588,2019-04-17,202305.16987644247200000000
61891668,2019-12-17,0E-20
61891718,2019-07-19,8332.05000000000000000000
61891768,2019-08-05,21700.00000000000000000000
61891888,2019-07-10,464809.23000000000000000000
61892068,2019-08-27,6424.22729000000000000000
61892358,2019-09-26,20789.00000000000000000000
61892418,2019-07-15,10768.32716500000000000000
61892818,2019-10-15,57321.41000000000000000000
61893028,2019-09-25,30877.93153000000000000000
61893058,2019-08-29,0E-20
61893678,2019-10-31,24214.06785000000000000000
61893858,2019-04-01,9485.76000000000000000000
61894628,2019-09-18,9995.58000000000000000000
61894688,2019-07-02,0E-20
61894758,2019-03-04,5114.86000000000000000000
61894858,2019-12-09,35520.00000000000000000000
61895208,2019-12-12,0E-20
61895368,2019-10-15,0E-20
61895488,2019-07-18,29999.85000000000000000000
61895608,2019-03-14,6062.75000000000000000000
61895718,2019-03-15,0E-20
61895878,2019-06-27,20741.38000000000000000000
61896008,2019-08-27,0E-20
61896018,2019-12-24,17990.00000000000000000000
61896108,2019-06-19,20257.11000000000000000000
61896268,2019-06-14,10609.09000000000000000000
61896298,2019-10-09,0E-20
61896478,2019-02-21,53.58000000000000000000
61896678,2019-10-04,59549.12000000000000000000
61896718,2019-07-23,49163.86213000000000000000
61896858,2019-12-05,0E-20
61897008,2019-06-11,7588.54000000000000000000
61897158,2019-02-22,30899.15000000000000000000
61897398,2019-08-19,9856.68000000000000000000
61897718,2019-06-10,9307.71000000000000000000
61897828,2019-12-13,60499.59000000000000000000
61897928,2019-05-22,38776.93000000000000000000
61898088,2019-06-27,16741.99000000000000000000
61898168,2019-06-27,0E-20
61898278,2019-07-31,0E-20
61898508,2019-06-27,21158.99000000000000000000
61898778,2019-11-01,17346.13000000000000000000
61899398,2019-07-17,0E-20
61899498,2019-04-12,17990.26000000000000000000
61899598,2019-08-06,6161.05000000000000000000
61899778,2019-07-26,9947.68000000000000000000
62001008,2019-11-18,6463.50000000000000000000
62006288,2019-10-25,3602.67000000000000000000
62008178,2019-02-14,9323.94000000000000000000
62011088,2019-10-09,26766.02000000000000000000
62015068,2019-07-10,12932.32000000000000000000
62015878,2019-12-04,0E-20
62016668,2019-08-27,1204.28000000000000000000
62018198,2019-02-15,26116.13382000000000000000
62021108,2019-10-10,100059.60000000000000000000
62021138,2019-07-12,5000.00000000000000000000
62021168,2019-02-20,50.22000000000000000000
62021628,2019-03-01,8506.67000000000000000000
62022828,2019-09-04,26063.68000000000000000000
62025038,2019-06-04,14886.92000000000000000000
62026008,2019-05-10,10550.88000000000000000000
62026088,2019-07-10,27817.71000000000000000000
62050038,2019-06-06,37958.21000000000000000000
62051118,2019-09-20,184912.37000000000000000000
62051238,2019-05-14,13887.31000000000000000000
62051538,2019-03-28,19047.11000000000000000000
62051618,2019-11-26,51508.35000000000000000000
62052178,2019-07-10,20514.91000000000000000000
62052998,2019-08-29,136935.02000000000000000000
62055098,2019-04-12,6679.41000000000000000000
62055138,2019-06-03,10007.18000000000000000000
62055638,2019-08-26,1240.00000000000000000000
62055708,2019-04-17,395746.79000000000000000000
62055798,2019-03-27,0E-20
62060558,2019-10-25,60157.78355000000000000000
62061678,2019-11-25,0E-20
62061698,2019-04-12,4278.20000000000000000000
62061718,2019-04-12,6130.25000000000000000000
62066118,2019-10-18,215194.31000000000000000000
62066158,2019-06-27,9625.67000000000000000000
62067008,2019-08-05,0E-20
62067108,2019-02-11,0.29000000000000000000
62067128,2019-07-05,359788.06000000000000000000
62067508,2019-02-19,4622.45000000000000000000
62068878,2019-05-02,11677.10000000000000000000
62069618,2019-04-12,4469.30000000000000000000
62069638,2019-04-12,7092.76000000000000000000
62069668,2019-04-12,7062.35000000000000000000
62069768,2019-04-17,13115.50000000000000000000
